,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
5165,ROBBERY,Capitol Hill,2019,1598
5166,THEFT/OTHER,Navy Yard,2019,359
5167,THEFT F/AUTO,Shaw,2019,1837
5168,ROBBERY,Columbia Heights,2019,1892
5169,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
5170,THEFT F/AUTO,Columbia Heights,2019,1892
5171,THEFT F/AUTO,Shaw,2019,1837
5172,MOTOR VEHICLE THEFT,Navy Yard,2019,359
5173,ROBBERY,Capitol Hill,2019,1598
5174,THEFT F/AUTO,Columbia Heights,2019,1892
5175,THEFT/OTHER,Petworth,2019,501
5176,THEFT/OTHER,Petworth,2019,501
5177,THEFT F/AUTO,NoMa,2019,441
5178,THEFT F/AUTO,Petworth,2019,501
5179,THEFT/OTHER,Sixteenth Street Heights,2019,813
5180,THEFT F/AUTO,Petworth,2019,501
5181,THEFT F/AUTO,Columbia Heights,2019,1892
5182,THEFT/OTHER,Sixteenth Street Heights,2019,813
5183,THEFT/OTHER,Capitol Hill,2019,1598
5184,THEFT F/AUTO,Dupont Circle,2019,1134
5185,ROBBERY,Sixteenth Street Heights,2019,813
5186,THEFT F/AUTO,Shaw,2019,1837
5187,ROBBERY,Columbia Heights,2019,1892
5188,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
5189,THEFT F/AUTO,NoMa,2019,441
5190,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
5191,THEFT/OTHER,Capitol Hill,2019,1598
5192,THEFT/OTHER,U Street Corridor,2019,288
5193,THEFT/OTHER,Columbia Heights,2019,1892
5194,THEFT F/AUTO,Shaw,2019,1837
5195,THEFT F/AUTO,Capitol Hill,2019,1598
5196,BURGLARY,Adams Morgan,2019,635
5197,THEFT F/AUTO,Sixteenth Street Heights,2019,813
5198,THEFT/OTHER,Petworth,2019,501
5199,THEFT/OTHER,Sixteenth Street Heights,2019,813
5200,THEFT F/AUTO,Columbia Heights,2019,1892
5201,THEFT/OTHER,Columbia Heights,2019,1892
5202,THEFT F/AUTO,Adams Morgan,2019,635
5203,THEFT/OTHER,Columbia Heights,2019,1892
5204,THEFT F/AUTO,Shaw,2019,1837
5205,THEFT F/AUTO,Columbia Heights,2019,1892
5206,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
5207,THEFT/OTHER,Adams Morgan,2019,635
5208,THEFT/OTHER,Shaw,2019,1837
5209,ROBBERY,Columbia Heights,2019,1892
5210,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
5211,THEFT F/AUTO,Capitol Hill,2019,1598
5212,THEFT/OTHER,Anacostia,2019,248
5213,ROBBERY,Shaw,2019,1837
5214,THEFT/OTHER,Dupont Circle,2019,1134
5215,THEFT/OTHER,Columbia Heights,2019,1892
5216,THEFT F/AUTO,Columbia Heights,2019,1892
5217,THEFT/OTHER,NoMa,2019,441
5218,THEFT F/AUTO,Sixteenth Street Heights,2019,813
5219,THEFT F/AUTO,Columbia Heights,2019,1892
5220,THEFT F/AUTO,Dupont Circle,2019,1134
5221,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
5222,ROBBERY,Capitol Hill,2019,1598
5223,THEFT F/AUTO,Shaw,2019,1837
5224,THEFT F/AUTO,Columbia Heights,2019,1892
5225,THEFT/OTHER,Columbia Heights,2019,1892
5226,THEFT F/AUTO,Shaw,2019,1837
5227,THEFT/OTHER,Dupont Circle,2019,1134
5228,SEX ABUSE,Columbia Heights,2019,1892
5229,THEFT/OTHER,Columbia Heights,2019,1892
5230,THEFT/OTHER,NoMa,2019,441
5231,THEFT F/AUTO,Capitol Hill,2019,1598
5232,ASSAULT W/DANGEROUS WEAPON,Anacostia,2019,248
5233,MOTOR VEHICLE THEFT,Navy Yard,2019,359
5234,MOTOR VEHICLE THEFT,Shaw,2019,1837
5235,MOTOR VEHICLE THEFT,Petworth,2019,501
5236,THEFT/OTHER,Dupont Circle,2019,1134
5237,THEFT/OTHER,Adams Morgan,2019,635
5238,THEFT F/AUTO,Columbia Heights,2019,1892
5239,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
5240,THEFT F/AUTO,Shaw,2019,1837
5241,THEFT F/AUTO,Columbia Heights,2019,1892
5242,THEFT F/AUTO,Petworth,2019,501
5243,THEFT/OTHER,Navy Yard,2019,359
5244,THEFT F/AUTO,Shaw,2019,1837
5245,THEFT F/AUTO,Columbia Heights,2019,1892
5246,THEFT/OTHER,Capitol Hill,2019,1598
5247,THEFT F/AUTO,Shaw,2019,1837
5248,THEFT F/AUTO,Columbia Heights,2019,1892
5249,THEFT F/AUTO,Shaw,2019,1837
5250,THEFT/OTHER,Capitol Hill,2019,1598
5251,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2019,1134
5252,THEFT/OTHER,Capitol Hill,2019,1598
5253,THEFT F/AUTO,Shaw,2019,1837
5254,THEFT/OTHER,Capitol Hill,2019,1598
5255,THEFT F/AUTO,Sixteenth Street Heights,2019,813
5256,THEFT F/AUTO,Shaw,2019,1837
5257,THEFT/OTHER,Capitol Hill,2019,1598
5258,THEFT/OTHER,Columbia Heights,2019,1892
5259,THEFT/OTHER,Capitol Hill,2019,1598
5260,THEFT/OTHER,Petworth,2019,501
5261,THEFT F/AUTO,Capitol Hill,2019,1598
5262,THEFT/OTHER,Adams Morgan,2019,635
5263,THEFT/OTHER,Sixteenth Street Heights,2019,813
5264,THEFT F/AUTO,Sixteenth Street Heights,2019,813
5265,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
5266,THEFT/OTHER,Capitol Hill,2019,1598
5267,THEFT/OTHER,Capitol Hill,2019,1598
5268,THEFT F/AUTO,Shaw,2019,1837
5269,THEFT F/AUTO,Columbia Heights,2019,1892
5270,THEFT/OTHER,Capitol Hill,2019,1598
5271,THEFT F/AUTO,Shaw,2019,1837
5272,THEFT/OTHER,Adams Morgan,2019,635
5273,THEFT/OTHER,NoMa,2019,441
5274,THEFT F/AUTO,Navy Yard,2019,359
5275,THEFT/OTHER,Capitol Hill,2019,1598
5276,THEFT F/AUTO,Petworth,2019,501
5277,THEFT F/AUTO,Dupont Circle,2019,1134
5278,THEFT F/AUTO,Capitol Hill,2019,1598
5279,THEFT F/AUTO,Petworth,2019,501
5280,THEFT/OTHER,Sixteenth Street Heights,2019,813
5281,BURGLARY,Capitol Hill,2019,1598
5282,THEFT/OTHER,Shaw,2019,1837
5283,THEFT F/AUTO,Capitol Hill,2019,1598
5284,THEFT/OTHER,NoMa,2019,441
5285,THEFT/OTHER,Shaw,2019,1837
5286,THEFT/OTHER,Dupont Circle,2019,1134
5287,THEFT F/AUTO,Capitol Hill,2019,1598
5288,THEFT/OTHER,Navy Yard,2019,359
5289,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
5290,THEFT/OTHER,Columbia Heights,2019,1892
5291,ROBBERY,Capitol Hill,2019,1598
5292,THEFT/OTHER,Petworth,2019,501
5293,THEFT F/AUTO,Dupont Circle,2019,1134
5294,THEFT F/AUTO,Adams Morgan,2019,635
5295,THEFT F/AUTO,Dupont Circle,2019,1134
5296,THEFT/OTHER,Navy Yard,2019,359
5297,THEFT/OTHER,Sixteenth Street Heights,2019,813
5298,THEFT F/AUTO,Columbia Heights,2019,1892
5299,THEFT F/AUTO,Capitol Hill,2019,1598
5300,THEFT F/AUTO,Shaw,2019,1837
5301,THEFT/OTHER,Petworth,2019,501
5302,THEFT/OTHER,Shaw,2019,1837
5303,THEFT F/AUTO,Dupont Circle,2019,1134
5304,THEFT/OTHER,Dupont Circle,2019,1134
5305,MOTOR VEHICLE THEFT,Dupont Circle,2019,1134
5306,THEFT F/AUTO,Capitol Hill,2019,1598
5307,THEFT/OTHER,Adams Morgan,2019,635
5308,THEFT/OTHER,Columbia Heights,2019,1892
5309,THEFT F/AUTO,NoMa,2019,441
5310,THEFT F/AUTO,Shaw,2019,1837
5311,THEFT F/AUTO,Capitol Hill,2019,1598
5312,THEFT/OTHER,Capitol Hill,2019,1598
5313,THEFT/OTHER,Adams Morgan,2019,635
5314,THEFT F/AUTO,Adams Morgan,2019,635
5315,THEFT/OTHER,Shaw,2019,1837
5316,THEFT/OTHER,Columbia Heights,2019,1892
5317,THEFT/OTHER,Columbia Heights,2019,1892
5318,THEFT/OTHER,Capitol Hill,2019,1598
5319,THEFT F/AUTO,Adams Morgan,2019,635
5320,THEFT F/AUTO,Columbia Heights,2019,1892
5321,THEFT F/AUTO,Shaw,2019,1837
5322,THEFT/OTHER,Columbia Heights,2019,1892
5323,THEFT F/AUTO,Adams Morgan,2019,635
5324,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
5325,THEFT/OTHER,Petworth,2019,501
5326,THEFT F/AUTO,Shaw,2019,1837
5327,THEFT/OTHER,Anacostia,2019,248
5328,THEFT F/AUTO,Sixteenth Street Heights,2019,813
5329,THEFT F/AUTO,Capitol Hill,2019,1598
5330,THEFT F/AUTO,Capitol Hill,2019,1598
5331,THEFT F/AUTO,Dupont Circle,2019,1134
5332,THEFT/OTHER,Dupont Circle,2019,1134
5333,ASSAULT W/DANGEROUS WEAPON,Shaw,2019,1837
5334,MOTOR VEHICLE THEFT,Dupont Circle,2019,1134
5335,THEFT/OTHER,Capitol Hill,2019,1598
5336,THEFT/OTHER,Capitol Hill,2019,1598
5337,THEFT/OTHER,Petworth,2019,501
5338,THEFT/OTHER,Columbia Heights,2019,1892
5339,THEFT F/AUTO,Dupont Circle,2019,1134
5340,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
5341,THEFT F/AUTO,Shaw,2019,1837
5342,THEFT F/AUTO,Capitol Hill,2019,1598
5343,THEFT F/AUTO,Capitol Hill,2019,1598
5344,THEFT F/AUTO,Petworth,2019,501
5345,THEFT/OTHER,U Street Corridor,2019,288
5346,THEFT/OTHER,Dupont Circle,2019,1134
5347,THEFT F/AUTO,Columbia Heights,2019,1892
5348,BURGLARY,Columbia Heights,2019,1892
5349,THEFT F/AUTO,Shaw,2019,1837
5350,THEFT F/AUTO,Capitol Hill,2019,1598
5351,THEFT/OTHER,NoMa,2019,441
5352,THEFT/OTHER,U Street Corridor,2019,288
5353,THEFT/OTHER,Shaw,2019,1837
5354,THEFT/OTHER,Columbia Heights,2019,1892
5355,THEFT F/AUTO,Columbia Heights,2019,1892
5356,THEFT/OTHER,Navy Yard,2019,359
5357,THEFT F/AUTO,NoMa,2019,441
5358,THEFT/OTHER,Columbia Heights,2019,1892
5359,THEFT F/AUTO,Capitol Hill,2019,1598
5360,THEFT/OTHER,Capitol Hill,2019,1598
5361,THEFT/OTHER,Columbia Heights,2019,1892
5362,THEFT/OTHER,Capitol Hill,2019,1598
5363,THEFT/OTHER,Dupont Circle,2019,1134
5364,THEFT/OTHER,Columbia Heights,2019,1892
5365,ASSAULT W/DANGEROUS WEAPON,U Street Corridor,2019,288
5366,THEFT F/AUTO,Petworth,2019,501
5367,THEFT/OTHER,Dupont Circle,2019,1134
5368,THEFT/OTHER,Dupont Circle,2019,1134
5369,THEFT/OTHER,Sixteenth Street Heights,2019,813
5370,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
5371,THEFT/OTHER,Capitol Hill,2019,1598
5372,THEFT/OTHER,Anacostia,2019,248
5373,THEFT F/AUTO,Shaw,2019,1837
5374,THEFT F/AUTO,Columbia Heights,2019,1892
5375,THEFT/OTHER,Navy Yard,2019,359
5376,ROBBERY,Shaw,2019,1837
5377,THEFT/OTHER,Dupont Circle,2019,1134
5378,MOTOR VEHICLE THEFT,Petworth,2019,501
5379,THEFT F/AUTO,Shaw,2019,1837
5380,THEFT/OTHER,Shaw,2019,1837
5381,THEFT/OTHER,Navy Yard,2019,359
5382,ROBBERY,Shaw,2019,1837
5383,THEFT/OTHER,NoMa,2019,441
5384,THEFT F/AUTO,Columbia Heights,2019,1892
5385,THEFT F/AUTO,Dupont Circle,2019,1134
5386,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
5387,THEFT F/AUTO,Dupont Circle,2019,1134
5388,THEFT/OTHER,Dupont Circle,2019,1134
5389,THEFT F/AUTO,Shaw,2019,1837
5390,THEFT/OTHER,Shaw,2019,1837
5391,THEFT F/AUTO,Capitol Hill,2019,1598
5392,THEFT/OTHER,Shaw,2019,1837
5393,THEFT/OTHER,Adams Morgan,2019,635
5394,THEFT/OTHER,Shaw,2019,1837
5395,SEX ABUSE,Shaw,2019,1837
5396,THEFT/OTHER,Shaw,2019,1837
5397,THEFT F/AUTO,Petworth,2019,501
5398,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2019,813
5399,THEFT F/AUTO,Columbia Heights,2019,1892
5400,ROBBERY,Capitol Hill,2019,1598
5401,MOTOR VEHICLE THEFT,NoMa,2019,441
5402,THEFT F/AUTO,Petworth,2019,501
5403,THEFT F/AUTO,Capitol Hill,2019,1598
5404,THEFT F/AUTO,Anacostia,2019,248
5405,THEFT/OTHER,Columbia Heights,2019,1892
5406,THEFT/OTHER,Navy Yard,2019,359
5407,THEFT F/AUTO,Petworth,2019,501
5408,THEFT/OTHER,Shaw,2019,1837
5409,THEFT/OTHER,Shaw,2019,1837
5410,THEFT/OTHER,Sixteenth Street Heights,2019,813
5411,THEFT/OTHER,Petworth,2019,501
5412,THEFT F/AUTO,Shaw,2019,1837
5413,ROBBERY,Shaw,2019,1837
5414,THEFT/OTHER,Shaw,2019,1837
5415,THEFT F/AUTO,Navy Yard,2019,359
5416,THEFT/OTHER,Anacostia,2019,248
5417,THEFT/OTHER,Shaw,2019,1837
5418,THEFT/OTHER,U Street Corridor,2019,288
5419,THEFT/OTHER,Dupont Circle,2019,1134
5420,THEFT F/AUTO,Adams Morgan,2019,635
5421,ROBBERY,Dupont Circle,2019,1134
5422,THEFT/OTHER,Sixteenth Street Heights,2019,813
5423,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
5424,THEFT/OTHER,Columbia Heights,2019,1892
5425,THEFT/OTHER,Columbia Heights,2019,1892
5426,THEFT F/AUTO,Dupont Circle,2019,1134
5427,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
5428,THEFT F/AUTO,Columbia Heights,2019,1892
5429,THEFT/OTHER,Columbia Heights,2019,1892
5430,THEFT/OTHER,Shaw,2019,1837
5431,THEFT F/AUTO,Adams Morgan,2019,635
5432,THEFT/OTHER,NoMa,2019,441
5433,THEFT/OTHER,Shaw,2019,1837
5434,THEFT F/AUTO,Dupont Circle,2019,1134
5435,THEFT F/AUTO,U Street Corridor,2019,288
5436,THEFT/OTHER,Capitol Hill,2019,1598
5437,THEFT/OTHER,Columbia Heights,2019,1892
5438,THEFT F/AUTO,Shaw,2019,1837
5439,THEFT/OTHER,Navy Yard,2019,359
5440,THEFT/OTHER,Sixteenth Street Heights,2019,813
5441,BURGLARY,Columbia Heights,2019,1892
5442,THEFT/OTHER,Shaw,2019,1837
5443,THEFT/OTHER,NoMa,2019,441
5444,THEFT F/AUTO,Capitol Hill,2019,1598
5445,THEFT F/AUTO,Dupont Circle,2019,1134
5446,BURGLARY,Dupont Circle,2019,1134
5447,THEFT F/AUTO,Columbia Heights,2019,1892
5448,THEFT/OTHER,Shaw,2019,1837
5449,THEFT/OTHER,Capitol Hill,2019,1598
5450,ROBBERY,Capitol Hill,2019,1598
5451,THEFT/OTHER,Adams Morgan,2019,635
5452,THEFT F/AUTO,Navy Yard,2019,359
5453,THEFT/OTHER,Columbia Heights,2019,1892
5454,THEFT F/AUTO,Dupont Circle,2019,1134
5455,THEFT/OTHER,Navy Yard,2019,359
5456,THEFT/OTHER,Petworth,2019,501
5457,ROBBERY,Shaw,2019,1837
5458,ROBBERY,Columbia Heights,2019,1892
5459,THEFT/OTHER,Shaw,2019,1837
5460,THEFT/OTHER,Capitol Hill,2019,1598
5461,THEFT/OTHER,Shaw,2019,1837
5462,THEFT/OTHER,Navy Yard,2019,359
5463,THEFT F/AUTO,Shaw,2019,1837
5464,THEFT/OTHER,Capitol Hill,2019,1598
5465,MOTOR VEHICLE THEFT,Shaw,2019,1837
5466,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
5467,THEFT/OTHER,NoMa,2019,441
5468,THEFT F/AUTO,Capitol Hill,2019,1598
5469,THEFT F/AUTO,U Street Corridor,2019,288
5470,THEFT/OTHER,Shaw,2019,1837
5471,THEFT F/AUTO,Columbia Heights,2019,1892
5472,BURGLARY,Capitol Hill,2019,1598
5473,THEFT/OTHER,Capitol Hill,2019,1598
5474,ROBBERY,Dupont Circle,2019,1134
5475,MOTOR VEHICLE THEFT,Shaw,2019,1837
5476,THEFT F/AUTO,Capitol Hill,2019,1598
5477,THEFT/OTHER,Capitol Hill,2019,1598
5478,THEFT F/AUTO,Capitol Hill,2019,1598
5479,THEFT/OTHER,Adams Morgan,2019,635
5480,THEFT F/AUTO,Petworth,2019,501
5481,THEFT/OTHER,Shaw,2019,1837
5482,THEFT/OTHER,Shaw,2019,1837
5483,THEFT/OTHER,Navy Yard,2019,359
5484,THEFT F/AUTO,NoMa,2019,441
5485,THEFT/OTHER,Petworth,2019,501
5486,THEFT/OTHER,Capitol Hill,2019,1598
5487,THEFT/OTHER,Capitol Hill,2019,1598
5488,BURGLARY,Columbia Heights,2019,1892
5489,THEFT/OTHER,Capitol Hill,2019,1598
5490,THEFT/OTHER,Dupont Circle,2019,1134
5491,THEFT F/AUTO,Columbia Heights,2019,1892
5492,THEFT F/AUTO,Shaw,2019,1837
5493,THEFT F/AUTO,Shaw,2019,1837
5494,THEFT F/AUTO,Capitol Hill,2019,1598
5495,THEFT F/AUTO,Dupont Circle,2019,1134
5496,THEFT F/AUTO,Dupont Circle,2019,1134
5497,THEFT F/AUTO,Columbia Heights,2019,1892
5498,THEFT F/AUTO,Dupont Circle,2019,1134
5499,THEFT F/AUTO,Capitol Hill,2019,1598
5500,THEFT/OTHER,Adams Morgan,2019,635
5501,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2019,813
5502,THEFT/OTHER,Shaw,2019,1837
5503,THEFT F/AUTO,Navy Yard,2019,359
5504,THEFT/OTHER,Dupont Circle,2019,1134
5505,THEFT/OTHER,U Street Corridor,2019,288
5506,THEFT/OTHER,Navy Yard,2019,359
5507,THEFT F/AUTO,Capitol Hill,2019,1598
5508,THEFT F/AUTO,Shaw,2019,1837
5509,THEFT/OTHER,Capitol Hill,2019,1598
5510,THEFT F/AUTO,Capitol Hill,2019,1598
5511,THEFT/OTHER,Adams Morgan,2019,635
5512,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
5513,THEFT/OTHER,Capitol Hill,2019,1598
5514,THEFT/OTHER,Adams Morgan,2019,635
5515,THEFT/OTHER,Capitol Hill,2019,1598
5516,THEFT/OTHER,NoMa,2019,441
5517,THEFT/OTHER,Capitol Hill,2019,1598
5518,THEFT F/AUTO,U Street Corridor,2019,288
5519,SEX ABUSE,Columbia Heights,2019,1892
5520,THEFT F/AUTO,Columbia Heights,2019,1892
5521,THEFT F/AUTO,Shaw,2019,1837
5522,THEFT/OTHER,Capitol Hill,2019,1598
5523,THEFT/OTHER,Capitol Hill,2019,1598
5524,THEFT/OTHER,Capitol Hill,2019,1598
5525,ROBBERY,Shaw,2019,1837
5526,MOTOR VEHICLE THEFT,Dupont Circle,2019,1134
5527,THEFT/OTHER,Columbia Heights,2019,1892
5528,THEFT F/AUTO,Petworth,2019,501
5529,THEFT F/AUTO,Shaw,2019,1837
5530,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
5531,THEFT F/AUTO,Capitol Hill,2019,1598
5532,THEFT/OTHER,Capitol Hill,2019,1598
5533,THEFT/OTHER,Dupont Circle,2019,1134
5534,THEFT F/AUTO,Shaw,2019,1837
5535,THEFT/OTHER,Columbia Heights,2019,1892
5536,THEFT/OTHER,Capitol Hill,2019,1598
5537,THEFT/OTHER,Capitol Hill,2019,1598
5538,THEFT F/AUTO,Capitol Hill,2019,1598
5539,THEFT/OTHER,Columbia Heights,2019,1892
5540,THEFT/OTHER,Dupont Circle,2019,1134
5541,THEFT F/AUTO,Columbia Heights,2019,1892
5542,SEX ABUSE,Adams Morgan,2019,635
5543,THEFT F/AUTO,NoMa,2019,441
5544,THEFT F/AUTO,Sixteenth Street Heights,2019,813
5545,THEFT/OTHER,Capitol Hill,2019,1598
5546,THEFT/OTHER,Sixteenth Street Heights,2019,813
5547,THEFT/OTHER,Adams Morgan,2019,635
5548,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2019,1134
5549,THEFT F/AUTO,Dupont Circle,2019,1134
5550,THEFT/OTHER,Navy Yard,2019,359
5551,THEFT F/AUTO,Capitol Hill,2019,1598
5552,THEFT/OTHER,Petworth,2019,501
5553,THEFT/OTHER,Sixteenth Street Heights,2019,813
5554,THEFT/OTHER,Capitol Hill,2019,1598
5555,BURGLARY,Adams Morgan,2019,635
5556,ROBBERY,Capitol Hill,2019,1598
5557,THEFT/OTHER,Sixteenth Street Heights,2019,813
5558,THEFT F/AUTO,Dupont Circle,2019,1134
5559,THEFT F/AUTO,Shaw,2019,1837
5560,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
5561,THEFT F/AUTO,Capitol Hill,2019,1598
5562,HOMICIDE,Anacostia,2019,248
5563,THEFT/OTHER,Columbia Heights,2019,1892
5564,THEFT/OTHER,Sixteenth Street Heights,2019,813
5565,THEFT/OTHER,Sixteenth Street Heights,2019,813
5566,THEFT/OTHER,Capitol Hill,2019,1598
5567,THEFT/OTHER,Columbia Heights,2019,1892
5568,THEFT/OTHER,Dupont Circle,2019,1134
5569,THEFT F/AUTO,Shaw,2019,1837
5570,THEFT/OTHER,Shaw,2019,1837
5571,THEFT/OTHER,Sixteenth Street Heights,2019,813
5572,THEFT F/AUTO,Columbia Heights,2019,1892
5573,THEFT/OTHER,Columbia Heights,2019,1892
5574,THEFT/OTHER,Sixteenth Street Heights,2019,813
5575,THEFT F/AUTO,Dupont Circle,2019,1134
5576,THEFT/OTHER,Adams Morgan,2019,635
5577,ASSAULT W/DANGEROUS WEAPON,Shaw,2019,1837
5578,ROBBERY,Capitol Hill,2019,1598
5579,THEFT/OTHER,Shaw,2019,1837
5580,THEFT F/AUTO,Columbia Heights,2019,1892
5581,THEFT/OTHER,Petworth,2019,501
5582,MOTOR VEHICLE THEFT,U Street Corridor,2019,288
5583,THEFT F/AUTO,Dupont Circle,2019,1134
5584,THEFT/OTHER,Navy Yard,2019,359
5585,THEFT/OTHER,Capitol Hill,2019,1598
5586,THEFT/OTHER,Columbia Heights,2019,1892
5587,THEFT/OTHER,Dupont Circle,2019,1134
5588,THEFT F/AUTO,Dupont Circle,2019,1134
5589,ROBBERY,Shaw,2019,1837
5590,THEFT/OTHER,Anacostia,2019,248
5591,THEFT F/AUTO,Dupont Circle,2019,1134
5592,THEFT F/AUTO,Capitol Hill,2019,1598
5593,THEFT/OTHER,Dupont Circle,2019,1134
5594,THEFT/OTHER,Dupont Circle,2019,1134
5595,ROBBERY,Shaw,2019,1837
5596,THEFT F/AUTO,U Street Corridor,2019,288
5597,BURGLARY,Dupont Circle,2019,1134
5598,ROBBERY,Shaw,2019,1837
5599,ASSAULT W/DANGEROUS WEAPON,Anacostia,2019,248
5600,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
5601,THEFT F/AUTO,Columbia Heights,2019,1892
5602,THEFT/OTHER,NoMa,2019,441
5603,THEFT F/AUTO,Shaw,2019,1837
5604,THEFT/OTHER,Shaw,2019,1837
5605,THEFT F/AUTO,NoMa,2019,441
5606,SEX ABUSE,Columbia Heights,2019,1892
5607,THEFT/OTHER,U Street Corridor,2019,288
5608,THEFT/OTHER,Petworth,2019,501
5609,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
5610,ROBBERY,Dupont Circle,2019,1134
5611,THEFT F/AUTO,Columbia Heights,2019,1892
5612,THEFT/OTHER,Columbia Heights,2019,1892
5613,THEFT/OTHER,Columbia Heights,2019,1892
5614,THEFT/OTHER,Capitol Hill,2019,1598
5615,THEFT/OTHER,Dupont Circle,2019,1134
5616,THEFT F/AUTO,Shaw,2019,1837
5617,THEFT/OTHER,NoMa,2019,441
5618,THEFT F/AUTO,Navy Yard,2019,359
5619,THEFT F/AUTO,Columbia Heights,2019,1892
5620,THEFT/OTHER,Petworth,2019,501
5621,THEFT/OTHER,Navy Yard,2019,359
5622,THEFT F/AUTO,Shaw,2019,1837
5623,THEFT F/AUTO,Capitol Hill,2019,1598
5624,THEFT/OTHER,Shaw,2019,1837
5625,ROBBERY,Shaw,2019,1837
5626,THEFT/OTHER,Columbia Heights,2019,1892
5627,THEFT/OTHER,Navy Yard,2019,359
5628,THEFT/OTHER,Capitol Hill,2019,1598
5629,THEFT/OTHER,Capitol Hill,2019,1598
5630,THEFT/OTHER,Dupont Circle,2019,1134
5631,THEFT F/AUTO,Dupont Circle,2019,1134
5632,THEFT/OTHER,Columbia Heights,2019,1892
5633,THEFT F/AUTO,Capitol Hill,2019,1598
5634,THEFT F/AUTO,Shaw,2019,1837
5635,THEFT F/AUTO,Dupont Circle,2019,1134
5636,THEFT/OTHER,Capitol Hill,2019,1598
5637,THEFT F/AUTO,Capitol Hill,2019,1598
5638,THEFT F/AUTO,Anacostia,2019,248
5639,THEFT/OTHER,Dupont Circle,2019,1134
5640,THEFT F/AUTO,Columbia Heights,2019,1892
5641,MOTOR VEHICLE THEFT,Dupont Circle,2019,1134
5642,THEFT/OTHER,Capitol Hill,2019,1598
5643,THEFT F/AUTO,Petworth,2019,501
5644,THEFT/OTHER,Capitol Hill,2019,1598
5645,BURGLARY,Columbia Heights,2019,1892
5646,THEFT F/AUTO,U Street Corridor,2019,288
5647,THEFT/OTHER,Dupont Circle,2019,1134
5648,THEFT/OTHER,Columbia Heights,2019,1892
5649,THEFT/OTHER,Navy Yard,2019,359
5650,THEFT/OTHER,Capitol Hill,2019,1598
5651,MOTOR VEHICLE THEFT,Anacostia,2019,248
5652,THEFT/OTHER,Petworth,2019,501
5653,THEFT/OTHER,Dupont Circle,2019,1134
5654,THEFT/OTHER,Dupont Circle,2019,1134
5655,THEFT F/AUTO,Shaw,2019,1837
5656,THEFT/OTHER,NoMa,2019,441
5657,THEFT F/AUTO,Anacostia,2019,248
5658,THEFT/OTHER,Columbia Heights,2019,1892
5659,THEFT/OTHER,NoMa,2019,441
5660,THEFT/OTHER,Sixteenth Street Heights,2019,813
5661,THEFT F/AUTO,Dupont Circle,2019,1134
5662,THEFT/OTHER,Columbia Heights,2019,1892
5663,THEFT F/AUTO,Shaw,2019,1837
5664,THEFT/OTHER,Dupont Circle,2019,1134
5665,THEFT F/AUTO,Shaw,2019,1837
5666,THEFT F/AUTO,Dupont Circle,2019,1134
5667,THEFT F/AUTO,Shaw,2019,1837
5668,THEFT/OTHER,Shaw,2019,1837
5669,THEFT/OTHER,Shaw,2019,1837
5670,THEFT F/AUTO,Shaw,2019,1837
5671,THEFT/OTHER,Sixteenth Street Heights,2019,813
5672,THEFT/OTHER,Columbia Heights,2019,1892
5673,THEFT F/AUTO,Navy Yard,2019,359
5674,THEFT/OTHER,Navy Yard,2019,359
5675,THEFT/OTHER,Columbia Heights,2019,1892
5676,THEFT/OTHER,NoMa,2019,441
5677,THEFT/OTHER,Columbia Heights,2019,1892
5678,ASSAULT W/DANGEROUS WEAPON,Shaw,2019,1837
5679,THEFT/OTHER,Shaw,2019,1837
5680,THEFT/OTHER,Capitol Hill,2019,1598
5681,THEFT F/AUTO,Shaw,2019,1837
5682,THEFT/OTHER,Columbia Heights,2019,1892
5683,THEFT F/AUTO,Columbia Heights,2019,1892
5684,THEFT/OTHER,Columbia Heights,2019,1892
5685,THEFT F/AUTO,Anacostia,2019,248
