,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
2540,THEFT/OTHER,Dupont Circle,2019,1134
2541,THEFT F/AUTO,Shaw,2019,1837
2542,THEFT/OTHER,Capitol Hill,2019,1598
2543,THEFT/OTHER,Columbia Heights,2019,1892
2544,ROBBERY,Capitol Hill,2019,1598
2545,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
2546,ASSAULT W/DANGEROUS WEAPON,NoMa,2019,441
2547,THEFT F/AUTO,Capitol Hill,2019,1598
2548,THEFT/OTHER,Dupont Circle,2019,1134
2549,THEFT F/AUTO,Shaw,2019,1837
2550,THEFT/OTHER,NoMa,2019,441
2551,THEFT/OTHER,Shaw,2019,1837
2552,THEFT F/AUTO,Adams Morgan,2019,635
2553,THEFT/OTHER,Shaw,2019,1837
2554,ROBBERY,Shaw,2019,1837
2555,THEFT F/AUTO,Capitol Hill,2019,1598
2556,THEFT F/AUTO,Dupont Circle,2019,1134
2557,THEFT F/AUTO,Adams Morgan,2019,635
2558,ASSAULT W/DANGEROUS WEAPON,Petworth,2019,501
2559,MOTOR VEHICLE THEFT,Anacostia,2019,248
2560,THEFT/OTHER,Capitol Hill,2019,1598
2561,THEFT/OTHER,Columbia Heights,2019,1892
2562,THEFT F/AUTO,Shaw,2019,1837
2563,THEFT F/AUTO,Shaw,2019,1837
2564,SEX ABUSE,Capitol Hill,2019,1598
2565,THEFT/OTHER,Sixteenth Street Heights,2019,813
2566,THEFT F/AUTO,Shaw,2019,1837
2567,THEFT F/AUTO,Capitol Hill,2019,1598
2568,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2569,THEFT F/AUTO,Petworth,2019,501
2570,THEFT/OTHER,Shaw,2019,1837
2571,ROBBERY,Shaw,2019,1837
2572,THEFT/OTHER,Capitol Hill,2019,1598
2573,BURGLARY,Capitol Hill,2019,1598
2574,THEFT F/AUTO,Shaw,2019,1837
2575,THEFT F/AUTO,Dupont Circle,2019,1134
2576,BURGLARY,Adams Morgan,2019,635
2577,THEFT F/AUTO,Capitol Hill,2019,1598
2578,THEFT F/AUTO,Columbia Heights,2019,1892
2579,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
2580,THEFT/OTHER,NoMa,2019,441
2581,THEFT F/AUTO,Dupont Circle,2019,1134
2582,BURGLARY,Petworth,2019,501
2583,THEFT F/AUTO,Shaw,2019,1837
2584,THEFT/OTHER,Adams Morgan,2019,635
2585,THEFT F/AUTO,Shaw,2019,1837
2586,THEFT/OTHER,Petworth,2019,501
2587,ROBBERY,Shaw,2019,1837
2588,BURGLARY,Capitol Hill,2019,1598
2589,THEFT/OTHER,Shaw,2019,1837
2590,THEFT/OTHER,Adams Morgan,2019,635
2591,THEFT/OTHER,Adams Morgan,2019,635
2592,THEFT F/AUTO,Anacostia,2019,248
2593,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2594,THEFT/OTHER,Shaw,2019,1837
2595,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2596,THEFT F/AUTO,Dupont Circle,2019,1134
2597,THEFT/OTHER,Dupont Circle,2019,1134
2598,THEFT F/AUTO,Dupont Circle,2019,1134
2599,THEFT/OTHER,Dupont Circle,2019,1134
2600,THEFT/OTHER,Petworth,2019,501
2601,THEFT/OTHER,Columbia Heights,2019,1892
2602,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2603,ROBBERY,Dupont Circle,2019,1134
2604,THEFT/OTHER,U Street Corridor,2019,288
2605,THEFT/OTHER,Columbia Heights,2019,1892
2606,THEFT F/AUTO,Capitol Hill,2019,1598
2607,THEFT/OTHER,Capitol Hill,2019,1598
2608,THEFT/OTHER,Capitol Hill,2019,1598
2609,THEFT/OTHER,Capitol Hill,2019,1598
2610,THEFT/OTHER,U Street Corridor,2019,288
2611,THEFT F/AUTO,Dupont Circle,2019,1134
2612,THEFT/OTHER,Adams Morgan,2019,635
2613,THEFT/OTHER,Capitol Hill,2019,1598
2614,THEFT F/AUTO,Dupont Circle,2019,1134
2615,THEFT F/AUTO,Capitol Hill,2019,1598
2616,THEFT F/AUTO,Columbia Heights,2019,1892
2617,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
2618,THEFT F/AUTO,Capitol Hill,2019,1598
2619,BURGLARY,Shaw,2019,1837
2620,THEFT/OTHER,Capitol Hill,2019,1598
2621,THEFT F/AUTO,Shaw,2019,1837
2622,THEFT/OTHER,Capitol Hill,2019,1598
2623,MOTOR VEHICLE THEFT,Anacostia,2019,248
2624,THEFT/OTHER,Columbia Heights,2019,1892
2625,THEFT/OTHER,Columbia Heights,2019,1892
2626,THEFT/OTHER,Capitol Hill,2019,1598
2627,THEFT/OTHER,Capitol Hill,2019,1598
2628,THEFT/OTHER,Capitol Hill,2019,1598
2629,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
2630,ASSAULT W/DANGEROUS WEAPON,Petworth,2019,501
2631,ROBBERY,Adams Morgan,2019,635
2632,THEFT F/AUTO,Dupont Circle,2019,1134
2633,THEFT F/AUTO,Shaw,2019,1837
2634,THEFT F/AUTO,Dupont Circle,2019,1134
2635,THEFT/OTHER,Dupont Circle,2019,1134
2636,THEFT/OTHER,Dupont Circle,2019,1134
2637,THEFT/OTHER,Dupont Circle,2019,1134
2638,THEFT/OTHER,Columbia Heights,2019,1892
2639,MOTOR VEHICLE THEFT,Shaw,2019,1837
2640,THEFT F/AUTO,Dupont Circle,2019,1134
2641,THEFT F/AUTO,Columbia Heights,2019,1892
2642,THEFT/OTHER,Sixteenth Street Heights,2019,813
2643,THEFT F/AUTO,NoMa,2019,441
2644,THEFT/OTHER,Dupont Circle,2019,1134
2645,THEFT/OTHER,U Street Corridor,2019,288
2646,THEFT F/AUTO,Dupont Circle,2019,1134
2647,THEFT F/AUTO,Columbia Heights,2019,1892
2648,THEFT/OTHER,Petworth,2019,501
2649,THEFT/OTHER,Navy Yard,2019,359
2650,THEFT/OTHER,Shaw,2019,1837
2651,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
2652,THEFT F/AUTO,Shaw,2019,1837
2653,THEFT/OTHER,U Street Corridor,2019,288
2654,THEFT/OTHER,Sixteenth Street Heights,2019,813
2655,ROBBERY,Shaw,2019,1837
2656,MOTOR VEHICLE THEFT,Petworth,2019,501
2657,BURGLARY,Adams Morgan,2019,635
2658,MOTOR VEHICLE THEFT,NoMa,2019,441
2659,THEFT F/AUTO,Shaw,2019,1837
2660,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2661,THEFT F/AUTO,Shaw,2019,1837
2662,THEFT/OTHER,Capitol Hill,2019,1598
2663,THEFT/OTHER,Shaw,2019,1837
2664,THEFT F/AUTO,Shaw,2019,1837
2665,THEFT F/AUTO,Navy Yard,2019,359
2666,THEFT F/AUTO,Dupont Circle,2019,1134
2667,THEFT F/AUTO,Columbia Heights,2019,1892
2668,MOTOR VEHICLE THEFT,Shaw,2019,1837
2669,THEFT F/AUTO,Adams Morgan,2019,635
2670,THEFT F/AUTO,Capitol Hill,2019,1598
2671,ROBBERY,Sixteenth Street Heights,2019,813
2672,THEFT/OTHER,Columbia Heights,2019,1892
2673,THEFT F/AUTO,Petworth,2019,501
2674,THEFT/OTHER,Navy Yard,2019,359
2675,THEFT/OTHER,Dupont Circle,2019,1134
2676,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2677,THEFT/OTHER,Shaw,2019,1837
2678,THEFT F/AUTO,U Street Corridor,2019,288
2679,THEFT F/AUTO,Shaw,2019,1837
2680,THEFT/OTHER,NoMa,2019,441
2681,BURGLARY,Shaw,2019,1837
2682,THEFT/OTHER,Capitol Hill,2019,1598
2683,THEFT/OTHER,U Street Corridor,2019,288
2684,THEFT F/AUTO,Capitol Hill,2019,1598
2685,THEFT/OTHER,Dupont Circle,2019,1134
2686,THEFT/OTHER,Columbia Heights,2019,1892
2687,THEFT F/AUTO,Capitol Hill,2019,1598
2688,SEX ABUSE,Dupont Circle,2019,1134
2689,THEFT/OTHER,Columbia Heights,2019,1892
2690,THEFT/OTHER,Adams Morgan,2019,635
2691,THEFT/OTHER,Capitol Hill,2019,1598
2692,THEFT F/AUTO,Columbia Heights,2019,1892
2693,THEFT F/AUTO,Shaw,2019,1837
2694,THEFT/OTHER,Dupont Circle,2019,1134
2695,THEFT/OTHER,Adams Morgan,2019,635
2696,THEFT/OTHER,Sixteenth Street Heights,2019,813
2697,THEFT/OTHER,NoMa,2019,441
2698,THEFT F/AUTO,Shaw,2019,1837
2699,ASSAULT W/DANGEROUS WEAPON,Petworth,2019,501
2700,THEFT F/AUTO,Shaw,2019,1837
2701,THEFT F/AUTO,Columbia Heights,2019,1892
2702,ROBBERY,Dupont Circle,2019,1134
2703,THEFT F/AUTO,Dupont Circle,2019,1134
2704,THEFT/OTHER,Columbia Heights,2019,1892
2705,THEFT/OTHER,Capitol Hill,2019,1598
2706,THEFT F/AUTO,Adams Morgan,2019,635
2707,THEFT/OTHER,Capitol Hill,2019,1598
2708,ROBBERY,Shaw,2019,1837
2709,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
2710,THEFT/OTHER,Columbia Heights,2019,1892
2711,THEFT F/AUTO,Shaw,2019,1837
2712,THEFT/OTHER,Columbia Heights,2019,1892
2713,THEFT/OTHER,Dupont Circle,2019,1134
2714,THEFT/OTHER,Columbia Heights,2019,1892
2715,THEFT/OTHER,Dupont Circle,2019,1134
2716,THEFT/OTHER,Capitol Hill,2019,1598
2717,THEFT/OTHER,Shaw,2019,1837
2718,ROBBERY,Capitol Hill,2019,1598
2719,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
2720,THEFT F/AUTO,Columbia Heights,2019,1892
2721,MOTOR VEHICLE THEFT,Anacostia,2019,248
2722,THEFT F/AUTO,Shaw,2019,1837
2723,THEFT F/AUTO,Petworth,2019,501
2724,THEFT F/AUTO,Shaw,2019,1837
2725,BURGLARY,Petworth,2019,501
2726,THEFT/OTHER,Shaw,2019,1837
2727,THEFT F/AUTO,Dupont Circle,2019,1134
2728,THEFT/OTHER,Navy Yard,2019,359
2729,ROBBERY,Navy Yard,2019,359
2730,THEFT/OTHER,Capitol Hill,2019,1598
2731,BURGLARY,Adams Morgan,2019,635
2732,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2733,THEFT/OTHER,Dupont Circle,2019,1134
2734,ROBBERY,Adams Morgan,2019,635
2735,THEFT F/AUTO,NoMa,2019,441
2736,THEFT F/AUTO,Capitol Hill,2019,1598
2737,THEFT/OTHER,Sixteenth Street Heights,2019,813
2738,THEFT/OTHER,NoMa,2019,441
2739,THEFT F/AUTO,Shaw,2019,1837
2740,THEFT/OTHER,Columbia Heights,2019,1892
2741,THEFT/OTHER,Sixteenth Street Heights,2019,813
2742,ROBBERY,Columbia Heights,2019,1892
2743,THEFT F/AUTO,Shaw,2019,1837
2744,THEFT/OTHER,Adams Morgan,2019,635
2745,THEFT/OTHER,Capitol Hill,2019,1598
2746,THEFT F/AUTO,Shaw,2019,1837
2747,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
2748,THEFT/OTHER,Capitol Hill,2019,1598
2749,MOTOR VEHICLE THEFT,Petworth,2019,501
2750,THEFT F/AUTO,Capitol Hill,2019,1598
2751,ROBBERY,Shaw,2019,1837
2752,ASSAULT W/DANGEROUS WEAPON,Anacostia,2019,248
2753,THEFT/OTHER,Shaw,2019,1837
2754,ROBBERY,Petworth,2019,501
2755,THEFT/OTHER,Adams Morgan,2019,635
2756,THEFT F/AUTO,Capitol Hill,2019,1598
2757,ASSAULT W/DANGEROUS WEAPON,Shaw,2019,1837
2758,THEFT/OTHER,Shaw,2019,1837
2759,THEFT/OTHER,Adams Morgan,2019,635
2760,THEFT/OTHER,U Street Corridor,2019,288
2761,THEFT F/AUTO,Capitol Hill,2019,1598
2762,THEFT/OTHER,Adams Morgan,2019,635
2763,ROBBERY,Dupont Circle,2019,1134
2764,THEFT/OTHER,Shaw,2019,1837
2765,ASSAULT W/DANGEROUS WEAPON,Adams Morgan,2019,635
2766,THEFT/OTHER,Columbia Heights,2019,1892
2767,THEFT/OTHER,Shaw,2019,1837
2768,ROBBERY,Columbia Heights,2019,1892
2769,THEFT F/AUTO,Columbia Heights,2019,1892
2770,THEFT/OTHER,Dupont Circle,2019,1134
2771,THEFT F/AUTO,U Street Corridor,2019,288
2772,THEFT/OTHER,Capitol Hill,2019,1598
2773,THEFT/OTHER,Capitol Hill,2019,1598
2774,THEFT F/AUTO,Columbia Heights,2019,1892
2775,THEFT F/AUTO,Columbia Heights,2019,1892
2776,THEFT F/AUTO,Columbia Heights,2019,1892
2777,THEFT/OTHER,Sixteenth Street Heights,2019,813
2778,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
2779,BURGLARY,Columbia Heights,2019,1892
2780,THEFT/OTHER,Capitol Hill,2019,1598
2781,THEFT/OTHER,Petworth,2019,501
2782,THEFT/OTHER,Capitol Hill,2019,1598
2783,ROBBERY,Columbia Heights,2019,1892
2784,THEFT F/AUTO,Anacostia,2019,248
2785,THEFT F/AUTO,Shaw,2019,1837
2786,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2787,ROBBERY,Dupont Circle,2019,1134
2788,THEFT/OTHER,Shaw,2019,1837
2789,THEFT/OTHER,NoMa,2019,441
2790,THEFT F/AUTO,Shaw,2019,1837
2791,THEFT F/AUTO,NoMa,2019,441
2792,THEFT/OTHER,Adams Morgan,2019,635
2793,THEFT/OTHER,Columbia Heights,2019,1892
2794,ROBBERY,Petworth,2019,501
2795,ROBBERY,Shaw,2019,1837
2796,THEFT/OTHER,Shaw,2019,1837
2797,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2798,THEFT/OTHER,Capitol Hill,2019,1598
2799,THEFT/OTHER,Petworth,2019,501
2800,THEFT/OTHER,Columbia Heights,2019,1892
2801,THEFT F/AUTO,Shaw,2019,1837
2802,THEFT/OTHER,Shaw,2019,1837
2803,THEFT/OTHER,Columbia Heights,2019,1892
2804,THEFT F/AUTO,Columbia Heights,2019,1892
2805,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2806,THEFT/OTHER,Anacostia,2019,248
2807,MOTOR VEHICLE THEFT,Dupont Circle,2019,1134
2808,THEFT/OTHER,NoMa,2019,441
2809,THEFT F/AUTO,Shaw,2019,1837
2810,THEFT/OTHER,Capitol Hill,2019,1598
2811,MOTOR VEHICLE THEFT,Anacostia,2019,248
2812,THEFT/OTHER,Columbia Heights,2019,1892
2813,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
2814,THEFT/OTHER,Sixteenth Street Heights,2019,813
2815,ROBBERY,Columbia Heights,2019,1892
2816,THEFT/OTHER,Sixteenth Street Heights,2019,813
2817,MOTOR VEHICLE THEFT,Shaw,2019,1837
2818,THEFT/OTHER,Columbia Heights,2019,1892
2819,THEFT F/AUTO,Capitol Hill,2019,1598
2820,THEFT/OTHER,Shaw,2019,1837
2821,THEFT/OTHER,Capitol Hill,2019,1598
2822,THEFT/OTHER,Columbia Heights,2019,1892
2823,THEFT/OTHER,Capitol Hill,2019,1598
2824,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2019,1134
2825,THEFT/OTHER,Columbia Heights,2019,1892
2826,THEFT/OTHER,Columbia Heights,2019,1892
2827,THEFT F/AUTO,Columbia Heights,2019,1892
2828,THEFT F/AUTO,Capitol Hill,2019,1598
2829,THEFT F/AUTO,Capitol Hill,2019,1598
2830,THEFT/OTHER,Columbia Heights,2019,1892
2831,THEFT F/AUTO,Capitol Hill,2019,1598
2832,MOTOR VEHICLE THEFT,Shaw,2019,1837
2833,THEFT/OTHER,Petworth,2019,501
2834,ROBBERY,Columbia Heights,2019,1892
2835,THEFT F/AUTO,Dupont Circle,2019,1134
2836,THEFT/OTHER,Columbia Heights,2019,1892
2837,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2019,813
2838,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2839,THEFT F/AUTO,Capitol Hill,2019,1598
2840,THEFT/OTHER,Sixteenth Street Heights,2019,813
2841,THEFT F/AUTO,U Street Corridor,2019,288
2842,THEFT F/AUTO,Capitol Hill,2019,1598
2843,THEFT/OTHER,Columbia Heights,2019,1892
2844,ROBBERY,Shaw,2019,1837
2845,THEFT/OTHER,Dupont Circle,2019,1134
2846,THEFT F/AUTO,Capitol Hill,2019,1598
2847,THEFT/OTHER,Capitol Hill,2019,1598
2848,THEFT F/AUTO,Columbia Heights,2019,1892
2849,THEFT/OTHER,Anacostia,2019,248
2850,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2851,THEFT/OTHER,Capitol Hill,2019,1598
2852,THEFT/OTHER,Shaw,2019,1837
2853,THEFT/OTHER,U Street Corridor,2019,288
2854,THEFT/OTHER,Adams Morgan,2019,635
2855,THEFT F/AUTO,Dupont Circle,2019,1134
2856,THEFT/OTHER,Capitol Hill,2019,1598
2857,BURGLARY,Dupont Circle,2019,1134
2858,THEFT/OTHER,Capitol Hill,2019,1598
2859,THEFT F/AUTO,Shaw,2019,1837
2860,THEFT/OTHER,Shaw,2019,1837
2861,THEFT/OTHER,Capitol Hill,2019,1598
2862,THEFT/OTHER,Columbia Heights,2019,1892
2863,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2864,THEFT/OTHER,Shaw,2019,1837
2865,THEFT F/AUTO,Dupont Circle,2019,1134
2866,THEFT/OTHER,Columbia Heights,2019,1892
2867,THEFT/OTHER,NoMa,2019,441
2868,THEFT F/AUTO,Columbia Heights,2019,1892
2869,THEFT/OTHER,Shaw,2019,1837
2870,THEFT/OTHER,Sixteenth Street Heights,2019,813
2871,THEFT F/AUTO,Capitol Hill,2019,1598
2872,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2873,THEFT F/AUTO,Shaw,2019,1837
2874,THEFT/OTHER,Columbia Heights,2019,1892
2875,THEFT/OTHER,Shaw,2019,1837
2876,ASSAULT W/DANGEROUS WEAPON,Shaw,2019,1837
2877,THEFT/OTHER,Petworth,2019,501
2878,THEFT/OTHER,Shaw,2019,1837
2879,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2880,MOTOR VEHICLE THEFT,NoMa,2019,441
2881,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2882,THEFT/OTHER,Navy Yard,2019,359
2883,THEFT/OTHER,Capitol Hill,2019,1598
2884,THEFT/OTHER,Columbia Heights,2019,1892
2885,THEFT/OTHER,Navy Yard,2019,359
2886,THEFT F/AUTO,Shaw,2019,1837
2887,THEFT F/AUTO,U Street Corridor,2019,288
2888,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2889,THEFT F/AUTO,Dupont Circle,2019,1134
2890,THEFT/OTHER,Sixteenth Street Heights,2019,813
2891,THEFT/OTHER,NoMa,2019,441
2892,THEFT/OTHER,U Street Corridor,2019,288
2893,THEFT/OTHER,NoMa,2019,441
2894,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2895,THEFT F/AUTO,Dupont Circle,2019,1134
2896,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
2897,THEFT/OTHER,Shaw,2019,1837
2898,BURGLARY,Petworth,2019,501
2899,BURGLARY,Sixteenth Street Heights,2019,813
2900,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2901,THEFT/OTHER,Capitol Hill,2019,1598
2902,THEFT/OTHER,Capitol Hill,2019,1598
2903,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2904,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2905,BURGLARY,Petworth,2019,501
2906,THEFT/OTHER,Shaw,2019,1837
2907,THEFT/OTHER,Capitol Hill,2019,1598
2908,THEFT/OTHER,Adams Morgan,2019,635
2909,THEFT F/AUTO,Capitol Hill,2019,1598
2910,THEFT F/AUTO,Shaw,2019,1837
2911,THEFT/OTHER,Columbia Heights,2019,1892
2912,THEFT F/AUTO,Shaw,2019,1837
2913,ROBBERY,Shaw,2019,1837
2914,THEFT F/AUTO,Columbia Heights,2019,1892
2915,THEFT F/AUTO,Columbia Heights,2019,1892
2916,THEFT F/AUTO,Columbia Heights,2019,1892
2917,ROBBERY,Columbia Heights,2019,1892
2918,THEFT/OTHER,Shaw,2019,1837
2919,THEFT F/AUTO,Capitol Hill,2019,1598
2920,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2019,1134
2921,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2019,1134
2922,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2923,THEFT/OTHER,Capitol Hill,2019,1598
2924,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
2925,THEFT F/AUTO,Columbia Heights,2019,1892
2926,BURGLARY,Capitol Hill,2019,1598
2927,THEFT/OTHER,Navy Yard,2019,359
2928,THEFT/OTHER,Navy Yard,2019,359
2929,THEFT/OTHER,Capitol Hill,2019,1598
2930,THEFT/OTHER,Shaw,2019,1837
2931,THEFT/OTHER,Petworth,2019,501
2932,THEFT/OTHER,Columbia Heights,2019,1892
2933,THEFT F/AUTO,Shaw,2019,1837
2934,THEFT/OTHER,Columbia Heights,2019,1892
2935,THEFT/OTHER,Shaw,2019,1837
2936,THEFT F/AUTO,Adams Morgan,2019,635
2937,THEFT/OTHER,NoMa,2019,441
2938,THEFT/OTHER,Columbia Heights,2019,1892
2939,THEFT F/AUTO,Columbia Heights,2019,1892
2940,THEFT/OTHER,Sixteenth Street Heights,2019,813
2941,THEFT/OTHER,Capitol Hill,2019,1598
2942,THEFT F/AUTO,Capitol Hill,2019,1598
2943,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2944,ROBBERY,Dupont Circle,2019,1134
2945,THEFT F/AUTO,Shaw,2019,1837
2946,THEFT/OTHER,Columbia Heights,2019,1892
2947,THEFT/OTHER,NoMa,2019,441
2948,THEFT F/AUTO,Petworth,2019,501
2949,THEFT/OTHER,Adams Morgan,2019,635
2950,THEFT/OTHER,Adams Morgan,2019,635
2951,THEFT F/AUTO,Adams Morgan,2019,635
2952,THEFT/OTHER,Columbia Heights,2019,1892
2953,THEFT F/AUTO,Dupont Circle,2019,1134
2954,THEFT F/AUTO,Columbia Heights,2019,1892
2955,THEFT/OTHER,U Street Corridor,2019,288
2956,THEFT F/AUTO,U Street Corridor,2019,288
2957,THEFT/OTHER,Sixteenth Street Heights,2019,813
2958,THEFT/OTHER,Capitol Hill,2019,1598
2959,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2960,THEFT/OTHER,Capitol Hill,2019,1598
2961,THEFT/OTHER,Columbia Heights,2019,1892
2962,THEFT F/AUTO,Capitol Hill,2019,1598
2963,THEFT/OTHER,U Street Corridor,2019,288
2964,THEFT F/AUTO,Shaw,2019,1837
2965,THEFT F/AUTO,Shaw,2019,1837
2966,THEFT/OTHER,Shaw,2019,1837
2967,THEFT/OTHER,Shaw,2019,1837
2968,THEFT/OTHER,Sixteenth Street Heights,2019,813
2969,THEFT/OTHER,Anacostia,2019,248
2970,THEFT/OTHER,Shaw,2019,1837
2971,THEFT/OTHER,Columbia Heights,2019,1892
2972,THEFT F/AUTO,Dupont Circle,2019,1134
2973,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
2974,ROBBERY,Anacostia,2019,248
2975,THEFT F/AUTO,Shaw,2019,1837
2976,ROBBERY,Shaw,2019,1837
2977,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2978,THEFT F/AUTO,Dupont Circle,2019,1134
2979,THEFT F/AUTO,Shaw,2019,1837
2980,THEFT/OTHER,NoMa,2019,441
2981,THEFT F/AUTO,Capitol Hill,2019,1598
2982,THEFT/OTHER,Adams Morgan,2019,635
2983,THEFT F/AUTO,Sixteenth Street Heights,2019,813
2984,THEFT F/AUTO,Shaw,2019,1837
2985,THEFT/OTHER,Sixteenth Street Heights,2019,813
2986,ASSAULT W/DANGEROUS WEAPON,Shaw,2019,1837
2987,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2019,1892
2988,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2019,813
2989,THEFT F/AUTO,Shaw,2019,1837
2990,THEFT F/AUTO,Columbia Heights,2019,1892
2991,THEFT/OTHER,Sixteenth Street Heights,2019,813
2992,THEFT/OTHER,Columbia Heights,2019,1892
2993,ROBBERY,Columbia Heights,2019,1892
2994,THEFT/OTHER,NoMa,2019,441
2995,THEFT/OTHER,Sixteenth Street Heights,2019,813
2996,THEFT F/AUTO,NoMa,2019,441
2997,THEFT F/AUTO,Capitol Hill,2019,1598
2998,THEFT/OTHER,Capitol Hill,2019,1598
2999,THEFT F/AUTO,Shaw,2019,1837
3000,THEFT F/AUTO,Capitol Hill,2019,1598
3001,THEFT F/AUTO,Shaw,2019,1837
3002,THEFT/OTHER,Petworth,2019,501
3003,THEFT/OTHER,Columbia Heights,2019,1892
3004,THEFT F/AUTO,Shaw,2019,1837
3005,THEFT F/AUTO,NoMa,2019,441
3006,ROBBERY,Sixteenth Street Heights,2019,813
3007,BURGLARY,Shaw,2019,1837
3008,THEFT/OTHER,Shaw,2019,1837
3009,ROBBERY,Capitol Hill,2019,1598
3010,MOTOR VEHICLE THEFT,Navy Yard,2019,359
3011,THEFT F/AUTO,Anacostia,2019,248
3012,THEFT/OTHER,Shaw,2019,1837
3013,THEFT F/AUTO,Dupont Circle,2019,1134
3014,THEFT F/AUTO,Shaw,2019,1837
3015,THEFT/OTHER,NoMa,2019,441
3016,THEFT/OTHER,Capitol Hill,2019,1598
3017,THEFT F/AUTO,Capitol Hill,2019,1598
3018,THEFT/OTHER,Dupont Circle,2019,1134
3019,THEFT F/AUTO,Columbia Heights,2019,1892
3020,THEFT F/AUTO,Capitol Hill,2019,1598
3021,THEFT/OTHER,Sixteenth Street Heights,2019,813
3022,THEFT F/AUTO,Columbia Heights,2019,1892
3023,THEFT F/AUTO,Capitol Hill,2019,1598
3024,THEFT F/AUTO,Capitol Hill,2019,1598
3025,BURGLARY,Capitol Hill,2019,1598
3026,THEFT/OTHER,Sixteenth Street Heights,2019,813
3027,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2019,1134
3028,THEFT F/AUTO,Anacostia,2019,248
3029,THEFT F/AUTO,Columbia Heights,2019,1892
3030,THEFT F/AUTO,Columbia Heights,2019,1892
3031,THEFT/OTHER,Sixteenth Street Heights,2019,813
3032,ROBBERY,Sixteenth Street Heights,2019,813
3033,THEFT F/AUTO,Adams Morgan,2019,635
3034,THEFT/OTHER,Columbia Heights,2019,1892
3035,ROBBERY,Sixteenth Street Heights,2019,813
3036,THEFT F/AUTO,Sixteenth Street Heights,2019,813
3037,THEFT/OTHER,Columbia Heights,2019,1892
3038,MOTOR VEHICLE THEFT,Dupont Circle,2019,1134
3039,THEFT/OTHER,Sixteenth Street Heights,2019,813
3040,THEFT F/AUTO,Dupont Circle,2019,1134
3041,THEFT/OTHER,Columbia Heights,2019,1892
3042,THEFT/OTHER,NoMa,2019,441
3043,THEFT/OTHER,Columbia Heights,2019,1892
3044,ASSAULT W/DANGEROUS WEAPON,Petworth,2019,501
3045,THEFT F/AUTO,Columbia Heights,2019,1892
3046,THEFT F/AUTO,Shaw,2019,1837
3047,THEFT/OTHER,U Street Corridor,2019,288
3048,THEFT F/AUTO,Dupont Circle,2019,1134
3049,THEFT/OTHER,Shaw,2019,1837
3050,MOTOR VEHICLE THEFT,Adams Morgan,2019,635
3051,THEFT/OTHER,Dupont Circle,2019,1134
3052,THEFT/OTHER,Adams Morgan,2019,635
3053,MOTOR VEHICLE THEFT,Capitol Hill,2019,1598
3054,MOTOR VEHICLE THEFT,Columbia Heights,2019,1892
3055,THEFT/OTHER,Columbia Heights,2019,1892
3056,THEFT/OTHER,Shaw,2019,1837
