,OFFENSE,NEIGHBORHOOD_CLUSTER,NBH_NAMES,COUNT,YEAR,TotalOffenseCount
3268,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3269,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3270,ROBBERY,Cluster 7,Shaw,1,2021,775
3271,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3272,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3273,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3274,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3275,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3276,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3277,BURGLARY,Cluster 3,Shaw,1,2021,524
3278,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3279,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
3280,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3281,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3282,ROBBERY,Cluster 25,Union Station,1,2021,775
3283,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
3284,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3285,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3286,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3287,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3288,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3289,ROBBERY,Cluster 25,Union Station,1,2021,775
3290,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3291,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3292,BURGLARY,Cluster 25,Union Station,1,2021,524
3293,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3294,BURGLARY,Cluster 25,Union Station,1,2021,524
3295,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3296,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3297,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3298,BURGLARY,Cluster 7,Shaw,1,2021,524
3299,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3300,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3301,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
3302,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3303,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
3304,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3305,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3306,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3307,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
3308,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3309,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3310,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3311,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3312,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3313,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3314,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3315,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3316,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3317,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
3318,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3319,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3320,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
3321,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3322,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3323,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3324,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
3325,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3326,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3327,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3328,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3329,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3330,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3331,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3332,BURGLARY,Cluster 3,Shaw,1,2021,524
3333,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3334,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3335,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3336,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3337,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3338,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
3339,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3340,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3341,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3342,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3343,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3344,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
3345,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3346,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3347,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3348,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3349,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3350,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3351,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3352,BURGLARY,Cluster 28,Historic Anacostia,1,2021,524
3353,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3354,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
3355,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
3356,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3357,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3358,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3359,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3360,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3361,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3362,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3363,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3364,BURGLARY,Cluster 3,Shaw,1,2021,524
3365,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3366,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3367,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3368,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3369,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3370,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3371,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3372,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3373,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3374,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3375,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3376,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3377,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3378,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3379,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3380,BURGLARY,Cluster 25,Union Station,1,2021,524
3381,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3382,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3383,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3384,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3385,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3386,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3387,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3388,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3389,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3390,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3391,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3392,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3393,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3394,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3395,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3396,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3397,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3398,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3399,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3400,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3401,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3402,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3403,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3404,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3405,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3406,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3407,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3408,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3409,BURGLARY,Cluster 1,Adams Morgan,1,2021,524
3410,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3411,ROBBERY,Cluster 7,Shaw,1,2021,775
3412,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
3413,BURGLARY,Cluster 7,Shaw,1,2021,524
3414,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3415,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3416,ROBBERY,Cluster 25,Union Station,1,2021,775
3417,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3418,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3419,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
3420,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
3421,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3422,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
3423,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3424,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3425,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3426,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3427,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3428,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3429,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3430,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3431,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3432,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3433,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3434,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3435,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
3436,ROBBERY,Cluster 7,Shaw,1,2021,775
3437,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3438,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3439,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3440,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3441,BURGLARY,Cluster 18,Petworth,1,2021,524
3442,BURGLARY,Cluster 25,Union Station,1,2021,524
3443,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
3444,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3445,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3446,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3447,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3448,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3449,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3450,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3451,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3452,SEX ABUSE,Cluster 3,Shaw,1,2021,69
3453,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3454,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3455,BURGLARY,Cluster 3,Shaw,1,2021,524
3456,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3457,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3458,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3459,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3460,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3461,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3462,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3463,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3464,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3465,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3466,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3467,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3468,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3469,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3470,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3471,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3472,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3473,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3474,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3475,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3476,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3477,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3478,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3479,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3480,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3481,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3482,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3483,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3484,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3485,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3486,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
3487,BURGLARY,Cluster 18,Petworth,1,2021,524
3488,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3489,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3490,ROBBERY,Cluster 18,Petworth,1,2021,775
3491,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
3492,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3493,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3494,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3495,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3496,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
3497,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3498,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3499,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3500,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3501,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3502,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3503,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3504,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3505,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3506,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3507,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3508,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3509,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3510,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3511,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3512,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3513,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3514,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3515,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3516,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3517,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3518,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3519,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3520,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3521,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3522,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
3523,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3524,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3525,BURGLARY,Cluster 1,Adams Morgan,1,2021,524
3526,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3527,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3528,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3529,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3530,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3531,BURGLARY,Cluster 3,Shaw,1,2021,524
3532,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3533,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3534,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3535,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3536,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3537,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3538,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3539,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3540,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3541,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3542,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3543,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3544,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3545,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3546,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3547,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3548,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3549,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3550,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3551,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
3552,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
3553,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3554,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3555,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3556,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3557,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3558,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3559,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3560,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3561,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3562,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3563,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3564,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3565,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3566,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3567,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3568,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3569,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3570,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3571,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
3572,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3573,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3574,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3575,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3576,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3577,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3578,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3579,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3580,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3581,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3582,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3583,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3584,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3585,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3586,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3587,ROBBERY,Cluster 18,Petworth,1,2021,775
3588,BURGLARY,Cluster 18,Petworth,1,2021,524
3589,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3590,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3591,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3592,ROBBERY,Cluster 25,Union Station,1,2021,775
3593,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3594,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3595,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3596,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3597,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3598,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3599,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3600,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3601,BURGLARY,Cluster 25,Union Station,1,2021,524
3602,ROBBERY,Cluster 18,Petworth,1,2021,775
3603,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3604,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3605,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3606,ROBBERY,Cluster 25,Union Station,1,2021,775
3607,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3608,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3609,BURGLARY,Cluster 7,Shaw,1,2021,524
3610,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3611,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3612,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3613,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3614,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3615,ROBBERY,Cluster 3,Shaw,1,2021,775
3616,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3617,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3618,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3619,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3620,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3621,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3622,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3623,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3624,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3625,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3626,ROBBERY,Cluster 25,Union Station,1,2021,775
3627,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3628,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3629,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3630,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3631,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3632,BURGLARY,Cluster 7,Shaw,1,2021,524
3633,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3634,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3635,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3636,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3637,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
3638,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3639,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3640,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3641,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
3642,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3643,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3644,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3645,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3646,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3647,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3648,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3649,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3650,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3651,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3652,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3653,ROBBERY,Cluster 25,Union Station,1,2021,775
3654,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3655,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3656,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3657,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3658,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3659,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3660,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3661,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3662,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
