,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
89,MOTOR VEHICLE THEFT,Petworth,2023,541
90,THEFT F/AUTO,Capitol Hill,2023,1241
91,THEFT/OTHER,Shaw,2023,1740
92,THEFT/OTHER,Navy Yard,2023,776
93,ROBBERY,Shaw,2023,1740
94,THEFT F/AUTO,Adams Morgan,2023,896
95,THEFT F/AUTO,Columbia Heights,2023,1833
96,ROBBERY,Sixteenth Street Heights,2023,985
97,MOTOR VEHICLE THEFT,Dupont Circle,2023,924
98,ROBBERY,Navy Yard,2023,776
99,BURGLARY,Adams Morgan,2023,896
100,THEFT/OTHER,NoMa,2023,420
101,THEFT F/AUTO,U Street Corridor,2023,518
102,MOTOR VEHICLE THEFT,Navy Yard,2023,776
103,THEFT F/AUTO,Shaw,2023,1740
104,MOTOR VEHICLE THEFT,Petworth,2023,541
105,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
106,THEFT/OTHER,Navy Yard,2023,776
107,THEFT/OTHER,Adams Morgan,2023,896
108,THEFT F/AUTO,Dupont Circle,2023,924
109,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
110,MOTOR VEHICLE THEFT,Anacostia,2023,275
111,THEFT/OTHER,Dupont Circle,2023,924
112,MOTOR VEHICLE THEFT,Shaw,2023,1740
113,MOTOR VEHICLE THEFT,Shaw,2023,1740
114,THEFT F/AUTO,U Street Corridor,2023,518
116,ROBBERY,Petworth,2023,541
117,MOTOR VEHICLE THEFT,Petworth,2023,541
118,THEFT F/AUTO,Columbia Heights,2023,1833
119,THEFT/OTHER,U Street Corridor,2023,518
120,MOTOR VEHICLE THEFT,Petworth,2023,541
121,MOTOR VEHICLE THEFT,Navy Yard,2023,776
122,THEFT/OTHER,Adams Morgan,2023,896
123,MOTOR VEHICLE THEFT,NoMa,2023,420
124,ROBBERY,Shaw,2023,1740
125,ROBBERY,Capitol Hill,2023,1241
126,THEFT/OTHER,Adams Morgan,2023,896
127,ROBBERY,U Street Corridor,2023,518
128,THEFT F/AUTO,Petworth,2023,541
129,MOTOR VEHICLE THEFT,U Street Corridor,2023,518
130,THEFT F/AUTO,Dupont Circle,2023,924
131,THEFT F/AUTO,Columbia Heights,2023,1833
132,THEFT/OTHER,Dupont Circle,2023,924
133,THEFT F/AUTO,Navy Yard,2023,776
134,THEFT/OTHER,Dupont Circle,2023,924
135,THEFT/OTHER,U Street Corridor,2023,518
136,THEFT/OTHER,Sixteenth Street Heights,2023,985
137,THEFT/OTHER,Columbia Heights,2023,1833
138,THEFT F/AUTO,Shaw,2023,1740
139,THEFT/OTHER,Columbia Heights,2023,1833
140,ROBBERY,Columbia Heights,2023,1833
141,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
142,THEFT F/AUTO,Shaw,2023,1740
143,THEFT/OTHER,Columbia Heights,2023,1833
144,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
145,THEFT/OTHER,Navy Yard,2023,776
146,THEFT F/AUTO,Sixteenth Street Heights,2023,985
147,THEFT/OTHER,Columbia Heights,2023,1833
148,THEFT/OTHER,Dupont Circle,2023,924
149,THEFT F/AUTO,Sixteenth Street Heights,2023,985
150,THEFT/OTHER,Adams Morgan,2023,896
151,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
152,THEFT/OTHER,Adams Morgan,2023,896
153,THEFT/OTHER,Capitol Hill,2023,1241
154,THEFT/OTHER,Dupont Circle,2023,924
155,THEFT/OTHER,Columbia Heights,2023,1833
156,THEFT F/AUTO,Shaw,2023,1740
157,THEFT/OTHER,Sixteenth Street Heights,2023,985
158,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
159,THEFT F/AUTO,Shaw,2023,1740
160,THEFT/OTHER,NoMa,2023,420
161,THEFT/OTHER,Navy Yard,2023,776
162,THEFT/OTHER,Navy Yard,2023,776
163,ROBBERY,Adams Morgan,2023,896
164,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
165,MOTOR VEHICLE THEFT,Petworth,2023,541
166,THEFT/OTHER,Petworth,2023,541
167,THEFT/OTHER,Shaw,2023,1740
168,THEFT F/AUTO,Navy Yard,2023,776
169,THEFT F/AUTO,Columbia Heights,2023,1833
170,THEFT/OTHER,Adams Morgan,2023,896
171,MOTOR VEHICLE THEFT,Navy Yard,2023,776
172,THEFT F/AUTO,Shaw,2023,1740
173,THEFT/OTHER,Columbia Heights,2023,1833
174,THEFT/OTHER,Columbia Heights,2023,1833
175,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
176,THEFT F/AUTO,Sixteenth Street Heights,2023,985
177,HOMICIDE,Columbia Heights,2023,1833
178,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2023,924
179,ROBBERY,Capitol Hill,2023,1241
180,THEFT F/AUTO,Petworth,2023,541
181,THEFT/OTHER,Shaw,2023,1740
182,THEFT/OTHER,Shaw,2023,1740
183,MOTOR VEHICLE THEFT,Navy Yard,2023,776
184,THEFT F/AUTO,Shaw,2023,1740
185,THEFT/OTHER,NoMa,2023,420
186,THEFT F/AUTO,Sixteenth Street Heights,2023,985
187,THEFT/OTHER,Columbia Heights,2023,1833
188,MOTOR VEHICLE THEFT,NoMa,2023,420
189,THEFT/OTHER,U Street Corridor,2023,518
190,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
191,ROBBERY,Sixteenth Street Heights,2023,985
192,THEFT/OTHER,Adams Morgan,2023,896
193,ROBBERY,Columbia Heights,2023,1833
194,THEFT/OTHER,Adams Morgan,2023,896
195,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
196,THEFT/OTHER,Navy Yard,2023,776
197,ROBBERY,Dupont Circle,2023,924
198,MOTOR VEHICLE THEFT,Navy Yard,2023,776
199,THEFT F/AUTO,NoMa,2023,420
200,THEFT/OTHER,Capitol Hill,2023,1241
201,BURGLARY,Petworth,2023,541
202,THEFT F/AUTO,Shaw,2023,1740
203,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2023,924
204,ROBBERY,Adams Morgan,2023,896
205,THEFT/OTHER,Columbia Heights,2023,1833
206,THEFT F/AUTO,U Street Corridor,2023,518
207,THEFT/OTHER,Navy Yard,2023,776
208,THEFT/OTHER,Columbia Heights,2023,1833
209,THEFT F/AUTO,Adams Morgan,2023,896
210,THEFT/OTHER,U Street Corridor,2023,518
211,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
212,ASSAULT W/DANGEROUS WEAPON,Shaw,2023,1740
213,MOTOR VEHICLE THEFT,Shaw,2023,1740
214,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2023,1833
215,THEFT/OTHER,Sixteenth Street Heights,2023,985
216,THEFT F/AUTO,Petworth,2023,541
217,THEFT F/AUTO,Navy Yard,2023,776
218,BURGLARY,Shaw,2023,1740
219,THEFT F/AUTO,Shaw,2023,1740
220,THEFT F/AUTO,Shaw,2023,1740
221,THEFT F/AUTO,Dupont Circle,2023,924
222,THEFT F/AUTO,Shaw,2023,1740
223,THEFT F/AUTO,U Street Corridor,2023,518
224,THEFT/OTHER,Petworth,2023,541
225,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2023,924
226,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
227,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
228,BURGLARY,Capitol Hill,2023,1241
229,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2023,1833
230,MOTOR VEHICLE THEFT,Shaw,2023,1740
231,THEFT F/AUTO,U Street Corridor,2023,518
232,MOTOR VEHICLE THEFT,Navy Yard,2023,776
233,MOTOR VEHICLE THEFT,Navy Yard,2023,776
234,THEFT F/AUTO,Anacostia,2023,275
235,THEFT F/AUTO,Shaw,2023,1740
236,THEFT/OTHER,Columbia Heights,2023,1833
237,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
238,ASSAULT W/DANGEROUS WEAPON,U Street Corridor,2023,518
239,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
240,MOTOR VEHICLE THEFT,Navy Yard,2023,776
241,THEFT/OTHER,NoMa,2023,420
242,BURGLARY,Shaw,2023,1740
243,ROBBERY,U Street Corridor,2023,518
244,THEFT F/AUTO,Shaw,2023,1740
245,THEFT/OTHER,Shaw,2023,1740
246,THEFT F/AUTO,Shaw,2023,1740
247,THEFT/OTHER,Columbia Heights,2023,1833
248,THEFT/OTHER,Dupont Circle,2023,924
249,BURGLARY,NoMa,2023,420
250,THEFT F/AUTO,Shaw,2023,1740
251,THEFT F/AUTO,Capitol Hill,2023,1241
252,THEFT/OTHER,Columbia Heights,2023,1833
253,THEFT F/AUTO,Adams Morgan,2023,896
254,MOTOR VEHICLE THEFT,Shaw,2023,1740
255,THEFT/OTHER,Shaw,2023,1740
256,ROBBERY,Navy Yard,2023,776
257,THEFT/OTHER,Adams Morgan,2023,896
258,THEFT/OTHER,Shaw,2023,1740
259,MOTOR VEHICLE THEFT,Navy Yard,2023,776
260,THEFT F/AUTO,Shaw,2023,1740
261,MOTOR VEHICLE THEFT,NoMa,2023,420
262,ROBBERY,Navy Yard,2023,776
263,THEFT/OTHER,U Street Corridor,2023,518
264,ROBBERY,NoMa,2023,420
265,THEFT F/AUTO,Shaw,2023,1740
266,THEFT/OTHER,Columbia Heights,2023,1833
267,THEFT/OTHER,Sixteenth Street Heights,2023,985
268,MOTOR VEHICLE THEFT,Petworth,2023,541
269,THEFT F/AUTO,Shaw,2023,1740
270,THEFT F/AUTO,Sixteenth Street Heights,2023,985
271,THEFT/OTHER,Capitol Hill,2023,1241
272,THEFT/OTHER,Capitol Hill,2023,1241
273,ASSAULT W/DANGEROUS WEAPON,Shaw,2023,1740
274,THEFT/OTHER,Shaw,2023,1740
275,MOTOR VEHICLE THEFT,Shaw,2023,1740
276,MOTOR VEHICLE THEFT,NoMa,2023,420
277,THEFT/OTHER,Shaw,2023,1740
278,THEFT/OTHER,Sixteenth Street Heights,2023,985
279,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
280,ROBBERY,Capitol Hill,2023,1241
281,MOTOR VEHICLE THEFT,Shaw,2023,1740
282,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
283,THEFT/OTHER,Dupont Circle,2023,924
284,THEFT F/AUTO,Petworth,2023,541
285,MOTOR VEHICLE THEFT,NoMa,2023,420
286,THEFT F/AUTO,Sixteenth Street Heights,2023,985
287,THEFT/OTHER,Anacostia,2023,275
288,MOTOR VEHICLE THEFT,Anacostia,2023,275
289,THEFT F/AUTO,Petworth,2023,541
290,THEFT/OTHER,Navy Yard,2023,776
291,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
292,THEFT F/AUTO,Shaw,2023,1740
293,ROBBERY,Columbia Heights,2023,1833
294,THEFT/OTHER,NoMa,2023,420
295,THEFT/OTHER,Navy Yard,2023,776
296,THEFT F/AUTO,Columbia Heights,2023,1833
297,THEFT F/AUTO,Shaw,2023,1740
298,THEFT F/AUTO,Dupont Circle,2023,924
299,THEFT F/AUTO,Columbia Heights,2023,1833
300,MOTOR VEHICLE THEFT,Anacostia,2023,275
301,ROBBERY,Anacostia,2023,275
302,THEFT F/AUTO,Shaw,2023,1740
303,THEFT/OTHER,Capitol Hill,2023,1241
304,THEFT/OTHER,Adams Morgan,2023,896
305,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
306,BURGLARY,Shaw,2023,1740
307,MOTOR VEHICLE THEFT,Petworth,2023,541
308,ROBBERY,Dupont Circle,2023,924
309,BURGLARY,Shaw,2023,1740
310,MOTOR VEHICLE THEFT,Shaw,2023,1740
311,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
312,MOTOR VEHICLE THEFT,Navy Yard,2023,776
313,THEFT/OTHER,Columbia Heights,2023,1833
314,MOTOR VEHICLE THEFT,NoMa,2023,420
315,THEFT/OTHER,Sixteenth Street Heights,2023,985
316,THEFT/OTHER,Sixteenth Street Heights,2023,985
317,THEFT/OTHER,Sixteenth Street Heights,2023,985
318,MOTOR VEHICLE THEFT,Navy Yard,2023,776
319,HOMICIDE,Dupont Circle,2023,924
320,THEFT F/AUTO,Columbia Heights,2023,1833
321,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
322,THEFT F/AUTO,Columbia Heights,2023,1833
323,THEFT F/AUTO,Capitol Hill,2023,1241
324,THEFT F/AUTO,Sixteenth Street Heights,2023,985
325,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
326,ROBBERY,Petworth,2023,541
327,THEFT F/AUTO,U Street Corridor,2023,518
328,THEFT F/AUTO,Shaw,2023,1740
329,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
330,THEFT F/AUTO,U Street Corridor,2023,518
331,THEFT F/AUTO,Shaw,2023,1740
332,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
333,ASSAULT W/DANGEROUS WEAPON,Capitol Hill,2023,1241
334,MOTOR VEHICLE THEFT,Navy Yard,2023,776
335,THEFT/OTHER,U Street Corridor,2023,518
336,THEFT F/AUTO,Capitol Hill,2023,1241
337,THEFT/OTHER,Columbia Heights,2023,1833
338,MOTOR VEHICLE THEFT,Shaw,2023,1740
339,THEFT F/AUTO,Shaw,2023,1740
340,THEFT F/AUTO,Shaw,2023,1740
341,THEFT F/AUTO,U Street Corridor,2023,518
342,THEFT/OTHER,Columbia Heights,2023,1833
343,THEFT/OTHER,NoMa,2023,420
344,BURGLARY,Columbia Heights,2023,1833
345,THEFT/OTHER,Columbia Heights,2023,1833
346,THEFT F/AUTO,U Street Corridor,2023,518
347,THEFT/OTHER,Shaw,2023,1740
348,MOTOR VEHICLE THEFT,Navy Yard,2023,776
349,ROBBERY,Shaw,2023,1740
350,THEFT F/AUTO,Sixteenth Street Heights,2023,985
351,THEFT/OTHER,Navy Yard,2023,776
352,MOTOR VEHICLE THEFT,Navy Yard,2023,776
353,THEFT/OTHER,Dupont Circle,2023,924
354,THEFT F/AUTO,Shaw,2023,1740
355,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
356,ROBBERY,Dupont Circle,2023,924
357,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
358,ASSAULT W/DANGEROUS WEAPON,Shaw,2023,1740
359,BURGLARY,Columbia Heights,2023,1833
360,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
361,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
362,THEFT F/AUTO,Shaw,2023,1740
363,MOTOR VEHICLE THEFT,Shaw,2023,1740
364,THEFT/OTHER,Adams Morgan,2023,896
365,THEFT/OTHER,Shaw,2023,1740
366,ROBBERY,Capitol Hill,2023,1241
367,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
368,THEFT/OTHER,Dupont Circle,2023,924
369,MOTOR VEHICLE THEFT,Dupont Circle,2023,924
370,THEFT/OTHER,Navy Yard,2023,776
371,THEFT/OTHER,Petworth,2023,541
372,MOTOR VEHICLE THEFT,Petworth,2023,541
373,THEFT/OTHER,Adams Morgan,2023,896
374,MOTOR VEHICLE THEFT,Shaw,2023,1740
375,MOTOR VEHICLE THEFT,Shaw,2023,1740
376,THEFT/OTHER,Columbia Heights,2023,1833
377,MOTOR VEHICLE THEFT,Anacostia,2023,275
378,THEFT/OTHER,Shaw,2023,1740
379,HOMICIDE,Capitol Hill,2023,1241
380,THEFT F/AUTO,Capitol Hill,2023,1241
381,THEFT F/AUTO,Shaw,2023,1740
382,BURGLARY,Dupont Circle,2023,924
383,THEFT/OTHER,NoMa,2023,420
384,THEFT F/AUTO,Navy Yard,2023,776
385,MOTOR VEHICLE THEFT,Navy Yard,2023,776
386,THEFT/OTHER,Shaw,2023,1740
387,THEFT/OTHER,Capitol Hill,2023,1241
388,THEFT F/AUTO,Sixteenth Street Heights,2023,985
389,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
390,THEFT/OTHER,Columbia Heights,2023,1833
391,ROBBERY,Sixteenth Street Heights,2023,985
392,THEFT F/AUTO,Sixteenth Street Heights,2023,985
393,MOTOR VEHICLE THEFT,U Street Corridor,2023,518
394,THEFT/OTHER,Dupont Circle,2023,924
395,THEFT/OTHER,Anacostia,2023,275
396,BURGLARY,Columbia Heights,2023,1833
397,ASSAULT W/DANGEROUS WEAPON,Anacostia,2023,275
398,THEFT/OTHER,Sixteenth Street Heights,2023,985
399,THEFT/OTHER,Dupont Circle,2023,924
400,ASSAULT W/DANGEROUS WEAPON,Shaw,2023,1740
401,THEFT/OTHER,Columbia Heights,2023,1833
402,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
403,THEFT F/AUTO,Columbia Heights,2023,1833
404,THEFT F/AUTO,Sixteenth Street Heights,2023,985
405,THEFT/OTHER,Adams Morgan,2023,896
406,THEFT F/AUTO,Capitol Hill,2023,1241
407,THEFT F/AUTO,U Street Corridor,2023,518
408,THEFT F/AUTO,Shaw,2023,1740
409,ROBBERY,Columbia Heights,2023,1833
410,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
411,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
412,THEFT/OTHER,Dupont Circle,2023,924
413,THEFT/OTHER,Dupont Circle,2023,924
414,THEFT/OTHER,Capitol Hill,2023,1241
415,THEFT/OTHER,Navy Yard,2023,776
416,THEFT/OTHER,Sixteenth Street Heights,2023,985
417,THEFT F/AUTO,Sixteenth Street Heights,2023,985
418,THEFT/OTHER,Adams Morgan,2023,896
419,THEFT/OTHER,Adams Morgan,2023,896
420,THEFT/OTHER,Capitol Hill,2023,1241
421,THEFT/OTHER,Sixteenth Street Heights,2023,985
422,THEFT/OTHER,Sixteenth Street Heights,2023,985
423,THEFT F/AUTO,Columbia Heights,2023,1833
424,THEFT/OTHER,Shaw,2023,1740
425,THEFT/OTHER,Columbia Heights,2023,1833
426,THEFT/OTHER,Adams Morgan,2023,896
427,THEFT/OTHER,Petworth,2023,541
428,MOTOR VEHICLE THEFT,Navy Yard,2023,776
429,ROBBERY,Dupont Circle,2023,924
430,ASSAULT W/DANGEROUS WEAPON,Capitol Hill,2023,1241
431,ROBBERY,Columbia Heights,2023,1833
432,THEFT/OTHER,Adams Morgan,2023,896
433,MOTOR VEHICLE THEFT,Navy Yard,2023,776
434,THEFT F/AUTO,NoMa,2023,420
435,MOTOR VEHICLE THEFT,Adams Morgan,2023,896
436,THEFT/OTHER,Shaw,2023,1740
437,SEX ABUSE,Capitol Hill,2023,1241
438,THEFT F/AUTO,Navy Yard,2023,776
439,THEFT F/AUTO,Dupont Circle,2023,924
440,THEFT/OTHER,Shaw,2023,1740
441,THEFT/OTHER,NoMa,2023,420
442,THEFT/OTHER,Navy Yard,2023,776
443,THEFT/OTHER,Dupont Circle,2023,924
444,THEFT F/AUTO,U Street Corridor,2023,518
445,THEFT/OTHER,Shaw,2023,1740
446,THEFT/OTHER,Capitol Hill,2023,1241
447,THEFT/OTHER,Dupont Circle,2023,924
448,ROBBERY,Dupont Circle,2023,924
449,THEFT F/AUTO,Capitol Hill,2023,1241
450,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2023,985
451,THEFT/OTHER,Dupont Circle,2023,924
452,THEFT/OTHER,Shaw,2023,1740
453,THEFT/OTHER,Dupont Circle,2023,924
454,THEFT F/AUTO,Shaw,2023,1740
455,MOTOR VEHICLE THEFT,Shaw,2023,1740
456,THEFT/OTHER,Columbia Heights,2023,1833
457,MOTOR VEHICLE THEFT,Navy Yard,2023,776
458,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
459,MOTOR VEHICLE THEFT,Capitol Hill,2023,1241
460,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
461,MOTOR VEHICLE THEFT,Shaw,2023,1740
462,MOTOR VEHICLE THEFT,Anacostia,2023,275
463,THEFT/OTHER,Dupont Circle,2023,924
464,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
465,THEFT/OTHER,Columbia Heights,2023,1833
466,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
467,THEFT F/AUTO,Capitol Hill,2023,1241
468,ROBBERY,Capitol Hill,2023,1241
469,THEFT/OTHER,Columbia Heights,2023,1833
470,THEFT/OTHER,NoMa,2023,420
471,THEFT F/AUTO,Columbia Heights,2023,1833
472,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2023,985
473,BURGLARY,Columbia Heights,2023,1833
474,THEFT/OTHER,Adams Morgan,2023,896
475,BURGLARY,Adams Morgan,2023,896
476,ROBBERY,Navy Yard,2023,776
477,THEFT F/AUTO,Dupont Circle,2023,924
478,HOMICIDE,Anacostia,2023,275
479,THEFT/OTHER,Navy Yard,2023,776
480,THEFT F/AUTO,Petworth,2023,541
481,THEFT/OTHER,Sixteenth Street Heights,2023,985
482,THEFT/OTHER,Columbia Heights,2023,1833
483,THEFT/OTHER,Shaw,2023,1740
484,THEFT F/AUTO,Columbia Heights,2023,1833
485,ROBBERY,Shaw,2023,1740
486,THEFT F/AUTO,Navy Yard,2023,776
487,THEFT/OTHER,Adams Morgan,2023,896
488,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2023,1833
489,THEFT F/AUTO,U Street Corridor,2023,518
490,THEFT F/AUTO,Shaw,2023,1740
491,THEFT F/AUTO,Columbia Heights,2023,1833
492,THEFT/OTHER,Dupont Circle,2023,924
493,THEFT F/AUTO,Dupont Circle,2023,924
494,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
495,MOTOR VEHICLE THEFT,Dupont Circle,2023,924
496,THEFT/OTHER,Capitol Hill,2023,1241
497,THEFT F/AUTO,Shaw,2023,1740
498,THEFT F/AUTO,Shaw,2023,1740
499,THEFT/OTHER,Capitol Hill,2023,1241
500,THEFT/OTHER,Dupont Circle,2023,924
501,THEFT/OTHER,Petworth,2023,541
502,THEFT F/AUTO,Columbia Heights,2023,1833
503,THEFT/OTHER,Shaw,2023,1740
504,MOTOR VEHICLE THEFT,Navy Yard,2023,776
505,MOTOR VEHICLE THEFT,NoMa,2023,420
506,THEFT F/AUTO,U Street Corridor,2023,518
507,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2023,985
508,THEFT F/AUTO,Shaw,2023,1740
509,THEFT/OTHER,Anacostia,2023,275
510,THEFT/OTHER,Columbia Heights,2023,1833
511,THEFT F/AUTO,Columbia Heights,2023,1833
512,THEFT/OTHER,Navy Yard,2023,776
513,BURGLARY,Shaw,2023,1740
514,ASSAULT W/DANGEROUS WEAPON,Shaw,2023,1740
515,MOTOR VEHICLE THEFT,Columbia Heights,2023,1833
516,THEFT F/AUTO,Navy Yard,2023,776
517,MOTOR VEHICLE THEFT,Anacostia,2023,275
518,THEFT/OTHER,Capitol Hill,2023,1241
519,ROBBERY,Dupont Circle,2023,924
520,THEFT F/AUTO,Shaw,2023,1740
521,ROBBERY,Capitol Hill,2023,1241
522,MOTOR VEHICLE THEFT,Dupont Circle,2023,924
523,THEFT F/AUTO,Anacostia,2023,275
524,THEFT F/AUTO,Sixteenth Street Heights,2023,985
525,THEFT/OTHER,Sixteenth Street Heights,2023,985
526,THEFT F/AUTO,Shaw,2023,1740
