,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
50,THEFT F/AUTO,Navy Yard,2020,269
51,THEFT/OTHER,Navy Yard,2020,269
52,THEFT F/AUTO,Shaw,2020,1038
53,THEFT F/AUTO,Petworth,2020,544
54,THEFT F/AUTO,Columbia Heights,2020,1400
55,THEFT/OTHER,Sixteenth Street Heights,2020,763
56,THEFT F/AUTO,Sixteenth Street Heights,2020,763
57,THEFT/OTHER,Navy Yard,2020,269
58,THEFT/OTHER,Navy Yard,2020,269
59,BURGLARY,Shaw,2020,1038
60,THEFT F/AUTO,Shaw,2020,1038
61,THEFT F/AUTO,Columbia Heights,2020,1400
62,THEFT F/AUTO,Capitol Hill,2020,1371
63,THEFT F/AUTO,NoMa,2020,334
64,MOTOR VEHICLE THEFT,NoMa,2020,334
65,BURGLARY,Dupont Circle,2020,712
66,THEFT/OTHER,Columbia Heights,2020,1400
67,THEFT/OTHER,Dupont Circle,2020,712
68,HOMICIDE,Columbia Heights,2020,1400
69,THEFT/OTHER,Columbia Heights,2020,1400
70,THEFT F/AUTO,Sixteenth Street Heights,2020,763
71,THEFT F/AUTO,Adams Morgan,2020,584
72,THEFT F/AUTO,Shaw,2020,1038
73,MOTOR VEHICLE THEFT,U Street Corridor,2020,230
74,BURGLARY,Columbia Heights,2020,1400
75,THEFT F/AUTO,Petworth,2020,544
76,THEFT/OTHER,Dupont Circle,2020,712
77,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
78,THEFT/OTHER,Petworth,2020,544
79,THEFT/OTHER,U Street Corridor,2020,230
80,THEFT/OTHER,Columbia Heights,2020,1400
81,THEFT F/AUTO,Columbia Heights,2020,1400
82,THEFT/OTHER,Petworth,2020,544
83,THEFT/OTHER,Columbia Heights,2020,1400
84,MOTOR VEHICLE THEFT,Shaw,2020,1038
85,THEFT F/AUTO,Petworth,2020,544
86,THEFT F/AUTO,Petworth,2020,544
87,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
88,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
89,THEFT F/AUTO,Petworth,2020,544
90,THEFT/OTHER,Capitol Hill,2020,1371
91,THEFT/OTHER,Columbia Heights,2020,1400
92,MOTOR VEHICLE THEFT,Petworth,2020,544
93,THEFT/OTHER,Sixteenth Street Heights,2020,763
94,SEX ABUSE,Dupont Circle,2020,712
95,THEFT F/AUTO,Sixteenth Street Heights,2020,763
96,THEFT/OTHER,Dupont Circle,2020,712
97,BURGLARY,Anacostia,2020,308
98,THEFT/OTHER,Sixteenth Street Heights,2020,763
99,ASSAULT W/DANGEROUS WEAPON,Anacostia,2020,308
100,THEFT/OTHER,Sixteenth Street Heights,2020,763
101,THEFT/OTHER,Columbia Heights,2020,1400
102,THEFT/OTHER,Anacostia,2020,308
103,THEFT F/AUTO,NoMa,2020,334
104,THEFT/OTHER,Navy Yard,2020,269
105,THEFT F/AUTO,Capitol Hill,2020,1371
106,THEFT F/AUTO,Columbia Heights,2020,1400
107,BURGLARY,Capitol Hill,2020,1371
108,THEFT/OTHER,Sixteenth Street Heights,2020,763
109,THEFT F/AUTO,Columbia Heights,2020,1400
110,ASSAULT W/DANGEROUS WEAPON,Capitol Hill,2020,1371
111,THEFT/OTHER,U Street Corridor,2020,230
112,THEFT F/AUTO,Capitol Hill,2020,1371
113,THEFT/OTHER,Shaw,2020,1038
114,THEFT F/AUTO,Petworth,2020,544
115,THEFT/OTHER,Columbia Heights,2020,1400
116,MOTOR VEHICLE THEFT,Shaw,2020,1038
117,THEFT/OTHER,Capitol Hill,2020,1371
118,THEFT/OTHER,Dupont Circle,2020,712
119,THEFT F/AUTO,Dupont Circle,2020,712
120,THEFT F/AUTO,Capitol Hill,2020,1371
121,THEFT/OTHER,Capitol Hill,2020,1371
122,BURGLARY,Capitol Hill,2020,1371
123,THEFT/OTHER,Capitol Hill,2020,1371
124,THEFT/OTHER,Sixteenth Street Heights,2020,763
125,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
126,ASSAULT W/DANGEROUS WEAPON,Petworth,2020,544
127,THEFT F/AUTO,Petworth,2020,544
128,MOTOR VEHICLE THEFT,Shaw,2020,1038
129,THEFT/OTHER,Capitol Hill,2020,1371
130,THEFT/OTHER,Navy Yard,2020,269
131,THEFT F/AUTO,Petworth,2020,544
132,THEFT F/AUTO,Petworth,2020,544
133,THEFT F/AUTO,Capitol Hill,2020,1371
134,THEFT/OTHER,Petworth,2020,544
135,BURGLARY,Dupont Circle,2020,712
136,THEFT F/AUTO,Sixteenth Street Heights,2020,763
137,ROBBERY,Columbia Heights,2020,1400
138,THEFT F/AUTO,Petworth,2020,544
139,BURGLARY,Sixteenth Street Heights,2020,763
140,THEFT/OTHER,Petworth,2020,544
141,THEFT/OTHER,Shaw,2020,1038
142,BURGLARY,Navy Yard,2020,269
143,THEFT F/AUTO,Petworth,2020,544
144,THEFT/OTHER,U Street Corridor,2020,230
145,THEFT/OTHER,Dupont Circle,2020,712
146,THEFT F/AUTO,Anacostia,2020,308
147,THEFT/OTHER,Dupont Circle,2020,712
148,THEFT/OTHER,Dupont Circle,2020,712
149,THEFT F/AUTO,NoMa,2020,334
150,THEFT F/AUTO,Capitol Hill,2020,1371
151,THEFT F/AUTO,Capitol Hill,2020,1371
152,ROBBERY,Shaw,2020,1038
153,THEFT/OTHER,Columbia Heights,2020,1400
154,THEFT F/AUTO,Dupont Circle,2020,712
155,THEFT/OTHER,Columbia Heights,2020,1400
156,THEFT/OTHER,Columbia Heights,2020,1400
157,THEFT/OTHER,Capitol Hill,2020,1371
158,THEFT F/AUTO,Shaw,2020,1038
159,THEFT F/AUTO,Shaw,2020,1038
160,THEFT F/AUTO,Columbia Heights,2020,1400
161,THEFT F/AUTO,Columbia Heights,2020,1400
162,THEFT/OTHER,Capitol Hill,2020,1371
163,THEFT F/AUTO,Shaw,2020,1038
164,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
165,THEFT F/AUTO,Dupont Circle,2020,712
166,THEFT F/AUTO,Navy Yard,2020,269
167,THEFT/OTHER,Adams Morgan,2020,584
168,ROBBERY,Columbia Heights,2020,1400
169,THEFT/OTHER,Columbia Heights,2020,1400
170,THEFT/OTHER,Sixteenth Street Heights,2020,763
171,THEFT/OTHER,Petworth,2020,544
172,THEFT F/AUTO,Shaw,2020,1038
173,THEFT/OTHER,Capitol Hill,2020,1371
174,THEFT/OTHER,Columbia Heights,2020,1400
175,THEFT F/AUTO,Columbia Heights,2020,1400
176,THEFT/OTHER,Columbia Heights,2020,1400
177,MOTOR VEHICLE THEFT,U Street Corridor,2020,230
178,THEFT F/AUTO,Capitol Hill,2020,1371
179,MOTOR VEHICLE THEFT,Shaw,2020,1038
180,THEFT F/AUTO,Columbia Heights,2020,1400
181,ASSAULT W/DANGEROUS WEAPON,Adams Morgan,2020,584
182,THEFT F/AUTO,Dupont Circle,2020,712
183,THEFT F/AUTO,Dupont Circle,2020,712
184,THEFT F/AUTO,Dupont Circle,2020,712
185,ROBBERY,Dupont Circle,2020,712
186,THEFT F/AUTO,Anacostia,2020,308
187,ROBBERY,Columbia Heights,2020,1400
188,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
189,THEFT/OTHER,NoMa,2020,334
190,THEFT/OTHER,U Street Corridor,2020,230
191,THEFT F/AUTO,Sixteenth Street Heights,2020,763
192,THEFT/OTHER,Sixteenth Street Heights,2020,763
193,THEFT F/AUTO,U Street Corridor,2020,230
194,THEFT/OTHER,Sixteenth Street Heights,2020,763
195,ROBBERY,Shaw,2020,1038
196,THEFT/OTHER,Adams Morgan,2020,584
197,THEFT/OTHER,Dupont Circle,2020,712
198,MOTOR VEHICLE THEFT,Petworth,2020,544
199,THEFT F/AUTO,NoMa,2020,334
200,THEFT/OTHER,Shaw,2020,1038
201,THEFT F/AUTO,Sixteenth Street Heights,2020,763
202,ROBBERY,Capitol Hill,2020,1371
203,THEFT F/AUTO,Dupont Circle,2020,712
204,THEFT/OTHER,Columbia Heights,2020,1400
205,THEFT F/AUTO,Sixteenth Street Heights,2020,763
206,THEFT F/AUTO,Navy Yard,2020,269
207,THEFT/OTHER,U Street Corridor,2020,230
208,MOTOR VEHICLE THEFT,Shaw,2020,1038
209,THEFT/OTHER,Shaw,2020,1038
210,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
211,THEFT/OTHER,NoMa,2020,334
212,THEFT/OTHER,Columbia Heights,2020,1400
213,THEFT F/AUTO,Sixteenth Street Heights,2020,763
214,THEFT F/AUTO,Columbia Heights,2020,1400
215,BURGLARY,Adams Morgan,2020,584
216,BURGLARY,Sixteenth Street Heights,2020,763
217,THEFT F/AUTO,Columbia Heights,2020,1400
218,BURGLARY,Adams Morgan,2020,584
219,THEFT F/AUTO,Shaw,2020,1038
220,ROBBERY,Anacostia,2020,308
221,BURGLARY,Shaw,2020,1038
222,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
223,THEFT/OTHER,Petworth,2020,544
224,THEFT F/AUTO,Columbia Heights,2020,1400
225,THEFT/OTHER,Adams Morgan,2020,584
226,THEFT/OTHER,Adams Morgan,2020,584
227,THEFT/OTHER,Columbia Heights,2020,1400
228,THEFT/OTHER,Columbia Heights,2020,1400
229,THEFT F/AUTO,Dupont Circle,2020,712
230,THEFT/OTHER,Navy Yard,2020,269
231,THEFT F/AUTO,Adams Morgan,2020,584
232,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
233,BURGLARY,Capitol Hill,2020,1371
234,HOMICIDE,Anacostia,2020,308
235,THEFT/OTHER,Adams Morgan,2020,584
236,THEFT/OTHER,Sixteenth Street Heights,2020,763
237,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
238,THEFT/OTHER,NoMa,2020,334
239,THEFT F/AUTO,Petworth,2020,544
240,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
241,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
242,THEFT/OTHER,Capitol Hill,2020,1371
243,THEFT/OTHER,Capitol Hill,2020,1371
244,THEFT/OTHER,NoMa,2020,334
245,THEFT/OTHER,Sixteenth Street Heights,2020,763
246,THEFT F/AUTO,Columbia Heights,2020,1400
247,THEFT/OTHER,Sixteenth Street Heights,2020,763
248,THEFT F/AUTO,Petworth,2020,544
249,THEFT F/AUTO,Shaw,2020,1038
250,THEFT F/AUTO,Capitol Hill,2020,1371
251,THEFT F/AUTO,Columbia Heights,2020,1400
252,BURGLARY,Anacostia,2020,308
253,THEFT F/AUTO,Columbia Heights,2020,1400
254,THEFT/OTHER,NoMa,2020,334
255,ROBBERY,Capitol Hill,2020,1371
256,THEFT F/AUTO,Capitol Hill,2020,1371
257,THEFT F/AUTO,Anacostia,2020,308
258,THEFT/OTHER,Navy Yard,2020,269
259,ROBBERY,Sixteenth Street Heights,2020,763
260,THEFT/OTHER,Capitol Hill,2020,1371
261,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
262,THEFT/OTHER,Columbia Heights,2020,1400
263,THEFT/OTHER,Columbia Heights,2020,1400
264,SEX ABUSE,Columbia Heights,2020,1400
265,THEFT/OTHER,Capitol Hill,2020,1371
266,THEFT F/AUTO,Columbia Heights,2020,1400
267,THEFT/OTHER,Capitol Hill,2020,1371
268,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
269,THEFT F/AUTO,Shaw,2020,1038
270,MOTOR VEHICLE THEFT,Petworth,2020,544
271,THEFT F/AUTO,Petworth,2020,544
272,THEFT F/AUTO,Columbia Heights,2020,1400
273,THEFT F/AUTO,Capitol Hill,2020,1371
274,THEFT F/AUTO,Columbia Heights,2020,1400
275,THEFT F/AUTO,Capitol Hill,2020,1371
276,THEFT F/AUTO,U Street Corridor,2020,230
277,BURGLARY,U Street Corridor,2020,230
278,MOTOR VEHICLE THEFT,Shaw,2020,1038
279,THEFT/OTHER,Dupont Circle,2020,712
280,THEFT/OTHER,Capitol Hill,2020,1371
281,THEFT/OTHER,NoMa,2020,334
282,MOTOR VEHICLE THEFT,Petworth,2020,544
283,THEFT/OTHER,Capitol Hill,2020,1371
284,THEFT F/AUTO,Columbia Heights,2020,1400
285,THEFT F/AUTO,Columbia Heights,2020,1400
286,ROBBERY,Shaw,2020,1038
287,THEFT/OTHER,Columbia Heights,2020,1400
288,ROBBERY,Sixteenth Street Heights,2020,763
289,THEFT F/AUTO,Columbia Heights,2020,1400
290,ROBBERY,Capitol Hill,2020,1371
291,THEFT F/AUTO,Anacostia,2020,308
292,MOTOR VEHICLE THEFT,Anacostia,2020,308
293,MOTOR VEHICLE THEFT,Shaw,2020,1038
294,THEFT F/AUTO,Shaw,2020,1038
295,THEFT/OTHER,Sixteenth Street Heights,2020,763
296,HOMICIDE,Petworth,2020,544
297,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
298,ASSAULT W/DANGEROUS WEAPON,Anacostia,2020,308
299,THEFT/OTHER,Shaw,2020,1038
300,ASSAULT W/DANGEROUS WEAPON,NoMa,2020,334
301,THEFT/OTHER,Columbia Heights,2020,1400
302,THEFT/OTHER,Capitol Hill,2020,1371
303,THEFT/OTHER,Sixteenth Street Heights,2020,763
304,THEFT F/AUTO,Capitol Hill,2020,1371
305,THEFT/OTHER,Adams Morgan,2020,584
306,ROBBERY,Dupont Circle,2020,712
307,THEFT F/AUTO,Sixteenth Street Heights,2020,763
308,THEFT F/AUTO,Adams Morgan,2020,584
309,THEFT F/AUTO,NoMa,2020,334
310,ROBBERY,Shaw,2020,1038
311,MOTOR VEHICLE THEFT,U Street Corridor,2020,230
312,THEFT/OTHER,Sixteenth Street Heights,2020,763
313,ROBBERY,Capitol Hill,2020,1371
314,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
315,THEFT/OTHER,Navy Yard,2020,269
316,THEFT/OTHER,Anacostia,2020,308
317,THEFT/OTHER,Petworth,2020,544
318,MOTOR VEHICLE THEFT,NoMa,2020,334
319,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
320,THEFT/OTHER,NoMa,2020,334
321,THEFT/OTHER,Sixteenth Street Heights,2020,763
322,THEFT F/AUTO,Dupont Circle,2020,712
323,THEFT F/AUTO,Petworth,2020,544
324,THEFT F/AUTO,Adams Morgan,2020,584
325,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
326,THEFT F/AUTO,Columbia Heights,2020,1400
327,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
328,THEFT/OTHER,Columbia Heights,2020,1400
329,ROBBERY,Sixteenth Street Heights,2020,763
330,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
331,THEFT F/AUTO,Anacostia,2020,308
332,THEFT/OTHER,Shaw,2020,1038
333,THEFT/OTHER,Shaw,2020,1038
334,MOTOR VEHICLE THEFT,Petworth,2020,544
335,THEFT F/AUTO,Columbia Heights,2020,1400
336,MOTOR VEHICLE THEFT,Petworth,2020,544
337,THEFT F/AUTO,Sixteenth Street Heights,2020,763
338,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
339,THEFT/OTHER,Dupont Circle,2020,712
340,THEFT F/AUTO,Petworth,2020,544
341,THEFT/OTHER,Shaw,2020,1038
342,THEFT/OTHER,Dupont Circle,2020,712
343,THEFT/OTHER,Navy Yard,2020,269
344,MOTOR VEHICLE THEFT,Petworth,2020,544
345,THEFT/OTHER,Petworth,2020,544
346,THEFT/OTHER,Shaw,2020,1038
347,THEFT/OTHER,NoMa,2020,334
348,THEFT/OTHER,Dupont Circle,2020,712
349,THEFT/OTHER,Navy Yard,2020,269
350,BURGLARY,Anacostia,2020,308
351,THEFT F/AUTO,Dupont Circle,2020,712
352,THEFT F/AUTO,Dupont Circle,2020,712
353,THEFT F/AUTO,Petworth,2020,544
354,THEFT/OTHER,Sixteenth Street Heights,2020,763
355,THEFT/OTHER,Columbia Heights,2020,1400
356,THEFT/OTHER,Capitol Hill,2020,1371
357,THEFT/OTHER,NoMa,2020,334
358,THEFT F/AUTO,U Street Corridor,2020,230
359,THEFT/OTHER,NoMa,2020,334
360,THEFT/OTHER,Sixteenth Street Heights,2020,763
361,THEFT F/AUTO,Sixteenth Street Heights,2020,763
362,BURGLARY,Dupont Circle,2020,712
363,BURGLARY,Anacostia,2020,308
364,THEFT F/AUTO,Shaw,2020,1038
365,THEFT/OTHER,Shaw,2020,1038
366,ROBBERY,Columbia Heights,2020,1400
367,THEFT F/AUTO,U Street Corridor,2020,230
368,THEFT F/AUTO,Shaw,2020,1038
369,THEFT/OTHER,Capitol Hill,2020,1371
370,THEFT/OTHER,NoMa,2020,334
371,BURGLARY,Dupont Circle,2020,712
372,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
373,THEFT/OTHER,Navy Yard,2020,269
374,ROBBERY,Shaw,2020,1038
375,ROBBERY,Petworth,2020,544
376,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
377,THEFT F/AUTO,Dupont Circle,2020,712
378,ROBBERY,Columbia Heights,2020,1400
379,THEFT/OTHER,Adams Morgan,2020,584
380,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
381,THEFT F/AUTO,Shaw,2020,1038
382,THEFT/OTHER,Capitol Hill,2020,1371
383,THEFT/OTHER,Capitol Hill,2020,1371
384,THEFT/OTHER,Shaw,2020,1038
385,THEFT F/AUTO,Sixteenth Street Heights,2020,763
386,THEFT F/AUTO,Columbia Heights,2020,1400
387,THEFT F/AUTO,Columbia Heights,2020,1400
388,THEFT F/AUTO,Capitol Hill,2020,1371
389,THEFT F/AUTO,Shaw,2020,1038
390,ROBBERY,Shaw,2020,1038
391,THEFT/OTHER,Columbia Heights,2020,1400
392,MOTOR VEHICLE THEFT,Shaw,2020,1038
393,THEFT F/AUTO,Columbia Heights,2020,1400
394,THEFT/OTHER,Capitol Hill,2020,1371
395,THEFT/OTHER,Capitol Hill,2020,1371
396,HOMICIDE,Columbia Heights,2020,1400
397,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2020,712
398,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
399,THEFT/OTHER,Sixteenth Street Heights,2020,763
400,THEFT/OTHER,Adams Morgan,2020,584
401,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
402,THEFT F/AUTO,Columbia Heights,2020,1400
403,THEFT/OTHER,Columbia Heights,2020,1400
404,THEFT F/AUTO,Columbia Heights,2020,1400
405,THEFT/OTHER,Shaw,2020,1038
406,THEFT F/AUTO,Sixteenth Street Heights,2020,763
407,THEFT F/AUTO,Capitol Hill,2020,1371
408,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
409,MOTOR VEHICLE THEFT,Petworth,2020,544
410,THEFT F/AUTO,Capitol Hill,2020,1371
411,THEFT/OTHER,Columbia Heights,2020,1400
412,THEFT/OTHER,Columbia Heights,2020,1400
413,ROBBERY,Dupont Circle,2020,712
414,THEFT F/AUTO,Columbia Heights,2020,1400
415,THEFT/OTHER,Shaw,2020,1038
416,THEFT/OTHER,Petworth,2020,544
417,THEFT/OTHER,Adams Morgan,2020,584
418,THEFT/OTHER,Dupont Circle,2020,712
419,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
420,THEFT/OTHER,Sixteenth Street Heights,2020,763
421,MOTOR VEHICLE THEFT,Petworth,2020,544
422,THEFT/OTHER,Shaw,2020,1038
423,THEFT/OTHER,Capitol Hill,2020,1371
424,THEFT/OTHER,NoMa,2020,334
425,THEFT F/AUTO,Shaw,2020,1038
426,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
427,THEFT/OTHER,Shaw,2020,1038
428,THEFT/OTHER,Petworth,2020,544
429,THEFT F/AUTO,Petworth,2020,544
430,THEFT/OTHER,Columbia Heights,2020,1400
431,THEFT F/AUTO,U Street Corridor,2020,230
432,THEFT F/AUTO,Capitol Hill,2020,1371
433,THEFT/OTHER,Capitol Hill,2020,1371
434,THEFT F/AUTO,Capitol Hill,2020,1371
435,BURGLARY,Capitol Hill,2020,1371
436,THEFT/OTHER,Columbia Heights,2020,1400
437,ROBBERY,Columbia Heights,2020,1400
438,ROBBERY,Capitol Hill,2020,1371
439,THEFT F/AUTO,Sixteenth Street Heights,2020,763
440,THEFT/OTHER,Shaw,2020,1038
441,THEFT F/AUTO,Dupont Circle,2020,712
442,BURGLARY,Sixteenth Street Heights,2020,763
443,THEFT F/AUTO,Capitol Hill,2020,1371
444,MOTOR VEHICLE THEFT,Petworth,2020,544
445,THEFT/OTHER,Capitol Hill,2020,1371
446,THEFT F/AUTO,Shaw,2020,1038
447,THEFT F/AUTO,Capitol Hill,2020,1371
448,THEFT/OTHER,Shaw,2020,1038
449,THEFT/OTHER,Navy Yard,2020,269
450,BURGLARY,Shaw,2020,1038
451,THEFT/OTHER,Navy Yard,2020,269
452,THEFT/OTHER,Navy Yard,2020,269
453,THEFT/OTHER,Adams Morgan,2020,584
454,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
455,THEFT/OTHER,Columbia Heights,2020,1400
456,THEFT/OTHER,Dupont Circle,2020,712
457,THEFT/OTHER,Petworth,2020,544
458,HOMICIDE,Columbia Heights,2020,1400
459,THEFT/OTHER,Dupont Circle,2020,712
460,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
461,THEFT/OTHER,Capitol Hill,2020,1371
462,THEFT F/AUTO,Dupont Circle,2020,712
463,THEFT/OTHER,Columbia Heights,2020,1400
464,THEFT/OTHER,Columbia Heights,2020,1400
465,THEFT/OTHER,Columbia Heights,2020,1400
466,THEFT F/AUTO,U Street Corridor,2020,230
467,THEFT F/AUTO,Columbia Heights,2020,1400
468,THEFT/OTHER,Adams Morgan,2020,584
469,ROBBERY,Columbia Heights,2020,1400
470,THEFT F/AUTO,Adams Morgan,2020,584
471,THEFT F/AUTO,U Street Corridor,2020,230
472,ROBBERY,Shaw,2020,1038
473,THEFT F/AUTO,Capitol Hill,2020,1371
474,THEFT/OTHER,Capitol Hill,2020,1371
475,ROBBERY,Capitol Hill,2020,1371
476,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
477,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
478,THEFT/OTHER,Columbia Heights,2020,1400
479,THEFT F/AUTO,Anacostia,2020,308
480,THEFT/OTHER,NoMa,2020,334
481,THEFT F/AUTO,Capitol Hill,2020,1371
482,THEFT/OTHER,NoMa,2020,334
483,THEFT F/AUTO,NoMa,2020,334
484,THEFT/OTHER,Petworth,2020,544
485,ROBBERY,Adams Morgan,2020,584
486,THEFT/OTHER,Capitol Hill,2020,1371
487,ROBBERY,Petworth,2020,544
488,THEFT/OTHER,Dupont Circle,2020,712
489,THEFT F/AUTO,Capitol Hill,2020,1371
490,THEFT/OTHER,Sixteenth Street Heights,2020,763
491,THEFT/OTHER,Columbia Heights,2020,1400
492,THEFT F/AUTO,Sixteenth Street Heights,2020,763
493,THEFT/OTHER,Sixteenth Street Heights,2020,763
494,THEFT/OTHER,Shaw,2020,1038
495,ROBBERY,Shaw,2020,1038
496,THEFT/OTHER,Columbia Heights,2020,1400
497,THEFT F/AUTO,Dupont Circle,2020,712
498,THEFT F/AUTO,Shaw,2020,1038
499,THEFT F/AUTO,Sixteenth Street Heights,2020,763
500,THEFT/OTHER,Shaw,2020,1038
501,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
502,THEFT/OTHER,Sixteenth Street Heights,2020,763
503,MOTOR VEHICLE THEFT,Petworth,2020,544
504,ROBBERY,Sixteenth Street Heights,2020,763
505,THEFT F/AUTO,Columbia Heights,2020,1400
506,THEFT/OTHER,Navy Yard,2020,269
507,THEFT/OTHER,Adams Morgan,2020,584
508,BURGLARY,Sixteenth Street Heights,2020,763
509,THEFT/OTHER,Capitol Hill,2020,1371
510,THEFT F/AUTO,Dupont Circle,2020,712
511,THEFT/OTHER,Capitol Hill,2020,1371
512,THEFT F/AUTO,Dupont Circle,2020,712
513,THEFT F/AUTO,Capitol Hill,2020,1371
514,ROBBERY,Dupont Circle,2020,712
515,THEFT/OTHER,Navy Yard,2020,269
516,ROBBERY,Capitol Hill,2020,1371
517,THEFT F/AUTO,Shaw,2020,1038
518,THEFT/OTHER,Capitol Hill,2020,1371
519,THEFT/OTHER,Petworth,2020,544
520,THEFT/OTHER,Columbia Heights,2020,1400
521,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
522,MOTOR VEHICLE THEFT,Anacostia,2020,308
523,THEFT/OTHER,Adams Morgan,2020,584
524,THEFT F/AUTO,Capitol Hill,2020,1371
525,THEFT/OTHER,Adams Morgan,2020,584
526,THEFT/OTHER,Petworth,2020,544
527,THEFT/OTHER,Columbia Heights,2020,1400
528,THEFT F/AUTO,Adams Morgan,2020,584
529,THEFT/OTHER,Dupont Circle,2020,712
530,THEFT/OTHER,Adams Morgan,2020,584
531,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
532,ROBBERY,Columbia Heights,2020,1400
533,ROBBERY,Shaw,2020,1038
534,THEFT/OTHER,Sixteenth Street Heights,2020,763
535,THEFT F/AUTO,Dupont Circle,2020,712
536,THEFT/OTHER,Dupont Circle,2020,712
537,THEFT/OTHER,Dupont Circle,2020,712
