,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
1976,THEFT F/AUTO,Petworth,2020,544
1977,ROBBERY,Columbia Heights,2020,1400
1978,THEFT/OTHER,Sixteenth Street Heights,2020,763
1979,THEFT F/AUTO,Shaw,2020,1038
1980,THEFT/OTHER,Adams Morgan,2020,584
1981,THEFT/OTHER,Shaw,2020,1038
1982,THEFT/OTHER,Columbia Heights,2020,1400
1983,MOTOR VEHICLE THEFT,Shaw,2020,1038
1984,THEFT F/AUTO,Shaw,2020,1038
1985,THEFT F/AUTO,Adams Morgan,2020,584
1986,THEFT F/AUTO,Capitol Hill,2020,1371
1987,THEFT F/AUTO,Petworth,2020,544
1988,BURGLARY,Dupont Circle,2020,712
1989,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2020,763
1990,THEFT/OTHER,Navy Yard,2020,269
1991,ASSAULT W/DANGEROUS WEAPON,Petworth,2020,544
1992,THEFT F/AUTO,Dupont Circle,2020,712
1993,BURGLARY,Adams Morgan,2020,584
1994,THEFT/OTHER,Navy Yard,2020,269
1995,THEFT/OTHER,Capitol Hill,2020,1371
1996,THEFT/OTHER,Dupont Circle,2020,712
1997,THEFT F/AUTO,Adams Morgan,2020,584
1998,THEFT F/AUTO,U Street Corridor,2020,230
1999,THEFT/OTHER,Dupont Circle,2020,712
2000,THEFT F/AUTO,Shaw,2020,1038
2001,THEFT F/AUTO,Adams Morgan,2020,584
2002,THEFT F/AUTO,Petworth,2020,544
2003,THEFT F/AUTO,Capitol Hill,2020,1371
2004,THEFT F/AUTO,Capitol Hill,2020,1371
2005,MOTOR VEHICLE THEFT,U Street Corridor,2020,230
2006,SEX ABUSE,Adams Morgan,2020,584
2007,THEFT/OTHER,Shaw,2020,1038
2008,THEFT/OTHER,Columbia Heights,2020,1400
2009,THEFT/OTHER,Navy Yard,2020,269
2010,THEFT/OTHER,Navy Yard,2020,269
2011,THEFT F/AUTO,NoMa,2020,334
2012,THEFT/OTHER,Shaw,2020,1038
2013,THEFT/OTHER,Shaw,2020,1038
2014,THEFT F/AUTO,Dupont Circle,2020,712
2015,THEFT F/AUTO,Dupont Circle,2020,712
2016,THEFT/OTHER,Sixteenth Street Heights,2020,763
2017,BURGLARY,Shaw,2020,1038
2018,MOTOR VEHICLE THEFT,Shaw,2020,1038
2019,ASSAULT W/DANGEROUS WEAPON,Capitol Hill,2020,1371
2020,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2021,MOTOR VEHICLE THEFT,Petworth,2020,544
2022,THEFT/OTHER,Capitol Hill,2020,1371
2023,THEFT/OTHER,Columbia Heights,2020,1400
2024,THEFT/OTHER,Columbia Heights,2020,1400
2025,THEFT F/AUTO,Capitol Hill,2020,1371
2026,THEFT/OTHER,Shaw,2020,1038
2027,THEFT/OTHER,Adams Morgan,2020,584
2028,MOTOR VEHICLE THEFT,Shaw,2020,1038
2029,THEFT/OTHER,NoMa,2020,334
2030,MOTOR VEHICLE THEFT,Anacostia,2020,308
2031,MOTOR VEHICLE THEFT,Petworth,2020,544
2032,HOMICIDE,Capitol Hill,2020,1371
2033,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2034,THEFT/OTHER,Shaw,2020,1038
2035,THEFT/OTHER,Sixteenth Street Heights,2020,763
2036,THEFT F/AUTO,NoMa,2020,334
2037,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2038,THEFT F/AUTO,Columbia Heights,2020,1400
2039,MOTOR VEHICLE THEFT,Shaw,2020,1038
2040,THEFT/OTHER,Shaw,2020,1038
2041,THEFT F/AUTO,NoMa,2020,334
2042,THEFT/OTHER,Capitol Hill,2020,1371
2043,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
2044,THEFT/OTHER,Shaw,2020,1038
2045,THEFT F/AUTO,Petworth,2020,544
2046,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2047,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
2048,MOTOR VEHICLE THEFT,NoMa,2020,334
2049,THEFT/OTHER,Capitol Hill,2020,1371
2050,THEFT/OTHER,Capitol Hill,2020,1371
2051,THEFT F/AUTO,Columbia Heights,2020,1400
2052,THEFT/OTHER,Dupont Circle,2020,712
2053,THEFT/OTHER,Sixteenth Street Heights,2020,763
2054,ROBBERY,Columbia Heights,2020,1400
2055,THEFT/OTHER,Dupont Circle,2020,712
2056,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2057,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2058,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
2059,THEFT/OTHER,Capitol Hill,2020,1371
2060,THEFT/OTHER,Sixteenth Street Heights,2020,763
2061,THEFT/OTHER,Adams Morgan,2020,584
2062,THEFT F/AUTO,Adams Morgan,2020,584
2063,THEFT F/AUTO,Columbia Heights,2020,1400
2064,MOTOR VEHICLE THEFT,Anacostia,2020,308
2065,THEFT/OTHER,Dupont Circle,2020,712
2066,ROBBERY,Columbia Heights,2020,1400
2067,THEFT/OTHER,Adams Morgan,2020,584
2068,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2020,763
2069,THEFT F/AUTO,Shaw,2020,1038
2070,THEFT F/AUTO,Petworth,2020,544
2071,THEFT/OTHER,Sixteenth Street Heights,2020,763
2072,THEFT/OTHER,Capitol Hill,2020,1371
2073,THEFT F/AUTO,Capitol Hill,2020,1371
2074,THEFT F/AUTO,Anacostia,2020,308
2075,THEFT F/AUTO,U Street Corridor,2020,230
2076,THEFT F/AUTO,NoMa,2020,334
2077,THEFT/OTHER,Columbia Heights,2020,1400
2078,THEFT/OTHER,Sixteenth Street Heights,2020,763
2079,THEFT/OTHER,Capitol Hill,2020,1371
2080,THEFT/OTHER,Adams Morgan,2020,584
2081,THEFT F/AUTO,Dupont Circle,2020,712
2082,THEFT/OTHER,Columbia Heights,2020,1400
2083,THEFT F/AUTO,Capitol Hill,2020,1371
2084,THEFT/OTHER,Capitol Hill,2020,1371
2085,THEFT/OTHER,Capitol Hill,2020,1371
2086,THEFT/OTHER,Adams Morgan,2020,584
2087,THEFT/OTHER,Columbia Heights,2020,1400
2088,THEFT F/AUTO,Capitol Hill,2020,1371
2089,MOTOR VEHICLE THEFT,U Street Corridor,2020,230
2090,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
2091,THEFT/OTHER,Dupont Circle,2020,712
2092,THEFT/OTHER,NoMa,2020,334
2093,THEFT F/AUTO,Capitol Hill,2020,1371
2094,THEFT/OTHER,Navy Yard,2020,269
2095,THEFT F/AUTO,Columbia Heights,2020,1400
2096,THEFT/OTHER,Columbia Heights,2020,1400
2097,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
2098,THEFT F/AUTO,Shaw,2020,1038
2099,THEFT F/AUTO,Shaw,2020,1038
2100,THEFT/OTHER,Columbia Heights,2020,1400
2101,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
2102,THEFT F/AUTO,Adams Morgan,2020,584
2103,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2104,ASSAULT W/DANGEROUS WEAPON,U Street Corridor,2020,230
2105,THEFT/OTHER,Sixteenth Street Heights,2020,763
2106,THEFT F/AUTO,Columbia Heights,2020,1400
2107,THEFT/OTHER,Columbia Heights,2020,1400
2108,THEFT F/AUTO,Capitol Hill,2020,1371
2109,THEFT/OTHER,Sixteenth Street Heights,2020,763
2110,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2111,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
2112,ROBBERY,Columbia Heights,2020,1400
2113,THEFT F/AUTO,Adams Morgan,2020,584
2114,THEFT/OTHER,Capitol Hill,2020,1371
2115,THEFT F/AUTO,Dupont Circle,2020,712
2116,THEFT/OTHER,Columbia Heights,2020,1400
2117,THEFT F/AUTO,Anacostia,2020,308
2118,THEFT/OTHER,Sixteenth Street Heights,2020,763
2119,THEFT/OTHER,Navy Yard,2020,269
2120,THEFT/OTHER,Dupont Circle,2020,712
2121,THEFT F/AUTO,Columbia Heights,2020,1400
2122,ASSAULT W/DANGEROUS WEAPON,NoMa,2020,334
2123,THEFT/OTHER,Capitol Hill,2020,1371
2124,THEFT/OTHER,Capitol Hill,2020,1371
2125,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2126,THEFT F/AUTO,NoMa,2020,334
2127,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
2128,MOTOR VEHICLE THEFT,Navy Yard,2020,269
2129,MOTOR VEHICLE THEFT,Petworth,2020,544
2130,THEFT F/AUTO,U Street Corridor,2020,230
2131,THEFT F/AUTO,Dupont Circle,2020,712
2132,THEFT/OTHER,Columbia Heights,2020,1400
2133,THEFT F/AUTO,Navy Yard,2020,269
2134,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2135,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2136,THEFT F/AUTO,Dupont Circle,2020,712
2137,THEFT/OTHER,Capitol Hill,2020,1371
2138,THEFT F/AUTO,Petworth,2020,544
2139,THEFT/OTHER,Capitol Hill,2020,1371
2140,THEFT/OTHER,Shaw,2020,1038
2141,ROBBERY,Columbia Heights,2020,1400
2142,THEFT/OTHER,Capitol Hill,2020,1371
2143,THEFT/OTHER,Shaw,2020,1038
2144,THEFT F/AUTO,Capitol Hill,2020,1371
2145,MOTOR VEHICLE THEFT,Shaw,2020,1038
2146,THEFT/OTHER,Columbia Heights,2020,1400
2147,MOTOR VEHICLE THEFT,Navy Yard,2020,269
2148,THEFT/OTHER,Shaw,2020,1038
2149,THEFT/OTHER,Capitol Hill,2020,1371
2150,MOTOR VEHICLE THEFT,NoMa,2020,334
2151,ROBBERY,Columbia Heights,2020,1400
2152,ROBBERY,Sixteenth Street Heights,2020,763
2153,THEFT F/AUTO,Dupont Circle,2020,712
2154,THEFT/OTHER,Sixteenth Street Heights,2020,763
2155,THEFT F/AUTO,Columbia Heights,2020,1400
2156,THEFT/OTHER,Columbia Heights,2020,1400
2157,THEFT F/AUTO,Petworth,2020,544
2158,THEFT/OTHER,Adams Morgan,2020,584
2159,THEFT/OTHER,Columbia Heights,2020,1400
2160,THEFT F/AUTO,Capitol Hill,2020,1371
2161,THEFT/OTHER,NoMa,2020,334
2162,THEFT F/AUTO,Anacostia,2020,308
2163,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2164,THEFT/OTHER,Columbia Heights,2020,1400
2165,THEFT/OTHER,Petworth,2020,544
2166,ROBBERY,U Street Corridor,2020,230
2167,ROBBERY,Anacostia,2020,308
2168,THEFT/OTHER,U Street Corridor,2020,230
2169,THEFT/OTHER,Columbia Heights,2020,1400
2170,THEFT/OTHER,Columbia Heights,2020,1400
2171,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
2172,THEFT F/AUTO,U Street Corridor,2020,230
2173,THEFT/OTHER,Shaw,2020,1038
2174,THEFT F/AUTO,Capitol Hill,2020,1371
2175,THEFT/OTHER,Capitol Hill,2020,1371
2176,THEFT F/AUTO,U Street Corridor,2020,230
2177,THEFT/OTHER,Dupont Circle,2020,712
2178,BURGLARY,NoMa,2020,334
2179,THEFT F/AUTO,Petworth,2020,544
2180,THEFT/OTHER,Dupont Circle,2020,712
2181,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2182,THEFT F/AUTO,Dupont Circle,2020,712
2183,THEFT F/AUTO,Dupont Circle,2020,712
2184,ROBBERY,Petworth,2020,544
2185,THEFT F/AUTO,U Street Corridor,2020,230
2186,THEFT F/AUTO,Dupont Circle,2020,712
2187,THEFT F/AUTO,Adams Morgan,2020,584
2188,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2189,THEFT/OTHER,Capitol Hill,2020,1371
2190,THEFT F/AUTO,Capitol Hill,2020,1371
2191,THEFT/OTHER,Adams Morgan,2020,584
2192,THEFT/OTHER,Adams Morgan,2020,584
2193,THEFT/OTHER,Sixteenth Street Heights,2020,763
2194,THEFT F/AUTO,Capitol Hill,2020,1371
2195,THEFT/OTHER,Dupont Circle,2020,712
2196,THEFT/OTHER,Capitol Hill,2020,1371
2197,ROBBERY,Adams Morgan,2020,584
2198,ROBBERY,Columbia Heights,2020,1400
2199,THEFT F/AUTO,Petworth,2020,544
2200,THEFT/OTHER,Shaw,2020,1038
2201,THEFT F/AUTO,Navy Yard,2020,269
2202,BURGLARY,NoMa,2020,334
2203,BURGLARY,Shaw,2020,1038
2204,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
2205,ROBBERY,Petworth,2020,544
2206,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2207,THEFT F/AUTO,Adams Morgan,2020,584
2208,THEFT/OTHER,Capitol Hill,2020,1371
2209,THEFT F/AUTO,Columbia Heights,2020,1400
2210,THEFT/OTHER,Adams Morgan,2020,584
2211,THEFT/OTHER,U Street Corridor,2020,230
2212,THEFT F/AUTO,Capitol Hill,2020,1371
2213,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2214,THEFT/OTHER,Dupont Circle,2020,712
2215,THEFT/OTHER,Petworth,2020,544
2216,THEFT F/AUTO,Petworth,2020,544
2217,THEFT/OTHER,Shaw,2020,1038
2218,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2219,THEFT F/AUTO,Columbia Heights,2020,1400
2220,THEFT F/AUTO,Columbia Heights,2020,1400
2221,THEFT/OTHER,Adams Morgan,2020,584
2222,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2223,MOTOR VEHICLE THEFT,NoMa,2020,334
2224,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
2225,THEFT/OTHER,Columbia Heights,2020,1400
2226,MOTOR VEHICLE THEFT,Shaw,2020,1038
2227,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2228,THEFT F/AUTO,Petworth,2020,544
2229,ROBBERY,Capitol Hill,2020,1371
2230,THEFT F/AUTO,NoMa,2020,334
2231,THEFT F/AUTO,Anacostia,2020,308
2232,THEFT/OTHER,U Street Corridor,2020,230
2233,THEFT/OTHER,Adams Morgan,2020,584
2234,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2235,THEFT F/AUTO,Petworth,2020,544
2236,THEFT/OTHER,Petworth,2020,544
2237,THEFT/OTHER,Navy Yard,2020,269
2238,THEFT F/AUTO,U Street Corridor,2020,230
2239,THEFT F/AUTO,Dupont Circle,2020,712
2240,ROBBERY,Adams Morgan,2020,584
2241,THEFT/OTHER,Columbia Heights,2020,1400
2242,THEFT/OTHER,Columbia Heights,2020,1400
2243,THEFT/OTHER,Capitol Hill,2020,1371
2244,THEFT F/AUTO,Columbia Heights,2020,1400
2245,THEFT/OTHER,Capitol Hill,2020,1371
2246,THEFT F/AUTO,Columbia Heights,2020,1400
2247,THEFT F/AUTO,Columbia Heights,2020,1400
2248,THEFT F/AUTO,Shaw,2020,1038
2249,THEFT/OTHER,Capitol Hill,2020,1371
2250,THEFT/OTHER,Capitol Hill,2020,1371
2251,THEFT/OTHER,Petworth,2020,544
2252,ROBBERY,Petworth,2020,544
2253,THEFT F/AUTO,Dupont Circle,2020,712
2254,ROBBERY,Capitol Hill,2020,1371
2255,THEFT/OTHER,Sixteenth Street Heights,2020,763
2256,THEFT/OTHER,Petworth,2020,544
2257,THEFT F/AUTO,Columbia Heights,2020,1400
2258,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2259,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2260,ROBBERY,Columbia Heights,2020,1400
2261,BURGLARY,Sixteenth Street Heights,2020,763
2262,THEFT/OTHER,Anacostia,2020,308
2263,THEFT/OTHER,Shaw,2020,1038
2264,THEFT/OTHER,Anacostia,2020,308
2265,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2266,THEFT F/AUTO,Capitol Hill,2020,1371
2267,THEFT F/AUTO,Columbia Heights,2020,1400
2268,THEFT/OTHER,Sixteenth Street Heights,2020,763
2269,THEFT F/AUTO,U Street Corridor,2020,230
2270,THEFT F/AUTO,Capitol Hill,2020,1371
2271,THEFT/OTHER,Columbia Heights,2020,1400
2272,THEFT F/AUTO,Columbia Heights,2020,1400
2273,ROBBERY,Shaw,2020,1038
2274,THEFT/OTHER,Capitol Hill,2020,1371
2275,MOTOR VEHICLE THEFT,Shaw,2020,1038
2276,THEFT/OTHER,NoMa,2020,334
2277,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2278,BURGLARY,Petworth,2020,544
2279,THEFT/OTHER,Shaw,2020,1038
2280,BURGLARY,Anacostia,2020,308
2281,ROBBERY,Capitol Hill,2020,1371
2282,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2020,712
2283,THEFT F/AUTO,Shaw,2020,1038
2284,THEFT F/AUTO,Columbia Heights,2020,1400
2285,THEFT F/AUTO,Shaw,2020,1038
2286,ASSAULT W/DANGEROUS WEAPON,U Street Corridor,2020,230
2287,THEFT/OTHER,Shaw,2020,1038
2288,THEFT/OTHER,Dupont Circle,2020,712
2289,THEFT F/AUTO,Adams Morgan,2020,584
2290,THEFT F/AUTO,Adams Morgan,2020,584
2291,THEFT/OTHER,Capitol Hill,2020,1371
2292,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2293,MOTOR VEHICLE THEFT,NoMa,2020,334
2294,THEFT/OTHER,Shaw,2020,1038
2295,THEFT/OTHER,Capitol Hill,2020,1371
2296,THEFT/OTHER,Columbia Heights,2020,1400
2297,THEFT F/AUTO,Dupont Circle,2020,712
2298,THEFT/OTHER,Columbia Heights,2020,1400
2299,THEFT F/AUTO,Capitol Hill,2020,1371
2300,THEFT F/AUTO,Capitol Hill,2020,1371
2301,THEFT/OTHER,Columbia Heights,2020,1400
2302,THEFT/OTHER,U Street Corridor,2020,230
2303,THEFT/OTHER,Sixteenth Street Heights,2020,763
2304,THEFT F/AUTO,Capitol Hill,2020,1371
2305,THEFT/OTHER,Sixteenth Street Heights,2020,763
2306,THEFT/OTHER,NoMa,2020,334
2307,THEFT/OTHER,Adams Morgan,2020,584
2308,BURGLARY,Anacostia,2020,308
2309,THEFT F/AUTO,Dupont Circle,2020,712
2310,THEFT F/AUTO,Shaw,2020,1038
2311,THEFT F/AUTO,Petworth,2020,544
2312,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2313,THEFT/OTHER,Capitol Hill,2020,1371
2314,THEFT F/AUTO,Shaw,2020,1038
2315,THEFT F/AUTO,Capitol Hill,2020,1371
2316,THEFT/OTHER,Shaw,2020,1038
2317,THEFT/OTHER,Columbia Heights,2020,1400
2318,THEFT F/AUTO,Shaw,2020,1038
2319,THEFT F/AUTO,Petworth,2020,544
2320,THEFT/OTHER,Shaw,2020,1038
2321,THEFT/OTHER,Columbia Heights,2020,1400
2322,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
2323,THEFT/OTHER,Columbia Heights,2020,1400
2324,THEFT F/AUTO,U Street Corridor,2020,230
2325,THEFT/OTHER,Anacostia,2020,308
2326,THEFT/OTHER,Petworth,2020,544
2327,ASSAULT W/DANGEROUS WEAPON,Petworth,2020,544
2328,THEFT F/AUTO,Shaw,2020,1038
2329,THEFT/OTHER,Sixteenth Street Heights,2020,763
2330,THEFT/OTHER,Capitol Hill,2020,1371
2331,THEFT/OTHER,Sixteenth Street Heights,2020,763
2332,THEFT/OTHER,Capitol Hill,2020,1371
2333,THEFT/OTHER,Capitol Hill,2020,1371
2334,THEFT F/AUTO,Adams Morgan,2020,584
2335,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2336,THEFT F/AUTO,Columbia Heights,2020,1400
2337,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
2338,THEFT F/AUTO,Capitol Hill,2020,1371
2339,THEFT/OTHER,Dupont Circle,2020,712
2340,THEFT/OTHER,NoMa,2020,334
2341,THEFT/OTHER,Capitol Hill,2020,1371
2342,THEFT/OTHER,Capitol Hill,2020,1371
2343,THEFT F/AUTO,Shaw,2020,1038
2344,THEFT F/AUTO,Petworth,2020,544
2345,ASSAULT W/DANGEROUS WEAPON,Shaw,2020,1038
2346,THEFT/OTHER,Columbia Heights,2020,1400
2347,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2348,THEFT/OTHER,Columbia Heights,2020,1400
2349,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2350,THEFT F/AUTO,U Street Corridor,2020,230
2351,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
2352,THEFT/OTHER,Adams Morgan,2020,584
2353,THEFT F/AUTO,Adams Morgan,2020,584
2354,THEFT F/AUTO,Navy Yard,2020,269
2355,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
2356,MOTOR VEHICLE THEFT,NoMa,2020,334
2357,THEFT/OTHER,Petworth,2020,544
2358,THEFT/OTHER,Sixteenth Street Heights,2020,763
2359,THEFT/OTHER,Capitol Hill,2020,1371
2360,THEFT F/AUTO,Adams Morgan,2020,584
2361,ROBBERY,Columbia Heights,2020,1400
2362,THEFT F/AUTO,Columbia Heights,2020,1400
2363,BURGLARY,Adams Morgan,2020,584
2364,SEX ABUSE,Columbia Heights,2020,1400
2365,THEFT/OTHER,Anacostia,2020,308
2366,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2367,THEFT F/AUTO,Anacostia,2020,308
2368,ROBBERY,Shaw,2020,1038
2369,THEFT/OTHER,Shaw,2020,1038
2370,THEFT/OTHER,Sixteenth Street Heights,2020,763
2371,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2372,THEFT/OTHER,Dupont Circle,2020,712
2373,MOTOR VEHICLE THEFT,Navy Yard,2020,269
2374,THEFT/OTHER,Petworth,2020,544
2375,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2376,THEFT/OTHER,Shaw,2020,1038
2377,THEFT/OTHER,Dupont Circle,2020,712
2378,THEFT/OTHER,NoMa,2020,334
2379,THEFT F/AUTO,Navy Yard,2020,269
2380,THEFT F/AUTO,Petworth,2020,544
2381,THEFT/OTHER,Shaw,2020,1038
2382,MOTOR VEHICLE THEFT,NoMa,2020,334
2383,THEFT/OTHER,Shaw,2020,1038
2384,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
2385,THEFT F/AUTO,Columbia Heights,2020,1400
2386,THEFT/OTHER,Shaw,2020,1038
2387,THEFT/OTHER,Capitol Hill,2020,1371
2388,THEFT/OTHER,Dupont Circle,2020,712
2389,THEFT/OTHER,Columbia Heights,2020,1400
2390,THEFT/OTHER,Columbia Heights,2020,1400
2391,THEFT/OTHER,Capitol Hill,2020,1371
2392,THEFT/OTHER,Capitol Hill,2020,1371
2393,THEFT/OTHER,Adams Morgan,2020,584
2394,BURGLARY,Dupont Circle,2020,712
2395,THEFT/OTHER,NoMa,2020,334
2396,THEFT/OTHER,Dupont Circle,2020,712
2397,THEFT F/AUTO,Shaw,2020,1038
2398,THEFT F/AUTO,U Street Corridor,2020,230
2399,THEFT/OTHER,Columbia Heights,2020,1400
2400,THEFT F/AUTO,Petworth,2020,544
2401,THEFT/OTHER,Shaw,2020,1038
2402,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
2403,MOTOR VEHICLE THEFT,Capitol Hill,2020,1371
2404,THEFT F/AUTO,Adams Morgan,2020,584
2405,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2406,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2407,THEFT F/AUTO,Capitol Hill,2020,1371
2408,THEFT/OTHER,Shaw,2020,1038
2409,THEFT/OTHER,Navy Yard,2020,269
2410,ROBBERY,Columbia Heights,2020,1400
2411,THEFT/OTHER,Sixteenth Street Heights,2020,763
2412,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2413,THEFT F/AUTO,Dupont Circle,2020,712
2414,THEFT/OTHER,Capitol Hill,2020,1371
2415,THEFT/OTHER,Columbia Heights,2020,1400
2416,THEFT F/AUTO,NoMa,2020,334
2417,THEFT F/AUTO,Capitol Hill,2020,1371
2418,THEFT/OTHER,NoMa,2020,334
2419,MOTOR VEHICLE THEFT,NoMa,2020,334
2420,BURGLARY,Dupont Circle,2020,712
2421,ROBBERY,NoMa,2020,334
2422,THEFT/OTHER,Dupont Circle,2020,712
2423,THEFT F/AUTO,Columbia Heights,2020,1400
2424,THEFT F/AUTO,Capitol Hill,2020,1371
2425,THEFT/OTHER,Adams Morgan,2020,584
2426,THEFT/OTHER,Adams Morgan,2020,584
2427,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2020,763
2428,THEFT/OTHER,NoMa,2020,334
2429,THEFT F/AUTO,Anacostia,2020,308
2430,THEFT/OTHER,Navy Yard,2020,269
2431,THEFT/OTHER,Columbia Heights,2020,1400
2432,THEFT/OTHER,Sixteenth Street Heights,2020,763
2433,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2020,1400
2434,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2020,763
2435,ROBBERY,U Street Corridor,2020,230
2436,THEFT/OTHER,Dupont Circle,2020,712
2437,THEFT/OTHER,Adams Morgan,2020,584
2438,THEFT/OTHER,Adams Morgan,2020,584
2439,THEFT/OTHER,Anacostia,2020,308
2440,THEFT F/AUTO,U Street Corridor,2020,230
2441,ROBBERY,Dupont Circle,2020,712
2442,THEFT/OTHER,Capitol Hill,2020,1371
2443,THEFT F/AUTO,Dupont Circle,2020,712
2444,THEFT F/AUTO,Columbia Heights,2020,1400
2445,BURGLARY,Adams Morgan,2020,584
2446,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2447,MOTOR VEHICLE THEFT,Shaw,2020,1038
2448,THEFT/OTHER,Columbia Heights,2020,1400
2449,THEFT/OTHER,Dupont Circle,2020,712
2450,THEFT/OTHER,Capitol Hill,2020,1371
2451,THEFT/OTHER,Shaw,2020,1038
2452,THEFT F/AUTO,Capitol Hill,2020,1371
2453,THEFT/OTHER,Shaw,2020,1038
2454,MOTOR VEHICLE THEFT,Adams Morgan,2020,584
2455,THEFT/OTHER,Sixteenth Street Heights,2020,763
2456,THEFT/OTHER,Capitol Hill,2020,1371
2457,THEFT/OTHER,Capitol Hill,2020,1371
2458,THEFT/OTHER,Dupont Circle,2020,712
2459,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2460,MOTOR VEHICLE THEFT,Dupont Circle,2020,712
2461,THEFT/OTHER,Navy Yard,2020,269
2462,THEFT/OTHER,NoMa,2020,334
2463,THEFT/OTHER,Columbia Heights,2020,1400
2464,BURGLARY,Dupont Circle,2020,712
2465,THEFT F/AUTO,Adams Morgan,2020,584
2466,THEFT/OTHER,Sixteenth Street Heights,2020,763
2467,ASSAULT W/DANGEROUS WEAPON,Anacostia,2020,308
2468,THEFT/OTHER,Dupont Circle,2020,712
2469,THEFT/OTHER,Shaw,2020,1038
2470,THEFT F/AUTO,Sixteenth Street Heights,2020,763
2471,MOTOR VEHICLE THEFT,Columbia Heights,2020,1400
2472,THEFT F/AUTO,Petworth,2020,544
2473,THEFT/OTHER,Capitol Hill,2020,1371
2474,THEFT/OTHER,Capitol Hill,2020,1371
2475,THEFT/OTHER,Columbia Heights,2020,1400
2476,THEFT/OTHER,Shaw,2020,1038
2477,THEFT/OTHER,Columbia Heights,2020,1400
2478,THEFT/OTHER,Sixteenth Street Heights,2020,763
2479,THEFT/OTHER,Columbia Heights,2020,1400
2480,THEFT F/AUTO,Anacostia,2020,308
2481,THEFT F/AUTO,Adams Morgan,2020,584
2482,ROBBERY,Adams Morgan,2020,584
2483,THEFT/OTHER,Adams Morgan,2020,584
2484,ROBBERY,Adams Morgan,2020,584
2485,THEFT/OTHER,Columbia Heights,2020,1400
2486,THEFT/OTHER,Dupont Circle,2020,712
2487,ASSAULT W/DANGEROUS WEAPON,Adams Morgan,2020,584
