,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
190,THEFT/OTHER,Shaw,2022,1398
191,THEFT F/AUTO,Navy Yard,2022,528
192,MOTOR VEHICLE THEFT,Navy Yard,2022,528
193,THEFT/OTHER,Sixteenth Street Heights,2022,813
194,THEFT/OTHER,Shaw,2022,1398
195,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2022,813
196,THEFT F/AUTO,Columbia Heights,2022,1345
197,THEFT/OTHER,Sixteenth Street Heights,2022,813
198,THEFT/OTHER,Navy Yard,2022,528
199,THEFT/OTHER,Shaw,2022,1398
200,THEFT F/AUTO,Capitol Hill,2022,1065
201,THEFT F/AUTO,Shaw,2022,1398
202,THEFT/OTHER,Sixteenth Street Heights,2022,813
203,THEFT/OTHER,NoMa,2022,447
204,THEFT/OTHER,Columbia Heights,2022,1345
205,THEFT/OTHER,Petworth,2022,396
206,THEFT F/AUTO,Shaw,2022,1398
207,THEFT/OTHER,Sixteenth Street Heights,2022,813
208,THEFT/OTHER,U Street Corridor,2022,349
209,THEFT F/AUTO,Columbia Heights,2022,1345
210,ROBBERY,Dupont Circle,2022,720
211,THEFT/OTHER,U Street Corridor,2022,349
212,THEFT F/AUTO,Columbia Heights,2022,1345
213,THEFT/OTHER,Adams Morgan,2022,698
214,THEFT F/AUTO,Capitol Hill,2022,1065
215,ASSAULT W/DANGEROUS WEAPON,Petworth,2022,396
216,BURGLARY,Anacostia,2022,226
217,ROBBERY,Dupont Circle,2022,720
218,ROBBERY,Petworth,2022,396
219,THEFT/OTHER,Capitol Hill,2022,1065
220,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
221,THEFT F/AUTO,Capitol Hill,2022,1065
222,THEFT/OTHER,Capitol Hill,2022,1065
223,THEFT/OTHER,Sixteenth Street Heights,2022,813
224,THEFT F/AUTO,Columbia Heights,2022,1345
225,THEFT/OTHER,Sixteenth Street Heights,2022,813
226,ROBBERY,Columbia Heights,2022,1345
227,ASSAULT W/DANGEROUS WEAPON,Petworth,2022,396
228,THEFT/OTHER,Capitol Hill,2022,1065
229,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2022,813
230,THEFT F/AUTO,NoMa,2022,447
231,THEFT/OTHER,Adams Morgan,2022,698
232,THEFT F/AUTO,Dupont Circle,2022,720
233,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
234,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
235,MOTOR VEHICLE THEFT,Dupont Circle,2022,720
236,THEFT/OTHER,Adams Morgan,2022,698
237,ROBBERY,Columbia Heights,2022,1345
238,THEFT/OTHER,Navy Yard,2022,528
239,ROBBERY,Columbia Heights,2022,1345
240,MOTOR VEHICLE THEFT,Navy Yard,2022,528
241,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
242,THEFT/OTHER,Navy Yard,2022,528
243,MOTOR VEHICLE THEFT,Navy Yard,2022,528
244,THEFT/OTHER,Sixteenth Street Heights,2022,813
245,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2022,1345
246,THEFT/OTHER,Sixteenth Street Heights,2022,813
247,THEFT/OTHER,Petworth,2022,396
248,THEFT/OTHER,Sixteenth Street Heights,2022,813
249,THEFT/OTHER,Adams Morgan,2022,698
250,THEFT F/AUTO,Shaw,2022,1398
251,THEFT/OTHER,Capitol Hill,2022,1065
252,THEFT F/AUTO,NoMa,2022,447
253,MOTOR VEHICLE THEFT,Navy Yard,2022,528
254,THEFT/OTHER,Dupont Circle,2022,720
255,THEFT F/AUTO,Sixteenth Street Heights,2022,813
256,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
257,THEFT F/AUTO,Sixteenth Street Heights,2022,813
258,THEFT F/AUTO,Dupont Circle,2022,720
259,THEFT/OTHER,Dupont Circle,2022,720
260,THEFT/OTHER,Capitol Hill,2022,1065
261,THEFT F/AUTO,Columbia Heights,2022,1345
262,THEFT/OTHER,Sixteenth Street Heights,2022,813
263,THEFT/OTHER,Adams Morgan,2022,698
264,THEFT/OTHER,Sixteenth Street Heights,2022,813
265,THEFT F/AUTO,Sixteenth Street Heights,2022,813
266,THEFT/OTHER,Sixteenth Street Heights,2022,813
267,THEFT F/AUTO,Petworth,2022,396
268,THEFT/OTHER,Sixteenth Street Heights,2022,813
269,THEFT/OTHER,Shaw,2022,1398
270,THEFT F/AUTO,Shaw,2022,1398
271,THEFT/OTHER,Adams Morgan,2022,698
272,BURGLARY,NoMa,2022,447
273,THEFT F/AUTO,Shaw,2022,1398
274,MOTOR VEHICLE THEFT,Navy Yard,2022,528
275,THEFT/OTHER,Columbia Heights,2022,1345
276,THEFT F/AUTO,U Street Corridor,2022,349
277,THEFT/OTHER,Anacostia,2022,226
278,THEFT F/AUTO,Dupont Circle,2022,720
279,THEFT F/AUTO,Capitol Hill,2022,1065
280,THEFT/OTHER,Navy Yard,2022,528
281,THEFT/OTHER,Adams Morgan,2022,698
282,THEFT/OTHER,Columbia Heights,2022,1345
283,ROBBERY,Shaw,2022,1398
284,MOTOR VEHICLE THEFT,U Street Corridor,2022,349
285,THEFT F/AUTO,Shaw,2022,1398
286,BURGLARY,Adams Morgan,2022,698
287,THEFT F/AUTO,Columbia Heights,2022,1345
288,ASSAULT W/DANGEROUS WEAPON,Shaw,2022,1398
289,ASSAULT W/DANGEROUS WEAPON,Anacostia,2022,226
290,THEFT/OTHER,Capitol Hill,2022,1065
291,THEFT F/AUTO,Navy Yard,2022,528
292,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
293,THEFT F/AUTO,Dupont Circle,2022,720
294,THEFT F/AUTO,NoMa,2022,447
295,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
296,THEFT F/AUTO,Shaw,2022,1398
297,ROBBERY,Shaw,2022,1398
298,MOTOR VEHICLE THEFT,NoMa,2022,447
299,THEFT F/AUTO,Shaw,2022,1398
300,MOTOR VEHICLE THEFT,NoMa,2022,447
301,THEFT/OTHER,Adams Morgan,2022,698
302,THEFT F/AUTO,Sixteenth Street Heights,2022,813
303,BURGLARY,Petworth,2022,396
304,THEFT/OTHER,Capitol Hill,2022,1065
305,THEFT/OTHER,Capitol Hill,2022,1065
306,THEFT F/AUTO,U Street Corridor,2022,349
307,THEFT F/AUTO,U Street Corridor,2022,349
308,THEFT/OTHER,Dupont Circle,2022,720
309,THEFT/OTHER,Capitol Hill,2022,1065
310,THEFT/OTHER,Dupont Circle,2022,720
311,THEFT/OTHER,Capitol Hill,2022,1065
312,THEFT/OTHER,Shaw,2022,1398
313,THEFT F/AUTO,Sixteenth Street Heights,2022,813
314,ROBBERY,Columbia Heights,2022,1345
315,SEX ABUSE,Columbia Heights,2022,1345
316,THEFT/OTHER,Adams Morgan,2022,698
317,THEFT/OTHER,Columbia Heights,2022,1345
318,THEFT/OTHER,Adams Morgan,2022,698
319,THEFT F/AUTO,Sixteenth Street Heights,2022,813
320,THEFT/OTHER,Columbia Heights,2022,1345
321,MOTOR VEHICLE THEFT,Shaw,2022,1398
322,THEFT/OTHER,Shaw,2022,1398
323,THEFT/OTHER,Capitol Hill,2022,1065
324,BURGLARY,Capitol Hill,2022,1065
325,ROBBERY,U Street Corridor,2022,349
326,THEFT F/AUTO,Sixteenth Street Heights,2022,813
327,THEFT/OTHER,Dupont Circle,2022,720
328,ROBBERY,U Street Corridor,2022,349
329,THEFT/OTHER,Sixteenth Street Heights,2022,813
330,THEFT F/AUTO,Navy Yard,2022,528
331,THEFT F/AUTO,NoMa,2022,447
332,THEFT F/AUTO,NoMa,2022,447
333,ROBBERY,Columbia Heights,2022,1345
334,THEFT/OTHER,Sixteenth Street Heights,2022,813
335,THEFT F/AUTO,Shaw,2022,1398
336,THEFT F/AUTO,Shaw,2022,1398
337,THEFT F/AUTO,Navy Yard,2022,528
338,THEFT F/AUTO,Navy Yard,2022,528
339,THEFT F/AUTO,NoMa,2022,447
340,THEFT/OTHER,Dupont Circle,2022,720
341,THEFT/OTHER,Adams Morgan,2022,698
342,THEFT F/AUTO,Columbia Heights,2022,1345
343,ROBBERY,Navy Yard,2022,528
344,THEFT F/AUTO,Adams Morgan,2022,698
345,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
346,THEFT F/AUTO,U Street Corridor,2022,349
347,ROBBERY,Capitol Hill,2022,1065
348,THEFT/OTHER,Sixteenth Street Heights,2022,813
349,THEFT/OTHER,Shaw,2022,1398
350,THEFT/OTHER,Dupont Circle,2022,720
351,THEFT/OTHER,Columbia Heights,2022,1345
352,THEFT/OTHER,Capitol Hill,2022,1065
353,THEFT/OTHER,Columbia Heights,2022,1345
354,THEFT/OTHER,Capitol Hill,2022,1065
355,THEFT/OTHER,Navy Yard,2022,528
356,MOTOR VEHICLE THEFT,NoMa,2022,447
357,THEFT F/AUTO,Dupont Circle,2022,720
358,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
359,THEFT/OTHER,Dupont Circle,2022,720
360,THEFT/OTHER,Adams Morgan,2022,698
361,THEFT F/AUTO,Shaw,2022,1398
362,THEFT/OTHER,Petworth,2022,396
363,THEFT F/AUTO,Columbia Heights,2022,1345
364,THEFT F/AUTO,Adams Morgan,2022,698
365,THEFT F/AUTO,Shaw,2022,1398
366,MOTOR VEHICLE THEFT,NoMa,2022,447
367,THEFT/OTHER,Shaw,2022,1398
368,THEFT F/AUTO,NoMa,2022,447
369,ROBBERY,Adams Morgan,2022,698
370,THEFT/OTHER,Anacostia,2022,226
371,BURGLARY,Dupont Circle,2022,720
372,THEFT/OTHER,Navy Yard,2022,528
373,THEFT F/AUTO,NoMa,2022,447
374,THEFT/OTHER,Shaw,2022,1398
375,THEFT F/AUTO,Columbia Heights,2022,1345
376,THEFT/OTHER,Columbia Heights,2022,1345
377,ROBBERY,Sixteenth Street Heights,2022,813
378,THEFT/OTHER,Columbia Heights,2022,1345
379,THEFT/OTHER,NoMa,2022,447
380,THEFT F/AUTO,Columbia Heights,2022,1345
381,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
382,THEFT F/AUTO,U Street Corridor,2022,349
383,THEFT/OTHER,Shaw,2022,1398
384,THEFT/OTHER,Capitol Hill,2022,1065
385,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2022,1345
386,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
387,THEFT/OTHER,Sixteenth Street Heights,2022,813
388,THEFT F/AUTO,Columbia Heights,2022,1345
389,MOTOR VEHICLE THEFT,NoMa,2022,447
390,ROBBERY,Shaw,2022,1398
391,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2022,1345
392,THEFT F/AUTO,Sixteenth Street Heights,2022,813
393,THEFT/OTHER,Navy Yard,2022,528
394,THEFT/OTHER,Capitol Hill,2022,1065
395,THEFT F/AUTO,Dupont Circle,2022,720
396,THEFT F/AUTO,Navy Yard,2022,528
397,THEFT F/AUTO,Columbia Heights,2022,1345
398,THEFT/OTHER,Navy Yard,2022,528
399,THEFT/OTHER,Columbia Heights,2022,1345
400,THEFT/OTHER,Adams Morgan,2022,698
401,ASSAULT W/DANGEROUS WEAPON,Shaw,2022,1398
402,ROBBERY,Dupont Circle,2022,720
403,THEFT F/AUTO,Shaw,2022,1398
404,THEFT F/AUTO,Shaw,2022,1398
405,ASSAULT W/DANGEROUS WEAPON,Anacostia,2022,226
406,THEFT/OTHER,Capitol Hill,2022,1065
407,THEFT/OTHER,Adams Morgan,2022,698
408,MOTOR VEHICLE THEFT,Shaw,2022,1398
409,THEFT/OTHER,Navy Yard,2022,528
410,THEFT/OTHER,Navy Yard,2022,528
411,THEFT/OTHER,Shaw,2022,1398
412,THEFT/OTHER,Columbia Heights,2022,1345
413,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
414,THEFT/OTHER,Columbia Heights,2022,1345
415,THEFT F/AUTO,U Street Corridor,2022,349
416,THEFT/OTHER,Columbia Heights,2022,1345
417,THEFT F/AUTO,Capitol Hill,2022,1065
418,MOTOR VEHICLE THEFT,Shaw,2022,1398
419,THEFT F/AUTO,Capitol Hill,2022,1065
420,THEFT/OTHER,NoMa,2022,447
421,THEFT/OTHER,Capitol Hill,2022,1065
422,THEFT F/AUTO,Sixteenth Street Heights,2022,813
423,THEFT/OTHER,Capitol Hill,2022,1065
424,THEFT/OTHER,Capitol Hill,2022,1065
425,THEFT/OTHER,Petworth,2022,396
426,ROBBERY,Columbia Heights,2022,1345
427,THEFT F/AUTO,Shaw,2022,1398
428,THEFT F/AUTO,Petworth,2022,396
429,THEFT/OTHER,Sixteenth Street Heights,2022,813
430,ROBBERY,Sixteenth Street Heights,2022,813
431,BURGLARY,Capitol Hill,2022,1065
432,THEFT/OTHER,Navy Yard,2022,528
433,THEFT/OTHER,Capitol Hill,2022,1065
434,THEFT/OTHER,Dupont Circle,2022,720
435,THEFT/OTHER,Dupont Circle,2022,720
436,THEFT/OTHER,Capitol Hill,2022,1065
437,THEFT/OTHER,Shaw,2022,1398
438,THEFT/OTHER,Columbia Heights,2022,1345
439,THEFT/OTHER,Dupont Circle,2022,720
440,THEFT/OTHER,Sixteenth Street Heights,2022,813
441,THEFT F/AUTO,Dupont Circle,2022,720
442,BURGLARY,Capitol Hill,2022,1065
443,THEFT F/AUTO,Columbia Heights,2022,1345
444,THEFT F/AUTO,Columbia Heights,2022,1345
445,THEFT F/AUTO,Capitol Hill,2022,1065
446,THEFT F/AUTO,Shaw,2022,1398
447,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
448,THEFT F/AUTO,Petworth,2022,396
449,MOTOR VEHICLE THEFT,U Street Corridor,2022,349
450,THEFT/OTHER,Sixteenth Street Heights,2022,813
451,THEFT/OTHER,U Street Corridor,2022,349
452,THEFT F/AUTO,U Street Corridor,2022,349
453,THEFT F/AUTO,Dupont Circle,2022,720
454,THEFT F/AUTO,Shaw,2022,1398
455,THEFT/OTHER,NoMa,2022,447
456,THEFT/OTHER,Adams Morgan,2022,698
457,ROBBERY,Shaw,2022,1398
458,THEFT/OTHER,Columbia Heights,2022,1345
459,THEFT/OTHER,Capitol Hill,2022,1065
460,THEFT F/AUTO,Sixteenth Street Heights,2022,813
461,THEFT F/AUTO,Dupont Circle,2022,720
462,THEFT/OTHER,Columbia Heights,2022,1345
463,MOTOR VEHICLE THEFT,NoMa,2022,447
464,THEFT/OTHER,Adams Morgan,2022,698
465,THEFT F/AUTO,Shaw,2022,1398
466,THEFT F/AUTO,Adams Morgan,2022,698
467,BURGLARY,NoMa,2022,447
468,THEFT/OTHER,Shaw,2022,1398
469,THEFT F/AUTO,Anacostia,2022,226
470,THEFT F/AUTO,Dupont Circle,2022,720
471,THEFT F/AUTO,Shaw,2022,1398
472,THEFT F/AUTO,U Street Corridor,2022,349
473,THEFT F/AUTO,Columbia Heights,2022,1345
474,THEFT/OTHER,Shaw,2022,1398
475,THEFT/OTHER,Sixteenth Street Heights,2022,813
476,THEFT/OTHER,Columbia Heights,2022,1345
477,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
478,THEFT/OTHER,Sixteenth Street Heights,2022,813
479,THEFT F/AUTO,Shaw,2022,1398
480,THEFT F/AUTO,Sixteenth Street Heights,2022,813
481,THEFT/OTHER,Capitol Hill,2022,1065
482,THEFT F/AUTO,NoMa,2022,447
483,THEFT/OTHER,Dupont Circle,2022,720
484,THEFT F/AUTO,Shaw,2022,1398
485,MOTOR VEHICLE THEFT,NoMa,2022,447
486,THEFT/OTHER,Dupont Circle,2022,720
487,THEFT F/AUTO,Shaw,2022,1398
488,THEFT/OTHER,U Street Corridor,2022,349
489,THEFT F/AUTO,U Street Corridor,2022,349
490,THEFT F/AUTO,Navy Yard,2022,528
491,THEFT F/AUTO,Navy Yard,2022,528
492,BURGLARY,Adams Morgan,2022,698
493,THEFT F/AUTO,Columbia Heights,2022,1345
494,MOTOR VEHICLE THEFT,Navy Yard,2022,528
495,THEFT F/AUTO,Shaw,2022,1398
496,THEFT/OTHER,Capitol Hill,2022,1065
497,THEFT/OTHER,Columbia Heights,2022,1345
498,THEFT F/AUTO,Shaw,2022,1398
499,THEFT F/AUTO,Shaw,2022,1398
500,THEFT F/AUTO,Petworth,2022,396
501,THEFT F/AUTO,Sixteenth Street Heights,2022,813
502,THEFT/OTHER,Columbia Heights,2022,1345
503,ROBBERY,Shaw,2022,1398
504,THEFT/OTHER,NoMa,2022,447
505,THEFT/OTHER,Capitol Hill,2022,1065
506,THEFT/OTHER,Sixteenth Street Heights,2022,813
507,THEFT F/AUTO,Capitol Hill,2022,1065
508,ROBBERY,Dupont Circle,2022,720
509,BURGLARY,NoMa,2022,447
510,ROBBERY,Navy Yard,2022,528
511,THEFT F/AUTO,Shaw,2022,1398
512,THEFT/OTHER,Capitol Hill,2022,1065
513,MOTOR VEHICLE THEFT,Shaw,2022,1398
514,BURGLARY,Sixteenth Street Heights,2022,813
515,THEFT/OTHER,NoMa,2022,447
516,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
517,THEFT/OTHER,Dupont Circle,2022,720
518,THEFT/OTHER,Columbia Heights,2022,1345
519,BURGLARY,Columbia Heights,2022,1345
520,THEFT F/AUTO,Capitol Hill,2022,1065
521,THEFT F/AUTO,Columbia Heights,2022,1345
522,ROBBERY,Petworth,2022,396
523,THEFT F/AUTO,Columbia Heights,2022,1345
524,THEFT/OTHER,Dupont Circle,2022,720
525,BURGLARY,Anacostia,2022,226
526,THEFT F/AUTO,Adams Morgan,2022,698
527,THEFT/OTHER,Adams Morgan,2022,698
528,THEFT F/AUTO,Anacostia,2022,226
529,THEFT/OTHER,Petworth,2022,396
530,THEFT/OTHER,Columbia Heights,2022,1345
531,THEFT/OTHER,Columbia Heights,2022,1345
532,THEFT F/AUTO,Shaw,2022,1398
