,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
1879,THEFT/OTHER,Sixteenth Street Heights,2022,813
1880,THEFT/OTHER,Adams Morgan,2022,698
1881,THEFT/OTHER,Columbia Heights,2022,1345
1882,THEFT F/AUTO,Capitol Hill,2022,1065
1883,MOTOR VEHICLE THEFT,Petworth,2022,396
1884,THEFT F/AUTO,Shaw,2022,1398
1885,THEFT F/AUTO,Sixteenth Street Heights,2022,813
1886,THEFT F/AUTO,Petworth,2022,396
1887,ROBBERY,Dupont Circle,2022,720
1888,THEFT/OTHER,Petworth,2022,396
1889,THEFT/OTHER,Sixteenth Street Heights,2022,813
1890,ROBBERY,Sixteenth Street Heights,2022,813
1891,THEFT/OTHER,Shaw,2022,1398
1892,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
1893,THEFT/OTHER,Sixteenth Street Heights,2022,813
1894,THEFT F/AUTO,Shaw,2022,1398
1895,MOTOR VEHICLE THEFT,Shaw,2022,1398
1896,MOTOR VEHICLE THEFT,Shaw,2022,1398
1897,BURGLARY,Dupont Circle,2022,720
1898,THEFT/OTHER,Capitol Hill,2022,1065
1899,THEFT/OTHER,Columbia Heights,2022,1345
1900,THEFT/OTHER,Sixteenth Street Heights,2022,813
1901,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
1902,THEFT F/AUTO,Columbia Heights,2022,1345
1903,THEFT F/AUTO,Petworth,2022,396
1904,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
1905,THEFT/OTHER,Columbia Heights,2022,1345
1906,MOTOR VEHICLE THEFT,NoMa,2022,447
1907,THEFT/OTHER,Anacostia,2022,226
1908,THEFT F/AUTO,Shaw,2022,1398
1909,THEFT/OTHER,Navy Yard,2022,528
1910,THEFT/OTHER,U Street Corridor,2022,349
1911,THEFT/OTHER,Columbia Heights,2022,1345
1912,THEFT/OTHER,Sixteenth Street Heights,2022,813
1913,THEFT/OTHER,Adams Morgan,2022,698
1914,THEFT/OTHER,Navy Yard,2022,528
1915,THEFT/OTHER,Shaw,2022,1398
1916,ROBBERY,Shaw,2022,1398
1917,MOTOR VEHICLE THEFT,Anacostia,2022,226
1918,THEFT F/AUTO,Sixteenth Street Heights,2022,813
1919,THEFT/OTHER,Shaw,2022,1398
1920,ROBBERY,Columbia Heights,2022,1345
1921,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
1922,BURGLARY,Shaw,2022,1398
1923,THEFT F/AUTO,Capitol Hill,2022,1065
1924,THEFT F/AUTO,NoMa,2022,447
1925,THEFT F/AUTO,U Street Corridor,2022,349
1926,MOTOR VEHICLE THEFT,Shaw,2022,1398
1927,THEFT F/AUTO,Dupont Circle,2022,720
1928,THEFT F/AUTO,Dupont Circle,2022,720
1929,THEFT/OTHER,Capitol Hill,2022,1065
1930,ASSAULT W/DANGEROUS WEAPON,Petworth,2022,396
1931,MOTOR VEHICLE THEFT,Petworth,2022,396
1932,ROBBERY,Columbia Heights,2022,1345
1933,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
1934,THEFT F/AUTO,Columbia Heights,2022,1345
1935,THEFT/OTHER,Petworth,2022,396
1936,THEFT F/AUTO,NoMa,2022,447
1937,THEFT F/AUTO,Shaw,2022,1398
1938,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
1939,THEFT/OTHER,Sixteenth Street Heights,2022,813
1940,THEFT/OTHER,Columbia Heights,2022,1345
1941,ROBBERY,Columbia Heights,2022,1345
1942,THEFT/OTHER,Adams Morgan,2022,698
1943,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
1944,ASSAULT W/DANGEROUS WEAPON,Shaw,2022,1398
1945,THEFT/OTHER,Columbia Heights,2022,1345
1946,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
1947,THEFT/OTHER,Columbia Heights,2022,1345
1948,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
1949,ROBBERY,Anacostia,2022,226
1950,MOTOR VEHICLE THEFT,U Street Corridor,2022,349
1951,THEFT F/AUTO,Sixteenth Street Heights,2022,813
1952,THEFT/OTHER,Navy Yard,2022,528
1953,THEFT/OTHER,Capitol Hill,2022,1065
1954,THEFT F/AUTO,Petworth,2022,396
1955,THEFT F/AUTO,Columbia Heights,2022,1345
1956,THEFT/OTHER,U Street Corridor,2022,349
1957,THEFT/OTHER,Columbia Heights,2022,1345
1958,THEFT/OTHER,Adams Morgan,2022,698
1959,THEFT/OTHER,Adams Morgan,2022,698
1960,THEFT F/AUTO,Shaw,2022,1398
1961,THEFT F/AUTO,Dupont Circle,2022,720
1962,THEFT/OTHER,Columbia Heights,2022,1345
1963,ROBBERY,Columbia Heights,2022,1345
1964,THEFT/OTHER,Sixteenth Street Heights,2022,813
1965,THEFT/OTHER,Columbia Heights,2022,1345
1966,THEFT/OTHER,Adams Morgan,2022,698
1967,THEFT F/AUTO,Adams Morgan,2022,698
1968,BURGLARY,Adams Morgan,2022,698
1969,THEFT F/AUTO,Petworth,2022,396
1970,THEFT/OTHER,Sixteenth Street Heights,2022,813
1971,HOMICIDE,Anacostia,2022,226
1972,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
1973,THEFT/OTHER,Capitol Hill,2022,1065
1974,THEFT F/AUTO,Shaw,2022,1398
1975,THEFT F/AUTO,Dupont Circle,2022,720
1976,THEFT/OTHER,Sixteenth Street Heights,2022,813
1977,BURGLARY,Petworth,2022,396
1978,THEFT/OTHER,Dupont Circle,2022,720
1979,ROBBERY,Shaw,2022,1398
1980,ASSAULT W/DANGEROUS WEAPON,Capitol Hill,2022,1065
1981,THEFT F/AUTO,Capitol Hill,2022,1065
1982,THEFT/OTHER,Navy Yard,2022,528
1983,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2022,720
1984,THEFT/OTHER,Capitol Hill,2022,1065
1985,THEFT/OTHER,Columbia Heights,2022,1345
1986,THEFT F/AUTO,Shaw,2022,1398
1987,THEFT/OTHER,Capitol Hill,2022,1065
1988,THEFT F/AUTO,Dupont Circle,2022,720
1989,THEFT F/AUTO,Dupont Circle,2022,720
1990,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
1991,THEFT/OTHER,Navy Yard,2022,528
1992,THEFT F/AUTO,Shaw,2022,1398
1993,THEFT/OTHER,Dupont Circle,2022,720
1994,THEFT F/AUTO,Adams Morgan,2022,698
1995,THEFT F/AUTO,Shaw,2022,1398
1996,THEFT F/AUTO,Capitol Hill,2022,1065
1997,MOTOR VEHICLE THEFT,NoMa,2022,447
1998,THEFT/OTHER,Anacostia,2022,226
1999,THEFT/OTHER,Columbia Heights,2022,1345
2000,MOTOR VEHICLE THEFT,Shaw,2022,1398
2001,THEFT/OTHER,Columbia Heights,2022,1345
2002,THEFT/OTHER,Adams Morgan,2022,698
2003,THEFT/OTHER,Capitol Hill,2022,1065
2004,THEFT/OTHER,Sixteenth Street Heights,2022,813
2005,ROBBERY,Navy Yard,2022,528
2006,ROBBERY,Shaw,2022,1398
2007,THEFT/OTHER,Columbia Heights,2022,1345
2008,ROBBERY,Columbia Heights,2022,1345
2009,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
2010,THEFT/OTHER,Dupont Circle,2022,720
2011,MOTOR VEHICLE THEFT,Anacostia,2022,226
2012,MOTOR VEHICLE THEFT,Dupont Circle,2022,720
2013,ROBBERY,Capitol Hill,2022,1065
2014,THEFT F/AUTO,NoMa,2022,447
2015,THEFT/OTHER,Shaw,2022,1398
2016,THEFT/OTHER,Adams Morgan,2022,698
2017,THEFT F/AUTO,Columbia Heights,2022,1345
2018,THEFT/OTHER,Adams Morgan,2022,698
2019,MOTOR VEHICLE THEFT,Anacostia,2022,226
2020,THEFT F/AUTO,NoMa,2022,447
2021,THEFT/OTHER,Sixteenth Street Heights,2022,813
2022,THEFT/OTHER,Dupont Circle,2022,720
2023,THEFT/OTHER,Adams Morgan,2022,698
2024,THEFT/OTHER,Capitol Hill,2022,1065
2025,THEFT/OTHER,Columbia Heights,2022,1345
2026,THEFT F/AUTO,Petworth,2022,396
2027,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2028,THEFT/OTHER,Capitol Hill,2022,1065
2029,THEFT/OTHER,Adams Morgan,2022,698
2030,THEFT/OTHER,Capitol Hill,2022,1065
2031,THEFT/OTHER,Capitol Hill,2022,1065
2032,THEFT F/AUTO,Dupont Circle,2022,720
2033,THEFT F/AUTO,Dupont Circle,2022,720
2034,MOTOR VEHICLE THEFT,Dupont Circle,2022,720
2035,THEFT/OTHER,Shaw,2022,1398
2036,THEFT F/AUTO,Adams Morgan,2022,698
2037,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2038,THEFT/OTHER,Petworth,2022,396
2039,THEFT/OTHER,Shaw,2022,1398
2040,THEFT/OTHER,Navy Yard,2022,528
2041,THEFT F/AUTO,Shaw,2022,1398
2042,MOTOR VEHICLE THEFT,Shaw,2022,1398
2043,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2044,ASSAULT W/DANGEROUS WEAPON,Shaw,2022,1398
2045,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
2046,THEFT/OTHER,Adams Morgan,2022,698
2047,THEFT/OTHER,Capitol Hill,2022,1065
2048,THEFT F/AUTO,U Street Corridor,2022,349
2049,ASSAULT W/DANGEROUS WEAPON,U Street Corridor,2022,349
2050,THEFT/OTHER,Navy Yard,2022,528
2051,THEFT/OTHER,Shaw,2022,1398
2052,THEFT F/AUTO,Capitol Hill,2022,1065
2053,THEFT F/AUTO,Shaw,2022,1398
2054,THEFT/OTHER,Adams Morgan,2022,698
2055,THEFT F/AUTO,U Street Corridor,2022,349
2056,THEFT F/AUTO,Adams Morgan,2022,698
2057,THEFT/OTHER,Sixteenth Street Heights,2022,813
2058,THEFT/OTHER,Adams Morgan,2022,698
2059,THEFT/OTHER,Columbia Heights,2022,1345
2060,THEFT/OTHER,Columbia Heights,2022,1345
2061,THEFT F/AUTO,Adams Morgan,2022,698
2062,THEFT F/AUTO,Adams Morgan,2022,698
2063,THEFT F/AUTO,U Street Corridor,2022,349
2064,THEFT F/AUTO,Capitol Hill,2022,1065
2065,THEFT/OTHER,Columbia Heights,2022,1345
2066,THEFT/OTHER,Capitol Hill,2022,1065
2067,THEFT/OTHER,Adams Morgan,2022,698
2068,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2022,813
2069,THEFT/OTHER,Columbia Heights,2022,1345
2070,THEFT F/AUTO,Petworth,2022,396
2071,THEFT/OTHER,U Street Corridor,2022,349
2072,THEFT/OTHER,Columbia Heights,2022,1345
2073,THEFT F/AUTO,Adams Morgan,2022,698
2074,THEFT/OTHER,Shaw,2022,1398
2075,THEFT F/AUTO,Petworth,2022,396
2076,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2077,THEFT/OTHER,Capitol Hill,2022,1065
2078,THEFT/OTHER,Shaw,2022,1398
2079,THEFT F/AUTO,Capitol Hill,2022,1065
2080,THEFT F/AUTO,Shaw,2022,1398
2081,ASSAULT W/DANGEROUS WEAPON,Shaw,2022,1398
2082,THEFT F/AUTO,Dupont Circle,2022,720
2083,THEFT/OTHER,Capitol Hill,2022,1065
2084,THEFT F/AUTO,Dupont Circle,2022,720
2085,MOTOR VEHICLE THEFT,Dupont Circle,2022,720
2086,THEFT/OTHER,Navy Yard,2022,528
2087,THEFT/OTHER,Sixteenth Street Heights,2022,813
2088,THEFT/OTHER,Dupont Circle,2022,720
2089,THEFT/OTHER,Dupont Circle,2022,720
2090,THEFT/OTHER,Shaw,2022,1398
2091,THEFT/OTHER,Dupont Circle,2022,720
2092,THEFT F/AUTO,Petworth,2022,396
2093,THEFT F/AUTO,Columbia Heights,2022,1345
2094,THEFT/OTHER,Columbia Heights,2022,1345
2095,THEFT F/AUTO,U Street Corridor,2022,349
2096,THEFT F/AUTO,Columbia Heights,2022,1345
2097,THEFT/OTHER,Dupont Circle,2022,720
2098,THEFT F/AUTO,Shaw,2022,1398
2099,THEFT/OTHER,Dupont Circle,2022,720
2100,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2101,THEFT F/AUTO,Columbia Heights,2022,1345
2102,ROBBERY,Navy Yard,2022,528
2103,THEFT F/AUTO,Shaw,2022,1398
2104,THEFT/OTHER,Capitol Hill,2022,1065
2105,THEFT F/AUTO,Petworth,2022,396
2106,THEFT F/AUTO,Shaw,2022,1398
2107,THEFT F/AUTO,Dupont Circle,2022,720
2108,MOTOR VEHICLE THEFT,Shaw,2022,1398
2109,THEFT F/AUTO,Petworth,2022,396
2110,THEFT F/AUTO,Capitol Hill,2022,1065
2111,MOTOR VEHICLE THEFT,Petworth,2022,396
2112,THEFT/OTHER,Columbia Heights,2022,1345
2113,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
2114,MOTOR VEHICLE THEFT,NoMa,2022,447
2115,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2116,THEFT/OTHER,Capitol Hill,2022,1065
2117,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2118,THEFT F/AUTO,Adams Morgan,2022,698
2119,MOTOR VEHICLE THEFT,Shaw,2022,1398
2120,MOTOR VEHICLE THEFT,Shaw,2022,1398
2121,THEFT/OTHER,Dupont Circle,2022,720
2122,THEFT F/AUTO,U Street Corridor,2022,349
2123,THEFT/OTHER,Dupont Circle,2022,720
2124,THEFT F/AUTO,Navy Yard,2022,528
2125,THEFT F/AUTO,Shaw,2022,1398
2126,MOTOR VEHICLE THEFT,Shaw,2022,1398
2127,THEFT F/AUTO,Adams Morgan,2022,698
2128,THEFT F/AUTO,Shaw,2022,1398
2129,THEFT F/AUTO,Petworth,2022,396
2130,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2131,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2132,MOTOR VEHICLE THEFT,Dupont Circle,2022,720
2133,ROBBERY,Shaw,2022,1398
2134,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2135,THEFT/OTHER,Columbia Heights,2022,1345
2136,THEFT/OTHER,Sixteenth Street Heights,2022,813
2137,THEFT/OTHER,Navy Yard,2022,528
2138,THEFT/OTHER,Columbia Heights,2022,1345
2139,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
2140,THEFT F/AUTO,Shaw,2022,1398
2141,THEFT F/AUTO,Shaw,2022,1398
2142,THEFT/OTHER,Columbia Heights,2022,1345
2143,MOTOR VEHICLE THEFT,Navy Yard,2022,528
2144,THEFT/OTHER,Shaw,2022,1398
2145,THEFT/OTHER,Columbia Heights,2022,1345
2146,BURGLARY,NoMa,2022,447
2147,THEFT/OTHER,Sixteenth Street Heights,2022,813
2148,THEFT F/AUTO,Shaw,2022,1398
2149,THEFT F/AUTO,Shaw,2022,1398
2150,THEFT/OTHER,Sixteenth Street Heights,2022,813
2151,THEFT F/AUTO,Adams Morgan,2022,698
2152,THEFT F/AUTO,Shaw,2022,1398
2153,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2154,MOTOR VEHICLE THEFT,NoMa,2022,447
2155,ROBBERY,Shaw,2022,1398
2156,THEFT F/AUTO,Columbia Heights,2022,1345
2157,THEFT F/AUTO,Shaw,2022,1398
2158,ROBBERY,Shaw,2022,1398
2159,THEFT F/AUTO,Shaw,2022,1398
2160,THEFT/OTHER,Sixteenth Street Heights,2022,813
2161,THEFT F/AUTO,Capitol Hill,2022,1065
2162,THEFT/OTHER,Capitol Hill,2022,1065
2163,THEFT/OTHER,Adams Morgan,2022,698
2164,THEFT/OTHER,Columbia Heights,2022,1345
2165,THEFT/OTHER,Capitol Hill,2022,1065
2166,THEFT F/AUTO,NoMa,2022,447
2167,THEFT/OTHER,Capitol Hill,2022,1065
2168,THEFT/OTHER,Columbia Heights,2022,1345
2169,THEFT F/AUTO,Adams Morgan,2022,698
2170,THEFT F/AUTO,Shaw,2022,1398
2171,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2172,THEFT/OTHER,Capitol Hill,2022,1065
2173,THEFT/OTHER,Capitol Hill,2022,1065
2174,THEFT/OTHER,Columbia Heights,2022,1345
2175,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2176,THEFT/OTHER,Capitol Hill,2022,1065
2177,THEFT/OTHER,Columbia Heights,2022,1345
2178,THEFT/OTHER,Shaw,2022,1398
2179,THEFT/OTHER,Sixteenth Street Heights,2022,813
2180,THEFT/OTHER,Columbia Heights,2022,1345
2181,THEFT/OTHER,Shaw,2022,1398
2182,ROBBERY,Sixteenth Street Heights,2022,813
2183,THEFT/OTHER,Adams Morgan,2022,698
2184,THEFT/OTHER,Shaw,2022,1398
2185,THEFT/OTHER,Shaw,2022,1398
2186,THEFT/OTHER,Capitol Hill,2022,1065
2187,THEFT F/AUTO,Shaw,2022,1398
2188,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2189,BURGLARY,Shaw,2022,1398
2190,THEFT/OTHER,Petworth,2022,396
2191,THEFT/OTHER,Capitol Hill,2022,1065
2192,THEFT/OTHER,Dupont Circle,2022,720
2193,THEFT/OTHER,Sixteenth Street Heights,2022,813
2194,THEFT F/AUTO,Shaw,2022,1398
2195,THEFT/OTHER,Capitol Hill,2022,1065
2196,THEFT F/AUTO,Columbia Heights,2022,1345
2197,MOTOR VEHICLE THEFT,Columbia Heights,2022,1345
2198,THEFT F/AUTO,Capitol Hill,2022,1065
2199,THEFT/OTHER,Columbia Heights,2022,1345
2200,THEFT F/AUTO,Shaw,2022,1398
2201,THEFT/OTHER,Shaw,2022,1398
2202,MOTOR VEHICLE THEFT,NoMa,2022,447
2203,MOTOR VEHICLE THEFT,Capitol Hill,2022,1065
2204,THEFT/OTHER,Sixteenth Street Heights,2022,813
2205,THEFT/OTHER,Sixteenth Street Heights,2022,813
2206,THEFT/OTHER,Shaw,2022,1398
2207,THEFT/OTHER,Columbia Heights,2022,1345
2208,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2209,THEFT F/AUTO,Petworth,2022,396
2210,THEFT F/AUTO,Adams Morgan,2022,698
2211,THEFT F/AUTO,Capitol Hill,2022,1065
2212,THEFT F/AUTO,Columbia Heights,2022,1345
2213,THEFT/OTHER,Capitol Hill,2022,1065
2214,THEFT/OTHER,Navy Yard,2022,528
2215,THEFT/OTHER,Dupont Circle,2022,720
2216,THEFT/OTHER,Dupont Circle,2022,720
2217,THEFT F/AUTO,Shaw,2022,1398
2218,THEFT/OTHER,Adams Morgan,2022,698
2219,THEFT/OTHER,Shaw,2022,1398
2220,THEFT/OTHER,Navy Yard,2022,528
2221,THEFT F/AUTO,Adams Morgan,2022,698
2222,THEFT/OTHER,Columbia Heights,2022,1345
2223,THEFT F/AUTO,U Street Corridor,2022,349
2224,THEFT/OTHER,Capitol Hill,2022,1065
2225,THEFT/OTHER,Adams Morgan,2022,698
2226,THEFT F/AUTO,Shaw,2022,1398
2227,THEFT F/AUTO,Capitol Hill,2022,1065
2228,THEFT F/AUTO,Adams Morgan,2022,698
2229,THEFT/OTHER,Capitol Hill,2022,1065
2230,THEFT/OTHER,Shaw,2022,1398
2231,THEFT F/AUTO,Petworth,2022,396
2232,THEFT F/AUTO,Petworth,2022,396
2233,THEFT/OTHER,Shaw,2022,1398
2234,MOTOR VEHICLE THEFT,Shaw,2022,1398
2235,THEFT/OTHER,Columbia Heights,2022,1345
2236,THEFT F/AUTO,Shaw,2022,1398
2237,THEFT/OTHER,Columbia Heights,2022,1345
2238,THEFT/OTHER,Capitol Hill,2022,1065
2239,THEFT F/AUTO,Adams Morgan,2022,698
2240,THEFT F/AUTO,Columbia Heights,2022,1345
2241,THEFT/OTHER,Sixteenth Street Heights,2022,813
2242,THEFT/OTHER,Capitol Hill,2022,1065
2243,THEFT/OTHER,Sixteenth Street Heights,2022,813
2244,THEFT/OTHER,Capitol Hill,2022,1065
2245,THEFT/OTHER,Columbia Heights,2022,1345
2246,THEFT/OTHER,Adams Morgan,2022,698
2247,THEFT/OTHER,Capitol Hill,2022,1065
2248,THEFT/OTHER,Dupont Circle,2022,720
2249,THEFT/OTHER,Columbia Heights,2022,1345
2250,THEFT/OTHER,Dupont Circle,2022,720
2251,THEFT/OTHER,Adams Morgan,2022,698
2252,MOTOR VEHICLE THEFT,NoMa,2022,447
2253,THEFT/OTHER,Sixteenth Street Heights,2022,813
2254,THEFT/OTHER,Shaw,2022,1398
2255,THEFT/OTHER,Adams Morgan,2022,698
2256,MOTOR VEHICLE THEFT,Anacostia,2022,226
2257,BURGLARY,Shaw,2022,1398
2258,THEFT/OTHER,Navy Yard,2022,528
2259,THEFT F/AUTO,Capitol Hill,2022,1065
2260,THEFT/OTHER,Sixteenth Street Heights,2022,813
2261,THEFT F/AUTO,Columbia Heights,2022,1345
2262,MOTOR VEHICLE THEFT,NoMa,2022,447
2263,THEFT F/AUTO,Capitol Hill,2022,1065
2264,THEFT/OTHER,Shaw,2022,1398
2265,BURGLARY,Sixteenth Street Heights,2022,813
2266,THEFT F/AUTO,NoMa,2022,447
2267,THEFT F/AUTO,Adams Morgan,2022,698
2268,THEFT F/AUTO,Columbia Heights,2022,1345
2269,THEFT/OTHER,Capitol Hill,2022,1065
2270,THEFT F/AUTO,Capitol Hill,2022,1065
2271,THEFT/OTHER,Shaw,2022,1398
2272,THEFT F/AUTO,Capitol Hill,2022,1065
2273,THEFT F/AUTO,Columbia Heights,2022,1345
2274,THEFT/OTHER,Capitol Hill,2022,1065
2275,THEFT/OTHER,Capitol Hill,2022,1065
2276,THEFT/OTHER,Dupont Circle,2022,720
2277,THEFT F/AUTO,NoMa,2022,447
2278,THEFT/OTHER,Anacostia,2022,226
2279,THEFT/OTHER,Navy Yard,2022,528
2280,THEFT/OTHER,Dupont Circle,2022,720
2281,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2282,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2022,813
2283,THEFT F/AUTO,Columbia Heights,2022,1345
2284,THEFT F/AUTO,Capitol Hill,2022,1065
2285,THEFT F/AUTO,Capitol Hill,2022,1065
2286,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2287,THEFT F/AUTO,NoMa,2022,447
2288,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2022,1345
2289,THEFT F/AUTO,Shaw,2022,1398
2290,MOTOR VEHICLE THEFT,Petworth,2022,396
2291,THEFT/OTHER,Dupont Circle,2022,720
2292,THEFT F/AUTO,Columbia Heights,2022,1345
2293,THEFT F/AUTO,Columbia Heights,2022,1345
2294,THEFT/OTHER,NoMa,2022,447
2295,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2296,THEFT/OTHER,Petworth,2022,396
2297,THEFT F/AUTO,Shaw,2022,1398
2298,ASSAULT W/DANGEROUS WEAPON,Anacostia,2022,226
2299,THEFT/OTHER,Adams Morgan,2022,698
2300,THEFT F/AUTO,Dupont Circle,2022,720
2301,THEFT/OTHER,NoMa,2022,447
2302,THEFT F/AUTO,U Street Corridor,2022,349
2303,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2304,THEFT F/AUTO,Petworth,2022,396
2305,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2306,BURGLARY,Columbia Heights,2022,1345
2307,THEFT/OTHER,Petworth,2022,396
2308,THEFT F/AUTO,U Street Corridor,2022,349
2309,ROBBERY,Petworth,2022,396
2310,THEFT/OTHER,U Street Corridor,2022,349
2311,THEFT F/AUTO,Columbia Heights,2022,1345
2312,THEFT F/AUTO,Columbia Heights,2022,1345
2313,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2314,THEFT/OTHER,Shaw,2022,1398
2315,BURGLARY,Dupont Circle,2022,720
2316,MOTOR VEHICLE THEFT,NoMa,2022,447
2317,THEFT F/AUTO,Shaw,2022,1398
2318,THEFT/OTHER,Adams Morgan,2022,698
2319,THEFT F/AUTO,Adams Morgan,2022,698
2320,THEFT/OTHER,Capitol Hill,2022,1065
2321,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2022,720
2322,THEFT/OTHER,Capitol Hill,2022,1065
2323,THEFT/OTHER,Capitol Hill,2022,1065
2324,THEFT/OTHER,Navy Yard,2022,528
2325,THEFT/OTHER,Navy Yard,2022,528
2326,MOTOR VEHICLE THEFT,Shaw,2022,1398
2327,THEFT/OTHER,Dupont Circle,2022,720
2328,THEFT F/AUTO,Capitol Hill,2022,1065
2329,THEFT F/AUTO,Dupont Circle,2022,720
2330,THEFT F/AUTO,Capitol Hill,2022,1065
2331,THEFT F/AUTO,NoMa,2022,447
2332,THEFT F/AUTO,U Street Corridor,2022,349
2333,THEFT F/AUTO,Shaw,2022,1398
2334,HOMICIDE,Navy Yard,2022,528
2335,THEFT F/AUTO,Shaw,2022,1398
2336,THEFT/OTHER,Sixteenth Street Heights,2022,813
2337,ROBBERY,Dupont Circle,2022,720
2338,THEFT/OTHER,Capitol Hill,2022,1065
2339,THEFT F/AUTO,Shaw,2022,1398
2340,THEFT/OTHER,Columbia Heights,2022,1345
2341,THEFT/OTHER,U Street Corridor,2022,349
2342,THEFT/OTHER,Adams Morgan,2022,698
2343,THEFT F/AUTO,Columbia Heights,2022,1345
2344,THEFT F/AUTO,Shaw,2022,1398
2345,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2346,ROBBERY,U Street Corridor,2022,349
2347,THEFT/OTHER,Columbia Heights,2022,1345
2348,ASSAULT W/DANGEROUS WEAPON,Shaw,2022,1398
2349,MOTOR VEHICLE THEFT,NoMa,2022,447
2350,THEFT F/AUTO,Dupont Circle,2022,720
2351,THEFT F/AUTO,Shaw,2022,1398
2352,THEFT/OTHER,Capitol Hill,2022,1065
2353,THEFT F/AUTO,Dupont Circle,2022,720
2354,THEFT/OTHER,Capitol Hill,2022,1065
2355,ROBBERY,Dupont Circle,2022,720
2356,THEFT F/AUTO,Dupont Circle,2022,720
2357,THEFT/OTHER,Shaw,2022,1398
2358,BURGLARY,Dupont Circle,2022,720
2359,THEFT/OTHER,Navy Yard,2022,528
2360,ROBBERY,Capitol Hill,2022,1065
2361,THEFT/OTHER,Sixteenth Street Heights,2022,813
2362,THEFT F/AUTO,Capitol Hill,2022,1065
2363,SEX ABUSE,Dupont Circle,2022,720
2364,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2022,813
2365,THEFT F/AUTO,Shaw,2022,1398
2366,THEFT/OTHER,Capitol Hill,2022,1065
2367,MOTOR VEHICLE THEFT,NoMa,2022,447
2368,BURGLARY,Shaw,2022,1398
2369,ROBBERY,Columbia Heights,2022,1345
2370,THEFT F/AUTO,Shaw,2022,1398
2371,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2022,1345
2372,MOTOR VEHICLE THEFT,Adams Morgan,2022,698
2373,MOTOR VEHICLE THEFT,Shaw,2022,1398
2374,THEFT/OTHER,Columbia Heights,2022,1345
2375,THEFT F/AUTO,Columbia Heights,2022,1345
2376,THEFT F/AUTO,Adams Morgan,2022,698
2377,THEFT F/AUTO,Dupont Circle,2022,720
2378,THEFT F/AUTO,Sixteenth Street Heights,2022,813
2379,THEFT/OTHER,U Street Corridor,2022,349
2380,THEFT F/AUTO,Capitol Hill,2022,1065
2381,THEFT/OTHER,Sixteenth Street Heights,2022,813
2382,THEFT/OTHER,Sixteenth Street Heights,2022,813
2383,THEFT F/AUTO,Columbia Heights,2022,1345
2384,THEFT F/AUTO,Capitol Hill,2022,1065
2385,THEFT F/AUTO,Columbia Heights,2022,1345
2386,THEFT/OTHER,Capitol Hill,2022,1065
2387,THEFT F/AUTO,Dupont Circle,2022,720
2388,ROBBERY,Navy Yard,2022,528
2389,ASSAULT W/DANGEROUS WEAPON,Petworth,2022,396
2390,THEFT F/AUTO,Capitol Hill,2022,1065
2391,THEFT/OTHER,Capitol Hill,2022,1065
