,OFFENSE,Name,YEAR,TotalNeighborhoodCrime
1424,THEFT F/AUTO,Columbia Heights,2024,1545
1425,THEFT/OTHER,Shaw,2024,1394
1426,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1427,ROBBERY,Shaw,2024,1394
1428,THEFT/OTHER,Capitol Hill,2024,1138
1429,THEFT F/AUTO,Navy Yard,2024,606
1430,THEFT/OTHER,Sixteenth Street Heights,2024,839
1431,THEFT F/AUTO,Shaw,2024,1394
1432,THEFT/OTHER,Adams Morgan,2024,686
1433,THEFT/OTHER,Shaw,2024,1394
1434,THEFT F/AUTO,Petworth,2024,433
1435,THEFT/OTHER,Capitol Hill,2024,1138
1436,THEFT/OTHER,Adams Morgan,2024,686
1437,THEFT/OTHER,Shaw,2024,1394
1438,THEFT F/AUTO,Shaw,2024,1394
1439,ASSAULT W/DANGEROUS WEAPON,Navy Yard,2024,606
1440,THEFT/OTHER,Columbia Heights,2024,1545
1441,THEFT/OTHER,Sixteenth Street Heights,2024,839
1442,THEFT/OTHER,Adams Morgan,2024,686
1443,THEFT/OTHER,Sixteenth Street Heights,2024,839
1444,THEFT F/AUTO,U Street Corridor,2024,287
1445,THEFT/OTHER,Shaw,2024,1394
1446,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1447,THEFT/OTHER,Capitol Hill,2024,1138
1448,MOTOR VEHICLE THEFT,Shaw,2024,1394
1449,THEFT F/AUTO,Adams Morgan,2024,686
1450,BURGLARY,Anacostia,2024,177
1451,THEFT/OTHER,Capitol Hill,2024,1138
1452,THEFT/OTHER,Shaw,2024,1394
1453,MOTOR VEHICLE THEFT,NoMa,2024,370
1454,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1455,THEFT/OTHER,Adams Morgan,2024,686
1456,THEFT F/AUTO,NoMa,2024,370
1457,THEFT/OTHER,Navy Yard,2024,606
1458,THEFT F/AUTO,Shaw,2024,1394
1459,MOTOR VEHICLE THEFT,NoMa,2024,370
1460,MOTOR VEHICLE THEFT,Adams Morgan,2024,686
1461,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1462,THEFT/OTHER,Shaw,2024,1394
1463,MOTOR VEHICLE THEFT,NoMa,2024,370
1464,THEFT/OTHER,Adams Morgan,2024,686
1465,THEFT F/AUTO,Shaw,2024,1394
1466,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1467,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1468,ROBBERY,U Street Corridor,2024,287
1469,ROBBERY,Sixteenth Street Heights,2024,839
1470,THEFT F/AUTO,Shaw,2024,1394
1471,ROBBERY,Shaw,2024,1394
1472,THEFT/OTHER,Shaw,2024,1394
1473,THEFT/OTHER,Columbia Heights,2024,1545
1474,THEFT/OTHER,Columbia Heights,2024,1545
1475,THEFT F/AUTO,Shaw,2024,1394
1476,THEFT F/AUTO,NoMa,2024,370
1477,THEFT/OTHER,Shaw,2024,1394
1478,ROBBERY,Navy Yard,2024,606
1479,THEFT F/AUTO,Dupont Circle,2024,696
1480,THEFT/OTHER,Navy Yard,2024,606
1481,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1482,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1483,ASSAULT W/DANGEROUS WEAPON,Dupont Circle,2024,696
1484,THEFT/OTHER,Shaw,2024,1394
1485,THEFT/OTHER,Shaw,2024,1394
1486,BURGLARY,Columbia Heights,2024,1545
1487,MOTOR VEHICLE THEFT,Shaw,2024,1394
1488,THEFT/OTHER,Shaw,2024,1394
1489,THEFT/OTHER,Shaw,2024,1394
1490,THEFT F/AUTO,Navy Yard,2024,606
1491,THEFT F/AUTO,Dupont Circle,2024,696
1492,MOTOR VEHICLE THEFT,Shaw,2024,1394
1493,MOTOR VEHICLE THEFT,Petworth,2024,433
1494,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1495,THEFT F/AUTO,Shaw,2024,1394
1496,THEFT/OTHER,Shaw,2024,1394
1497,THEFT/OTHER,Sixteenth Street Heights,2024,839
1498,THEFT/OTHER,Navy Yard,2024,606
1499,MOTOR VEHICLE THEFT,Petworth,2024,433
1500,THEFT/OTHER,Shaw,2024,1394
1501,MOTOR VEHICLE THEFT,Shaw,2024,1394
1502,THEFT F/AUTO,Dupont Circle,2024,696
1503,THEFT/OTHER,Adams Morgan,2024,686
1504,MOTOR VEHICLE THEFT,Dupont Circle,2024,696
1505,THEFT F/AUTO,Petworth,2024,433
1506,THEFT/OTHER,Columbia Heights,2024,1545
1507,THEFT F/AUTO,Dupont Circle,2024,696
1508,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1509,THEFT/OTHER,Columbia Heights,2024,1545
1510,THEFT/OTHER,Shaw,2024,1394
1511,MOTOR VEHICLE THEFT,Adams Morgan,2024,686
1512,THEFT/OTHER,NoMa,2024,370
1513,ASSAULT W/DANGEROUS WEAPON,Petworth,2024,433
1514,THEFT F/AUTO,Shaw,2024,1394
1515,BURGLARY,Shaw,2024,1394
1516,THEFT/OTHER,Adams Morgan,2024,686
1517,MOTOR VEHICLE THEFT,Petworth,2024,433
1518,BURGLARY,Shaw,2024,1394
1519,ROBBERY,Columbia Heights,2024,1545
1520,THEFT/OTHER,Columbia Heights,2024,1545
1521,THEFT/OTHER,Sixteenth Street Heights,2024,839
1522,BURGLARY,Shaw,2024,1394
1523,THEFT/OTHER,Columbia Heights,2024,1545
1524,ROBBERY,Shaw,2024,1394
1525,THEFT F/AUTO,U Street Corridor,2024,287
1526,THEFT/OTHER,Adams Morgan,2024,686
1527,ROBBERY,Shaw,2024,1394
1528,THEFT F/AUTO,Shaw,2024,1394
1529,THEFT F/AUTO,Anacostia,2024,177
1530,THEFT/OTHER,Adams Morgan,2024,686
1531,THEFT/OTHER,Dupont Circle,2024,696
1532,THEFT/OTHER,Shaw,2024,1394
1533,THEFT F/AUTO,Capitol Hill,2024,1138
1534,THEFT/OTHER,Columbia Heights,2024,1545
1535,THEFT/OTHER,Capitol Hill,2024,1138
1536,THEFT F/AUTO,Columbia Heights,2024,1545
1537,THEFT/OTHER,Columbia Heights,2024,1545
1538,THEFT F/AUTO,Columbia Heights,2024,1545
1539,THEFT/OTHER,Capitol Hill,2024,1138
1540,THEFT/OTHER,NoMa,2024,370
1541,THEFT/OTHER,Navy Yard,2024,606
1542,MOTOR VEHICLE THEFT,Shaw,2024,1394
1543,THEFT F/AUTO,Petworth,2024,433
1544,THEFT/OTHER,Navy Yard,2024,606
1545,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1546,THEFT/OTHER,Adams Morgan,2024,686
1547,BURGLARY,Columbia Heights,2024,1545
1548,THEFT/OTHER,Adams Morgan,2024,686
1549,ASSAULT W/DANGEROUS WEAPON,Columbia Heights,2024,1545
1550,THEFT/OTHER,Columbia Heights,2024,1545
1551,THEFT/OTHER,Columbia Heights,2024,1545
1552,THEFT/OTHER,Columbia Heights,2024,1545
1553,THEFT/OTHER,Petworth,2024,433
1554,ROBBERY,Columbia Heights,2024,1545
1555,THEFT/OTHER,Adams Morgan,2024,686
1556,ROBBERY,Columbia Heights,2024,1545
1557,THEFT/OTHER,Columbia Heights,2024,1545
1558,THEFT F/AUTO,Dupont Circle,2024,696
1559,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1560,THEFT/OTHER,Navy Yard,2024,606
1561,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1562,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1563,THEFT/OTHER,Sixteenth Street Heights,2024,839
1564,MOTOR VEHICLE THEFT,Shaw,2024,1394
1565,MOTOR VEHICLE THEFT,Shaw,2024,1394
1566,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1567,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1568,THEFT/OTHER,Navy Yard,2024,606
1569,MOTOR VEHICLE THEFT,Shaw,2024,1394
1570,ROBBERY,Adams Morgan,2024,686
1571,THEFT/OTHER,Sixteenth Street Heights,2024,839
1572,THEFT/OTHER,Sixteenth Street Heights,2024,839
1573,THEFT F/AUTO,U Street Corridor,2024,287
1574,MOTOR VEHICLE THEFT,Shaw,2024,1394
1575,THEFT/OTHER,Shaw,2024,1394
1576,MOTOR VEHICLE THEFT,Petworth,2024,433
1577,THEFT/OTHER,Columbia Heights,2024,1545
1578,THEFT/OTHER,Dupont Circle,2024,696
1579,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1580,THEFT/OTHER,Shaw,2024,1394
1581,THEFT F/AUTO,Capitol Hill,2024,1138
1582,ROBBERY,Navy Yard,2024,606
1583,THEFT F/AUTO,Adams Morgan,2024,686
1584,THEFT/OTHER,Adams Morgan,2024,686
1585,THEFT/OTHER,Petworth,2024,433
1586,THEFT/OTHER,Capitol Hill,2024,1138
1587,THEFT/OTHER,Dupont Circle,2024,696
1588,THEFT/OTHER,Petworth,2024,433
1589,THEFT/OTHER,Columbia Heights,2024,1545
1590,THEFT/OTHER,Columbia Heights,2024,1545
1591,THEFT/OTHER,Columbia Heights,2024,1545
1592,THEFT/OTHER,Shaw,2024,1394
1593,ROBBERY,Anacostia,2024,177
1594,THEFT/OTHER,Capitol Hill,2024,1138
1595,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1596,THEFT/OTHER,Shaw,2024,1394
1597,THEFT/OTHER,Sixteenth Street Heights,2024,839
1598,THEFT/OTHER,Sixteenth Street Heights,2024,839
1599,THEFT F/AUTO,Navy Yard,2024,606
1600,THEFT F/AUTO,Petworth,2024,433
1601,MOTOR VEHICLE THEFT,Adams Morgan,2024,686
1602,THEFT F/AUTO,Navy Yard,2024,606
1603,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1604,THEFT/OTHER,Shaw,2024,1394
1605,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1606,THEFT/OTHER,U Street Corridor,2024,287
1607,ROBBERY,Adams Morgan,2024,686
1608,THEFT F/AUTO,Capitol Hill,2024,1138
1609,THEFT/OTHER,Shaw,2024,1394
1610,THEFT/OTHER,Capitol Hill,2024,1138
1611,ROBBERY,Shaw,2024,1394
1612,ROBBERY,Shaw,2024,1394
1613,THEFT/OTHER,Dupont Circle,2024,696
1614,THEFT/OTHER,Capitol Hill,2024,1138
1615,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1616,THEFT/OTHER,Columbia Heights,2024,1545
1617,THEFT F/AUTO,Shaw,2024,1394
1618,THEFT F/AUTO,Columbia Heights,2024,1545
1619,THEFT/OTHER,Dupont Circle,2024,696
1620,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1621,THEFT/OTHER,Columbia Heights,2024,1545
1622,THEFT/OTHER,Columbia Heights,2024,1545
1623,THEFT/OTHER,Sixteenth Street Heights,2024,839
1624,THEFT/OTHER,Shaw,2024,1394
1625,THEFT/OTHER,Adams Morgan,2024,686
1626,BURGLARY,Adams Morgan,2024,686
1627,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1628,THEFT F/AUTO,Capitol Hill,2024,1138
1629,THEFT/OTHER,Adams Morgan,2024,686
1630,THEFT F/AUTO,Columbia Heights,2024,1545
1631,THEFT F/AUTO,Navy Yard,2024,606
1632,THEFT/OTHER,Dupont Circle,2024,696
1633,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1634,THEFT/OTHER,Shaw,2024,1394
1635,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1636,THEFT/OTHER,Sixteenth Street Heights,2024,839
1637,ASSAULT W/DANGEROUS WEAPON,Anacostia,2024,177
1638,THEFT/OTHER,Dupont Circle,2024,696
1639,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1640,THEFT/OTHER,Columbia Heights,2024,1545
1641,MOTOR VEHICLE THEFT,Shaw,2024,1394
1642,MOTOR VEHICLE THEFT,Petworth,2024,433
1643,THEFT/OTHER,Sixteenth Street Heights,2024,839
1644,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1645,THEFT/OTHER,Capitol Hill,2024,1138
1646,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1647,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1648,BURGLARY,Columbia Heights,2024,1545
1649,THEFT/OTHER,Columbia Heights,2024,1545
1650,BURGLARY,Columbia Heights,2024,1545
1651,ROBBERY,Shaw,2024,1394
1652,THEFT/OTHER,Dupont Circle,2024,696
1653,THEFT F/AUTO,Shaw,2024,1394
1654,THEFT F/AUTO,Capitol Hill,2024,1138
1655,THEFT/OTHER,Columbia Heights,2024,1545
1656,BURGLARY,Dupont Circle,2024,696
1657,MOTOR VEHICLE THEFT,NoMa,2024,370
1658,THEFT/OTHER,Dupont Circle,2024,696
1659,THEFT/OTHER,Shaw,2024,1394
1660,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1661,THEFT/OTHER,Sixteenth Street Heights,2024,839
1662,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1663,THEFT/OTHER,Columbia Heights,2024,1545
1664,THEFT/OTHER,Shaw,2024,1394
1665,BURGLARY,Capitol Hill,2024,1138
1666,THEFT/OTHER,Shaw,2024,1394
1667,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1668,THEFT/OTHER,Shaw,2024,1394
1669,THEFT/OTHER,Capitol Hill,2024,1138
1670,THEFT/OTHER,Dupont Circle,2024,696
1671,THEFT/OTHER,NoMa,2024,370
1672,THEFT/OTHER,Petworth,2024,433
1673,THEFT/OTHER,Dupont Circle,2024,696
1674,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1675,THEFT F/AUTO,Capitol Hill,2024,1138
1676,THEFT/OTHER,Columbia Heights,2024,1545
1677,THEFT/OTHER,Shaw,2024,1394
1678,THEFT/OTHER,Dupont Circle,2024,696
1679,MOTOR VEHICLE THEFT,NoMa,2024,370
1680,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1681,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1682,THEFT/OTHER,Adams Morgan,2024,686
1683,BURGLARY,Dupont Circle,2024,696
1684,THEFT/OTHER,Shaw,2024,1394
1685,THEFT/OTHER,Adams Morgan,2024,686
1686,THEFT F/AUTO,Shaw,2024,1394
1687,THEFT/OTHER,Shaw,2024,1394
1688,THEFT/OTHER,Navy Yard,2024,606
1689,THEFT F/AUTO,Capitol Hill,2024,1138
1690,THEFT/OTHER,Columbia Heights,2024,1545
1691,THEFT/OTHER,Sixteenth Street Heights,2024,839
1692,THEFT/OTHER,Capitol Hill,2024,1138
1693,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1694,THEFT/OTHER,Dupont Circle,2024,696
1695,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1696,THEFT/OTHER,Shaw,2024,1394
1697,THEFT/OTHER,Columbia Heights,2024,1545
1698,THEFT/OTHER,Columbia Heights,2024,1545
1699,THEFT/OTHER,Columbia Heights,2024,1545
1700,THEFT/OTHER,Columbia Heights,2024,1545
1701,THEFT/OTHER,Anacostia,2024,177
1702,THEFT/OTHER,Dupont Circle,2024,696
1703,BURGLARY,Shaw,2024,1394
1704,ROBBERY,NoMa,2024,370
1705,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1706,THEFT/OTHER,U Street Corridor,2024,287
1707,THEFT/OTHER,Adams Morgan,2024,686
1708,THEFT F/AUTO,Adams Morgan,2024,686
1709,MOTOR VEHICLE THEFT,Shaw,2024,1394
1710,THEFT/OTHER,Shaw,2024,1394
1711,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1712,THEFT/OTHER,Sixteenth Street Heights,2024,839
1713,THEFT/OTHER,Sixteenth Street Heights,2024,839
1714,THEFT/OTHER,Shaw,2024,1394
1715,THEFT/OTHER,U Street Corridor,2024,287
1716,THEFT F/AUTO,Adams Morgan,2024,686
1717,ROBBERY,U Street Corridor,2024,287
1718,THEFT/OTHER,Dupont Circle,2024,696
1719,BURGLARY,Columbia Heights,2024,1545
1720,THEFT F/AUTO,U Street Corridor,2024,287
1721,MOTOR VEHICLE THEFT,Shaw,2024,1394
1722,ASSAULT W/DANGEROUS WEAPON,Petworth,2024,433
1723,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1724,THEFT F/AUTO,Navy Yard,2024,606
1725,THEFT F/AUTO,Columbia Heights,2024,1545
1726,ROBBERY,Dupont Circle,2024,696
1727,ROBBERY,Columbia Heights,2024,1545
1728,THEFT F/AUTO,Dupont Circle,2024,696
1729,THEFT F/AUTO,Petworth,2024,433
1730,THEFT/OTHER,Sixteenth Street Heights,2024,839
1731,ROBBERY,U Street Corridor,2024,287
1732,THEFT/OTHER,Capitol Hill,2024,1138
1733,THEFT/OTHER,Adams Morgan,2024,686
1734,THEFT/OTHER,Shaw,2024,1394
1735,THEFT F/AUTO,Shaw,2024,1394
1736,THEFT/OTHER,Capitol Hill,2024,1138
1737,THEFT F/AUTO,Dupont Circle,2024,696
1738,THEFT/OTHER,Dupont Circle,2024,696
1739,THEFT/OTHER,Columbia Heights,2024,1545
1740,THEFT/OTHER,Adams Morgan,2024,686
1741,THEFT/OTHER,Adams Morgan,2024,686
1742,THEFT/OTHER,Petworth,2024,433
1743,THEFT/OTHER,Petworth,2024,433
1744,THEFT/OTHER,Capitol Hill,2024,1138
1745,ROBBERY,Shaw,2024,1394
1746,THEFT F/AUTO,Petworth,2024,433
1747,ROBBERY,Shaw,2024,1394
1748,THEFT F/AUTO,Adams Morgan,2024,686
1749,THEFT F/AUTO,Adams Morgan,2024,686
1750,MOTOR VEHICLE THEFT,Petworth,2024,433
1751,THEFT/OTHER,Columbia Heights,2024,1545
1752,THEFT F/AUTO,Columbia Heights,2024,1545
1753,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1754,THEFT F/AUTO,Adams Morgan,2024,686
1755,THEFT F/AUTO,NoMa,2024,370
1756,THEFT F/AUTO,Adams Morgan,2024,686
1757,THEFT/OTHER,Adams Morgan,2024,686
1758,THEFT/OTHER,U Street Corridor,2024,287
1759,ROBBERY,Shaw,2024,1394
1760,THEFT F/AUTO,Shaw,2024,1394
1761,ROBBERY,Sixteenth Street Heights,2024,839
1762,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1763,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1764,THEFT F/AUTO,NoMa,2024,370
1765,BURGLARY,Columbia Heights,2024,1545
1766,THEFT F/AUTO,Capitol Hill,2024,1138
1767,THEFT F/AUTO,Shaw,2024,1394
1768,THEFT/OTHER,Sixteenth Street Heights,2024,839
1769,THEFT/OTHER,Sixteenth Street Heights,2024,839
1770,THEFT/OTHER,Shaw,2024,1394
1771,THEFT/OTHER,NoMa,2024,370
1772,THEFT/OTHER,Sixteenth Street Heights,2024,839
1773,MOTOR VEHICLE THEFT,Adams Morgan,2024,686
1774,THEFT/OTHER,Sixteenth Street Heights,2024,839
1775,THEFT/OTHER,Sixteenth Street Heights,2024,839
1776,THEFT/OTHER,Navy Yard,2024,606
1777,THEFT/OTHER,NoMa,2024,370
1778,THEFT F/AUTO,Capitol Hill,2024,1138
1779,THEFT/OTHER,Columbia Heights,2024,1545
1780,THEFT F/AUTO,Shaw,2024,1394
1781,THEFT/OTHER,Dupont Circle,2024,696
1782,ROBBERY,Sixteenth Street Heights,2024,839
1783,THEFT F/AUTO,Shaw,2024,1394
1784,THEFT/OTHER,Shaw,2024,1394
1785,THEFT/OTHER,Sixteenth Street Heights,2024,839
1786,THEFT F/AUTO,Columbia Heights,2024,1545
1787,THEFT/OTHER,Shaw,2024,1394
1788,THEFT/OTHER,Sixteenth Street Heights,2024,839
1789,THEFT F/AUTO,Columbia Heights,2024,1545
1790,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1791,THEFT/OTHER,Dupont Circle,2024,696
1792,BURGLARY,Capitol Hill,2024,1138
1793,THEFT/OTHER,Columbia Heights,2024,1545
1794,THEFT/OTHER,Capitol Hill,2024,1138
1795,THEFT/OTHER,Columbia Heights,2024,1545
1796,THEFT F/AUTO,Shaw,2024,1394
1797,THEFT/OTHER,Sixteenth Street Heights,2024,839
1798,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1799,THEFT/OTHER,Columbia Heights,2024,1545
1800,MOTOR VEHICLE THEFT,Petworth,2024,433
1801,THEFT F/AUTO,Capitol Hill,2024,1138
1802,THEFT F/AUTO,Columbia Heights,2024,1545
1803,BURGLARY,Petworth,2024,433
1804,THEFT/OTHER,Petworth,2024,433
1805,THEFT/OTHER,Capitol Hill,2024,1138
1806,THEFT/OTHER,Shaw,2024,1394
1807,THEFT F/AUTO,Petworth,2024,433
1808,THEFT/OTHER,Shaw,2024,1394
1809,THEFT/OTHER,Capitol Hill,2024,1138
1810,THEFT/OTHER,Petworth,2024,433
1811,THEFT/OTHER,NoMa,2024,370
1812,THEFT/OTHER,Shaw,2024,1394
1813,THEFT/OTHER,Petworth,2024,433
1814,THEFT F/AUTO,Columbia Heights,2024,1545
1815,THEFT/OTHER,Capitol Hill,2024,1138
1816,MOTOR VEHICLE THEFT,NoMa,2024,370
1817,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1818,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1819,BURGLARY,Capitol Hill,2024,1138
1820,THEFT/OTHER,Columbia Heights,2024,1545
1821,ROBBERY,Shaw,2024,1394
1822,ROBBERY,Shaw,2024,1394
1823,THEFT F/AUTO,Shaw,2024,1394
1824,THEFT/OTHER,Shaw,2024,1394
1825,THEFT/OTHER,NoMa,2024,370
1826,THEFT F/AUTO,Capitol Hill,2024,1138
1827,THEFT F/AUTO,Shaw,2024,1394
1828,THEFT/OTHER,Columbia Heights,2024,1545
1829,THEFT/OTHER,Shaw,2024,1394
1830,MOTOR VEHICLE THEFT,Adams Morgan,2024,686
1831,BURGLARY,Shaw,2024,1394
1832,THEFT/OTHER,Columbia Heights,2024,1545
1833,ROBBERY,Columbia Heights,2024,1545
1834,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1835,THEFT F/AUTO,Shaw,2024,1394
1836,THEFT/OTHER,Columbia Heights,2024,1545
1837,THEFT/OTHER,Navy Yard,2024,606
1838,THEFT/OTHER,Capitol Hill,2024,1138
1839,THEFT F/AUTO,Capitol Hill,2024,1138
1840,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1841,THEFT F/AUTO,Navy Yard,2024,606
1842,THEFT/OTHER,Shaw,2024,1394
1843,THEFT F/AUTO,Columbia Heights,2024,1545
1844,MOTOR VEHICLE THEFT,NoMa,2024,370
1845,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1846,THEFT F/AUTO,Columbia Heights,2024,1545
1847,THEFT F/AUTO,Columbia Heights,2024,1545
1848,THEFT/OTHER,Navy Yard,2024,606
1849,THEFT F/AUTO,Capitol Hill,2024,1138
1850,THEFT F/AUTO,Dupont Circle,2024,696
1851,MOTOR VEHICLE THEFT,Petworth,2024,433
1852,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1853,MOTOR VEHICLE THEFT,Shaw,2024,1394
1854,THEFT/OTHER,Sixteenth Street Heights,2024,839
1855,THEFT/OTHER,Dupont Circle,2024,696
1856,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1857,THEFT/OTHER,Dupont Circle,2024,696
1858,BURGLARY,Shaw,2024,1394
1859,THEFT/OTHER,Adams Morgan,2024,686
1860,ROBBERY,Dupont Circle,2024,696
1861,THEFT/OTHER,Navy Yard,2024,606
1862,THEFT F/AUTO,Dupont Circle,2024,696
1863,THEFT F/AUTO,Navy Yard,2024,606
1864,BURGLARY,Sixteenth Street Heights,2024,839
1865,THEFT/OTHER,Shaw,2024,1394
1866,THEFT/OTHER,Capitol Hill,2024,1138
1867,BURGLARY,Petworth,2024,433
1868,THEFT/OTHER,Shaw,2024,1394
1869,THEFT/OTHER,Capitol Hill,2024,1138
1870,THEFT F/AUTO,Capitol Hill,2024,1138
1871,ROBBERY,Sixteenth Street Heights,2024,839
1872,ASSAULT W/DANGEROUS WEAPON,Sixteenth Street Heights,2024,839
1873,THEFT/OTHER,Anacostia,2024,177
1874,THEFT/OTHER,Shaw,2024,1394
1875,THEFT/OTHER,Sixteenth Street Heights,2024,839
1876,BURGLARY,Navy Yard,2024,606
1877,THEFT/OTHER,Sixteenth Street Heights,2024,839
1878,MOTOR VEHICLE THEFT,Anacostia,2024,177
1879,THEFT/OTHER,Adams Morgan,2024,686
1880,THEFT/OTHER,Shaw,2024,1394
1881,MOTOR VEHICLE THEFT,Capitol Hill,2024,1138
1882,ROBBERY,Columbia Heights,2024,1545
1883,ROBBERY,Petworth,2024,433
1884,THEFT/OTHER,U Street Corridor,2024,287
1885,THEFT/OTHER,Shaw,2024,1394
1886,THEFT/OTHER,Dupont Circle,2024,696
1887,THEFT/OTHER,Columbia Heights,2024,1545
1888,ASSAULT W/DANGEROUS WEAPON,Shaw,2024,1394
1889,THEFT/OTHER,Shaw,2024,1394
1890,THEFT F/AUTO,Dupont Circle,2024,696
1891,MOTOR VEHICLE THEFT,Sixteenth Street Heights,2024,839
1892,THEFT/OTHER,Dupont Circle,2024,696
1893,THEFT/OTHER,Shaw,2024,1394
1894,THEFT F/AUTO,Anacostia,2024,177
1895,THEFT F/AUTO,Adams Morgan,2024,686
1896,THEFT F/AUTO,Petworth,2024,433
1897,THEFT F/AUTO,Columbia Heights,2024,1545
1898,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1899,THEFT F/AUTO,Columbia Heights,2024,1545
1900,THEFT F/AUTO,Columbia Heights,2024,1545
1901,THEFT F/AUTO,Adams Morgan,2024,686
1902,THEFT F/AUTO,Columbia Heights,2024,1545
1903,THEFT/OTHER,Adams Morgan,2024,686
1904,THEFT F/AUTO,NoMa,2024,370
1905,THEFT F/AUTO,Columbia Heights,2024,1545
1906,THEFT/OTHER,Shaw,2024,1394
1907,THEFT/OTHER,Shaw,2024,1394
1908,MOTOR VEHICLE THEFT,Shaw,2024,1394
1909,THEFT F/AUTO,U Street Corridor,2024,287
1910,THEFT/OTHER,U Street Corridor,2024,287
1911,THEFT/OTHER,Adams Morgan,2024,686
1912,MOTOR VEHICLE THEFT,Columbia Heights,2024,1545
1913,ROBBERY,Shaw,2024,1394
1914,SEX ABUSE,Capitol Hill,2024,1138
1915,THEFT/OTHER,Adams Morgan,2024,686
1916,THEFT/OTHER,Shaw,2024,1394
1917,THEFT F/AUTO,Columbia Heights,2024,1545
1918,THEFT/OTHER,Dupont Circle,2024,696
1919,THEFT/OTHER,Columbia Heights,2024,1545
1920,MOTOR VEHICLE THEFT,Navy Yard,2024,606
1921,THEFT/OTHER,Anacostia,2024,177
1922,THEFT/OTHER,Shaw,2024,1394
1923,THEFT F/AUTO,Columbia Heights,2024,1545
1924,THEFT/OTHER,Columbia Heights,2024,1545
1925,THEFT/OTHER,Columbia Heights,2024,1545
1926,THEFT/OTHER,Columbia Heights,2024,1545
1927,THEFT/OTHER,Columbia Heights,2024,1545
1928,THEFT/OTHER,Columbia Heights,2024,1545
1929,THEFT/OTHER,Capitol Hill,2024,1138
1930,THEFT/OTHER,Shaw,2024,1394
1931,THEFT/OTHER,Shaw,2024,1394
1932,THEFT/OTHER,Capitol Hill,2024,1138
1933,THEFT F/AUTO,Sixteenth Street Heights,2024,839
1934,THEFT/OTHER,Adams Morgan,2024,686
1935,THEFT F/AUTO,Dupont Circle,2024,696
1936,ASSAULT W/DANGEROUS WEAPON,Petworth,2024,433
1937,THEFT F/AUTO,Petworth,2024,433
1938,THEFT F/AUTO,Petworth,2024,433
1939,THEFT F/AUTO,Petworth,2024,433
1940,THEFT/OTHER,Shaw,2024,1394
1941,THEFT F/AUTO,Shaw,2024,1394
1942,MOTOR VEHICLE THEFT,NoMa,2024,370
